id,type,logic
MIMAT0003316,mir,
MIMAT0005891,mir,
MIMAT0018005,mir,
MIMAT0019856,mir,
MIMAT0024615,mir,
MIMAT0027588,mir,
MIMAT0015069,mir,
MIMAT0004612,mir,
MIMAT0026740,mir,
MIMAT0005788,mir,
MIMAT0016917,mir,
MIMAT0019063,mir,
MIMAT0019772,mir,
MIMAT0025458,mir,
MIMAT0027419,mir,
MIMAT0000266,mir,
MIMAT0026476,mir,
MIMAT0005921,mir,
MIMAT0030982,mir,
MIMAT0027558,mir,
MIMAT0027630,mir,
MIMAT0028110,mir,
MIMAT0027438,mir,
MIMAT0019878,mir,
MIMAT0004694,mir,
MIMAT0031074,mir,
MIMAT0017997,mir,
MIMAT0018070,mir,
MIMAT0018977,mir,
MIMAT0027375,mir,
MIMAT0027524,mir,
MIMAT0004795,mir,
MIMAT0021023,mir,
MIMAT0004548,mir,
MIMAT0004605,mir,
MIMAT0030021,mir,
MIMAT0000421,mir,
MIMAT0003885,mir,
MIMAT0019232,mir,
MIMAT0018953,mir,
MIMAT0019735,mir,
MIMAT0019850,mir,
MIMAT0019861,mir,
MIMAT0022283,mir,
MIMAT0025451,mir,
MIMAT0027568,mir,
MIMAT0028230,mir,
MIMAT0031004,mir,
MIMAT0002176,mir,
MIMAT0022705,mir,
MIMAT0021026,mir,
MIMAT0005914,mir,
MIMAT0015039,mir,
MIMAT0019060,mir,
MIMAT0019972,mir,
MIMAT0027345,mir,
MIMAT0027452,mir,
MIMAT0026477,mir,
MIMAT0026621,mir,
MIMAT0005798,mir,
MIMAT0005827,mir,
MIMAT0018098,mir,
MIMAT0018959,mir,
MIMAT0021020,mir,
MIMAT0021117,mir,
MIMAT0000253,mir,
MIMAT0000426,mir,
MIMAT0000457,mir,
MIMAT0004972,mir,
MIMAT0022940,mir,
MIMAT0005576,mir,
MIMAT0022289,mir,
MIMAT0004808,mir,
MIMAT0015040,mir,
MIMAT0003879,mir,
MIMAT0000062,mir,
MIMAT0004553,mir,
MIMAT0000682,mir,
MIMAT0004501,mir,
MIMAT0027671,mir,
MIMAT0019833,mir,
MIMAT0000764,mir,
MIMAT0003283,mir,
MIMAT0027397,mir,
MIMAT0004763,mir,
MIMAT0002844,mir,
MIMAT0002863,mir,
MIMAT0002864,mir,
MIMAT0004773,mir,
MIMAT0002872,mir,
MIMAT0004778,mir,
MIMAT0022943,mir,
MIMAT0026736,mir,
MIMAT0019199,mir,
MIMAT0019209,mir,
MIMAT0019216,mir,
MIMAT0016886,mir,
MIMAT0019064,mir,
MIMAT0019079,mir,
MIMAT0019080,mir,
MIMAT0019705,mir,
MIMAT0019710,mir,
MIMAT0019739,mir,
MIMAT0019755,mir,
MIMAT0019767,mir,
MIMAT0027431,mir,
MIMAT0027523,mir,
MIMAT0027622,mir,
MIMAT0027652,mir,
MIMAT0027680,mir,
MIMAT0000067,mir,
MIMAT0005907,mir,
MIMAT0015031,mir,
MIMAT0018089,mir,
MIMAT0022975,mir,
MIMAT0019359,mir,
MIMAT0022469,mir,
MIMAT0027530,mir,
MIMAT0019777,mir,
MIMAT0027387,mir,
MIMAT0028120,mir,
MIMAT0000087,mir,
MIMAT0000692,mir,
MIMAT0000737,mir,
MIMAT0000686,mir,
MIMAT0000723,mir,
MIMAT0003291,mir,
MIMAT0005884,mir,
MIMAT0022292,mir,
MIMAT0000082,mir,
MIMAT0004551,mir,
MIMAT0000269,mir,
MIMAT0031001,mir,
MIMAT0000081,mir,
MIMAT0000101,mir,
MIMAT0000431,mir,
MIMAT0004979,mir,
MIMAT0011778,mir,
MIMAT0018187,mir,
MIMAT0027607,mir,
MIMAT0002891,mir,
MIMAT0004693,mir,
MIMAT0001635,mir,
MIMAT0003312,mir,
MIMAT0003880,mir,
MIMAT0015076,mir,
MIMAT0016868,mir,
MIMAT0027618,mir,
MIMAT0027632,mir,
MIMAT0000693,mir,
MIMAT0004498,mir,
MIMAT0000718,mir,
MIMAT0004802,mir,
MIMAT0026622,mir,
MIMAT0003330,mir,
MIMAT0005582,mir,
MIMAT0026737,mir,
MIMAT0015003,mir,
MIMAT0015073,mir,
MIMAT0019218,mir,
MIMAT0018957,mir,
MIMAT0018974,mir,
MIMAT0019018,mir,
MIMAT0019769,mir,
MIMAT0019954,mir,
MIMAT0021081,mir,
MIMAT0022486,mir,
MIMAT0023714,mir,
MIMAT0025468,mir,
MIMAT0027447,mir,
MIMAT0027615,mir,
MIMAT0027659,mir,
MIMAT0031180,mir,
MIMAT0002816,mir,
MIMAT0003328,mir,
MIMAT0016915,mir,
MIMAT0018934,mir,
MIMAT0027514,mir,
MIMAT0000447,mir,
MIMAT0002836,mir,
MIMAT0003270,mir,
MIMAT0003320,mir,
MIMAT0017989,mir,
MIMAT0026472,mir,
MIMAT0003218,mir,
MIMAT0010497,mir,
MIMAT0004970,mir,
MIMAT0018105,mir,
MIMAT0018973,mir,
MIMAT0019923,mir,
MIMAT0019937,mir,
MIMAT0027041,mir,
MIMAT0022301,mir,
MIMAT0025454,mir,
MIMAT0027368,mir,
MIMAT0027440,mir,
MIMAT0027534,mir,
MIMAT0027651,mir,
MIMAT0019201,mir,
MIMAT0023715,mir,
MIMAT0027413,mir,
MIMAT0030990,mir,
MIMAT0019215,mir,
MIMAT0019690,mir,
MIMAT0022272,mir,
MIMAT0027465,mir,
MIMAT0019980,mir,
MIMAT0002882,mir,
MIMAT0011156,mir,
MIMAT0016921,mir,
MIMAT0025471,mir,
MIMAT0027567,mir,
MIMAT0004487,mir,
MIMAT0000753,mir,
MIMAT0021127,mir,
MIMAT0000736,mir,
MIMAT0004957,mir,
MIMAT0005952,mir,
MIMAT0015037,mir,
MIMAT0027674,mir,
MIMAT0016925,mir,
MIMAT0025843,mir,
MIMAT0027489,mir,
MIMAT0027559,mir,
MIMAT0027575,mir,
MIMAT0030981,mir,
MIMAT0004772,mir,
MIMAT0019898,mir,
MIMAT0004489,mir,
MIMAT0022861,mir,
MIMAT0000724,mir,
MIMAT0002820,mir,
MIMAT0002846,mir,
MIMAT0002854,mir,
MIMAT0004814,mir,
MIMAT0018108,mir,
MIMAT0018355,mir,
MIMAT0018995,mir,
MIMAT0019358,mir,
MIMAT0019750,mir,
MIMAT0019969,mir,
MIMAT0027453,mir,
MIMAT0027598,mir,
MIMAT0027663,mir,
MIMAT0000732,mir,
MIMAT0003326,mir,
MIMAT0022711,mir,
MIMAT0007881,mir,
MIMAT0014982,mir,
MIMAT0015048,mir,
MIMAT0019012,mir,
MIMAT0027474,mir,
MIMAT0018189,mir,
MIMAT0024782,mir,
MIMAT0031000,mir,
MIMAT0019985,mir,
MIMAT0009447,mir,
MIMAT0015056,mir,
MIMAT0002841,mir,
MIMAT0004950,mir,
MIMAT0016878,mir,
MIMAT0019773,mir,
MIMAT0027566,mir,
MIMAT0000318,mir,
MIMAT0003881,mir,
MIMAT0004901,mir,
MIMAT0019793,mir,
MIMAT0019966,mir,
MIMAT0030421,mir,
MIMAT0019845,mir,
MIMAT0027690,mir,
MIMAT0027564,mir,
MIMAT0000071,mir,
MIMAT0000434,mir,
MIMAT0003317,mir,
MIMAT0027556,mir,
MIMAT0019837,mir,
MIMAT0019892,mir,
MIMAT0000091,mir,
MIMAT0000433,mir,
MIMAT0019734,mir,
MIMAT0019873,mir,
MIMAT0021017,mir,
MIMAT0002837,mir,
MIMAT0003250,mir,
MIMAT0003257,mir,
MIMAT0003888,mir,
MIMAT0010133,mir,
MIMAT0016909,mir,
MIMAT0018351,mir,
MIMAT0018933,mir,
MIMAT0018972,mir,
MIMAT0019695,mir,
MIMAT0019757,mir,
MIMAT0019789,mir,
MIMAT0019871,mir,
MIMAT0019924,mir,
MIMAT0019948,mir,
MIMAT0021019,mir,
MIMAT0021121,mir,
MIMAT0023710,mir,
MIMAT0023713,mir,
MIMAT0027455,mir,
MIMAT0027606,mir,
MIMAT0027616,mir,
MIMAT0027625,mir,
MIMAT0019893,mir,
MIMAT0022275,mir,
MIMAT0019053,mir,
MIMAT0022297,mir,
MIMAT0027490,mir,
MIMAT0027496,mir,
MIMAT0000089,mir,
MIMAT0000416,mir,
MIMAT0022298,mir,
MIMAT0022489,mir,
MIMAT0004508,mir,
MIMAT0007348,mir,
MIMAT0026921,mir,
MIMAT0018996,mir,
MIMAT0024599,mir,
MIMAT0010367,mir,
MIMAT0019225,mir,
MIMAT0019744,mir,
MIMAT0019763,mir,
MIMAT0005589,mir,
MIMAT0019019,mir,
MIMAT0003307,mir,
MIMAT0004674,mir,
MIMAT0002823,mir,
MIMAT0002808,mir,
MIMAT0002860,mir,
MIMAT0006778,mir,
MIMAT0004959,mir,
MIMAT0027561,mir,
MIMAT0030020,mir,
MIMAT0000068,mir,
MIMAT0000258,mir,
MIMAT0002842,mir,
MIMAT0003306,mir,
MIMAT0003948,mir,
MIMAT0019842,mir,
MIMAT0002809,mir,
MIMAT0002871,mir,
MIMAT0005904,mir,
MIMAT0022484,mir,
MIMAT0000428,mir,
MIMAT0027638,mir,
MIMAT0027656,mir,
MIMAT0003302,mir,
MIMAT0027554,mir,
MIMAT0022295,mir,
MIMAT0027636,mir,
MIMAT0016884,mir,
MIMAT0022967,mir,
MIMAT0018965,mir,
MIMAT0019835,mir,
MIMAT0026617,mir,
MIMAT0015041,mir,
MIMAT0015066,mir,
MIMAT0016871,mir,
MIMAT0018987,mir,
MIMAT0018930,mir,
MIMAT0019962,mir,
MIMAT0030416,mir,
MIMAT0031890,mir,
MIMAT0004565,mir,
MIMAT0000418,mir,
MIMAT0005869,mir,
MIMAT0019712,mir,
MIMAT0019788,mir,
MIMAT0027386,mir,
MIMAT0027389,mir,
MIMAT0028121,mir,
MIMAT0028227,mir,
MIMAT0000763,mir,
MIMAT0028213,mir,
MIMAT0019759,mir,
MIMAT0001343,mir,
MIMAT0003247,mir,
MIMAT0004947,mir,
MIMAT0018114,mir,
MIMAT0000759,mir,
MIMAT0003884,mir,
MIMAT0022946,mir,
MIMAT0019791,mir,
MIMAT0000257,mir,
MIMAT0007888,mir,
MIMAT0027499,mir,
MIMAT0019886,mir,
MIMAT0019214,mir,
MIMAT0027405,mir,
MIMAT0031179,mir,
MIMAT0004986,mir,
MIMAT0005825,mir,
MIMAT0015377,mir,
MIMAT0015014,mir,
MIMAT0018006,mir,
MIMAT0020956,mir,
MIMAT0019716,mir,
MIMAT0019781,mir,
MIMAT0022979,mir,
MIMAT0004611,mir,
MIMAT0019955,mir,
MIMAT0003249,mir,
MIMAT0019709,mir,
MIMAT0031007,mir,
MIMAT0022691,mir,
MIMAT0004588,mir,
MIMAT0000441,mir,
MIMAT0026734,mir,
MIMAT0022942,mir,
MIMAT0005898,mir,
MIMAT0014997,mir,
MIMAT0018203,mir,
MIMAT0019003,mir,
MIMAT0019730,mir,
MIMAT0019891,mir,
MIMAT0027475,mir,
MIMAT0027577,mir,
MIMAT0030992,mir,
MIMAT0004919,mir,
MIMAT0019798,mir,
MIMAT0019912,mir,
MIMAT0000097,mir,
MIMAT0022707,mir,
MIMAT0005949,mir,
MIMAT0018989,mir,
MIMAT0000227,mir,
MIMAT0004676,mir,
MIMAT0004687,mir,
MIMAT0011157,mir,
MIMAT0019198,mir,
MIMAT0016879,mir,
MIMAT0019220,mir,
MIMAT0019717,mir,
MIMAT0019920,mir,
MIMAT0025455,mir,
MIMAT0025465,mir,
MIMAT0027382,mir,
MIMAT0027433,mir,
MIMAT0027519,mir,
MIMAT0027565,mir,
MIMAT0027689,mir,
MIMAT0027691,mir,
MIMAT0019857,mir,
MIMAT0019883,mir,
MIMAT0019001,mir,
MIMAT0031119,mir,
