#node1,node2,node1_string_id,node2_string_id,combined_score
FBN1,SULF1,9606.ENSP00000325527,9606.ENSP00000260128,0.408
FBN1,VCAN,9606.ENSP00000325527,9606.ENSP00000265077,0.91
FBN1,TNXB,9606.ENSP00000325527,9606.ENSP00000407685,0.467
FBN1,ITGBL1,9606.ENSP00000325527,9606.ENSP00000365351,0.517
FBN1,SLC2A10,9606.ENSP00000325527,9606.ENSP00000352216,0.69
FBN1,ITGB1,9606.ENSP00000325527,9606.ENSP00000379350,0.716
FBN1,POSTN,9606.ENSP00000325527,9606.ENSP00000369071,0.785
FBN1,FN1,9606.ENSP00000325527,9606.ENSP00000346839,0.982
FBN1,MFAP2,9606.ENSP00000325527,9606.ENSP00000364685,0.997
FBP1,RANBP9,9606.ENSP00000408025,9606.ENSP00000011619,0.54
FGFR1OP,SEPTIN2,9606.ENSP00000355812,9606.ENSP00000479861,0.434
FGFR1OP,MAPRE1,9606.ENSP00000355812,9606.ENSP00000364721,0.612
FGFR3,MAPK1,9606.ENSP00000339824,9606.ENSP00000215832,0.473
FGFR3,KLB,9606.ENSP00000339824,9606.ENSP00000257408,0.905
FGFR3,NTRK2,9606.ENSP00000339824,9606.ENSP00000277120,0.479
FGFR3,SH3GL3,9606.ENSP00000339824,9606.ENSP00000320092,0.675
FGFR3,HSP90AB1,9606.ENSP00000339824,9606.ENSP00000360609,0.56
FGFR3,JAK1,9606.ENSP00000339824,9606.ENSP00000499900,0.915
FKBP4,MAPK1,9606.ENSP00000001008,9606.ENSP00000215832,0.457
FKBP4,MUC1,9606.ENSP00000001008,9606.ENSP00000484824,0.476
FKBP4,REL,9606.ENSP00000001008,9606.ENSP00000295025,0.485
FKBP4,NRIP1,9606.ENSP00000001008,9606.ENSP00000327213,0.499
FKBP4,MAP3K7,9606.ENSP00000001008,9606.ENSP00000358335,0.517
FKBP4,HSPH1,9606.ENSP00000001008,9606.ENSP00000487365,0.525
FKBP4,YWHAE,9606.ENSP00000001008,9606.ENSP00000264335,0.534
FKBP4,FOXA1,9606.ENSP00000001008,9606.ENSP00000250448,0.56
FKBP4,PPIF,9606.ENSP00000001008,9606.ENSP00000225174,0.68
FKBP4,FKBP5,9606.ENSP00000001008,9606.ENSP00000444810,0.972
FKBP4,PGR,9606.ENSP00000001008,9606.ENSP00000325120,0.977
FKBP4,STIP1,9606.ENSP00000001008,9606.ENSP00000351646,0.979
FKBP4,HSP90AB1,9606.ENSP00000001008,9606.ENSP00000360609,0.999
FKBP5,MAPK1,9606.ENSP00000444810,9606.ENSP00000215832,0.489
FKBP5,PPIF,9606.ENSP00000444810,9606.ENSP00000225174,0.41
FKBP5,HACD3,9606.ENSP00000444810,9606.ENSP00000261875,0.416
FKBP5,FOS,9606.ENSP00000444810,9606.ENSP00000306245,0.62
FKBP5,PGR,9606.ENSP00000444810,9606.ENSP00000325120,0.977
FKBP5,STIP1,9606.ENSP00000444810,9606.ENSP00000351646,0.93
FKBP5,MAP3K7,9606.ENSP00000444810,9606.ENSP00000358335,0.595
FKBP5,HSP90AB1,9606.ENSP00000444810,9606.ENSP00000360609,0.999
FN1,MAPK1,9606.ENSP00000346839,9606.ENSP00000215832,0.716
FN1,SEMA3G,9606.ENSP00000346839,9606.ENSP00000231721,0.471
FN1,KRT5,9606.ENSP00000346839,9606.ENSP00000252242,0.628
FN1,SRSF1,9606.ENSP00000346839,9606.ENSP00000258962,0.564
FN1,THBS1,9606.ENSP00000346839,9606.ENSP00000260356,0.999
FN1,YWHAE,9606.ENSP00000346839,9606.ENSP00000264335,0.471
FN1,TIMP3,9606.ENSP00000346839,9606.ENSP00000266085,0.751
FN1,TIMP4,9606.ENSP00000346839,9606.ENSP00000287814,0.501
FN1,PLEC,9606.ENSP00000346839,9606.ENSP00000323856,0.591
FN1,HIP1,9606.ENSP00000346839,9606.ENSP00000336747,0.403
FN1,HSPD1,9606.ENSP00000346839,9606.ENSP00000340019,0.583
FN1,PRKAR1A,9606.ENSP00000346839,9606.ENSP00000376475,0.452
FN1,TOP2A,9606.ENSP00000346839,9606.ENSP00000411532,0.453
FN1,PGK1,9606.ENSP00000346839,9606.ENSP00000362413,0.483
FN1,SRSF3,9606.ENSP00000346839,9606.ENSP00000362820,0.516
FN1,YWHAZ,9606.ENSP00000346839,9606.ENSP00000379287,0.576
FN1,HSP90AB1,9606.ENSP00000346839,9606.ENSP00000360609,0.577
FN1,TPM4,9606.ENSP00000346839,9606.ENSP00000494125,0.625
FN1,NES,9606.ENSP00000346839,9606.ENSP00000357206,0.63
FN1,MIA,9606.ENSP00000346839,9606.ENSP00000470129,0.752
FN1,ITGA7,9606.ENSP00000346839,9606.ENSP00000452120,0.892
FN1,POSTN,9606.ENSP00000346839,9606.ENSP00000369071,0.996
FN1,ITGB1,9606.ENSP00000346839,9606.ENSP00000379350,0.999
FOLR1,TMED2,9606.ENSP00000377284,9606.ENSP00000262225,0.4
FOLR1,NAPA,9606.ENSP00000377284,9606.ENSP00000263354,0.503
FOLR1,KDELR1,9606.ENSP00000377284,9606.ENSP00000329471,0.4
FOLR1,KDELR3,9606.ENSP00000377284,9606.ENSP00000386918,0.41
FOLR1,SAR1B,9606.ENSP00000377284,9606.ENSP00000385432,0.499
FOLR1,MUC1,9606.ENSP00000377284,9606.ENSP00000484824,0.571
FOS,MAPK1,9606.ENSP00000306245,9606.ENSP00000215832,0.992
FOS,FOXA1,9606.ENSP00000306245,9606.ENSP00000250448,0.802
FOS,SMARCC1,9606.ENSP00000306245,9606.ENSP00000254480,0.502
FOS,THBS1,9606.ENSP00000306245,9606.ENSP00000260356,0.569
FOS,NTRK2,9606.ENSP00000306245,9606.ENSP00000277120,0.606
FOS,H2BC5,9606.ENSP00000306245,9606.ENSP00000289316,0.599
FOS,REL,9606.ENSP00000306245,9606.ENSP00000295025,0.754
FOS,MAP3K7,9606.ENSP00000306245,9606.ENSP00000358335,0.413
FOS,GREB1,9606.ENSP00000306245,9606.ENSP00000370896,0.427
FOS,HSP90AB1,9606.ENSP00000306245,9606.ENSP00000360609,0.446
FOS,JAK1,9606.ENSP00000306245,9606.ENSP00000499900,0.458
FOS,NES,9606.ENSP00000306245,9606.ENSP00000357206,0.485
FOS,SH3GL3,9606.ENSP00000306245,9606.ENSP00000320092,0.52
FOS,RHOA,9606.ENSP00000306245,9606.ENSP00000400175,0.538
FOS,MUC1,9606.ENSP00000306245,9606.ENSP00000484824,0.547
FOS,H2BC9,9606.ENSP00000306245,9606.ENSP00000479169,0.572
FOS,H2BS1,9606.ENSP00000306245,9606.ENSP00000481622,0.575
FOS,H2BC11,9606.ENSP00000306245,9606.ENSP00000476136,0.583
FOS,H2BC4,9606.ENSP00000306245,9606.ENSP00000321744,0.588
FOS,H2AC18,9606.ENSP00000306245,9606.ENSP00000358155,0.658
FOS,PGR,9606.ENSP00000306245,9606.ENSP00000325120,0.659
FOS,H2BC21,9606.ENSP00000306245,9606.ENSP00000358151,0.696
FOS,RUNX2,9606.ENSP00000306245,9606.ENSP00000360493,0.987
FOXA1,MUC1,9606.ENSP00000250448,9606.ENSP00000484824,0.406
FOXA1,TOP2A,9606.ENSP00000250448,9606.ENSP00000411532,0.435
FOXA1,XRN2,9606.ENSP00000250448,9606.ENSP00000366396,0.51
FOXA1,TRPS1,9606.ENSP00000250448,9606.ENSP00000379065,0.526
FOXA1,H2BS1,9606.ENSP00000250448,9606.ENSP00000481622,0.534
FOXA1,H2BC9,9606.ENSP00000250448,9606.ENSP00000479169,0.534
FOXA1,H2BC11,9606.ENSP00000250448,9606.ENSP00000476136,0.535
FOXA1,H2BC5,9606.ENSP00000250448,9606.ENSP00000289316,0.538
FOXA1,H2BC4,9606.ENSP00000250448,9606.ENSP00000321744,0.55
FOXA1,HSP90AB1,9606.ENSP00000250448,9606.ENSP00000360609,0.59
FOXA1,H2AC18,9606.ENSP00000250448,9606.ENSP00000358155,0.596
FOXA1,H2BC21,9606.ENSP00000250448,9606.ENSP00000358151,0.602
FOXA1,GREB1,9606.ENSP00000250448,9606.ENSP00000370896,0.674
FOXA1,TFAP2A,9606.ENSP00000250448,9606.ENSP00000501092,0.716
FOXA1,PGR,9606.ENSP00000250448,9606.ENSP00000325120,0.887
FOXA1,NRIP1,9606.ENSP00000250448,9606.ENSP00000327213,0.902
FRYL,YWHAH,9606.ENSP00000351113,9606.ENSP00000248975,0.41
FUS,NAA50,9606.ENSP00000254108,9606.ENSP00000240922,0.488
FUS,HSPD1,9606.ENSP00000254108,9606.ENSP00000340019,0.416
FUS,YWHAZ,9606.ENSP00000254108,9606.ENSP00000379287,0.453
FUS,PICALM,9606.ENSP00000254108,9606.ENSP00000377015,0.454
FUS,SMARCC1,9606.ENSP00000254108,9606.ENSP00000254480,0.455
FUS,LSM4,9606.ENSP00000254108,9606.ENSP00000469468,0.51
FUS,RBM6,9606.ENSP00000254108,9606.ENSP00000266022,0.534
FUS,PHGDH,9606.ENSP00000254108,9606.ENSP00000493382,0.537
FUS,XRN2,9606.ENSP00000254108,9606.ENSP00000366396,0.593
FUS,HNRNPF,9606.ENSP00000254108,9606.ENSP00000400433,0.794
FUS,SRSF3,9606.ENSP00000254108,9606.ENSP00000362820,0.827
FUS,SRSF1,9606.ENSP00000254108,9606.ENSP00000258962,0.868
FUS,HNRNPC,9606.ENSP00000254108,9606.ENSP00000451291,0.976
FUS,SRSF10,9606.ENSP00000254108,9606.ENSP00000420195,0.985
FXYD1,NDRG3,9606.ENSP00000481244,9606.ENSP00000345292,0.447
G0S2,TBL1XR1,9606.ENSP00000355996,9606.ENSP00000405574,0.4
GABRP,KRT17,9606.ENSP00000430100,9606.ENSP00000308452,0.4
GABRP,KCNN4,9606.ENSP00000430100,9606.ENSP00000496939,0.618
GALNT10,MUCL1,9606.ENSP00000297107,9606.ENSP00000311364,0.415
GALNT10,MUC1,9606.ENSP00000297107,9606.ENSP00000484824,0.497
GALNT16,MUCL1,9606.ENSP00000336729,9606.ENSP00000311364,0.404
GALNT16,MUC1,9606.ENSP00000336729,9606.ENSP00000484824,0.422
GALNT7,MUCL1,9606.ENSP00000265000,9606.ENSP00000311364,0.4
GALNT7,MUC1,9606.ENSP00000265000,9606.ENSP00000484824,0.46
GDI2,YWHAE,9606.ENSP00000369538,9606.ENSP00000264335,0.716
GDI2,RAB5A,9606.ENSP00000369538,9606.ENSP00000273047,0.961
GDI2,TRAPPC11,9606.ENSP00000369538,9606.ENSP00000335371,0.461
GDI2,RAB3GAP2,9606.ENSP00000369538,9606.ENSP00000351832,0.589
GDI2,HSP90AB1,9606.ENSP00000369538,9606.ENSP00000360609,0.408
GDI2,RHOA,9606.ENSP00000369538,9606.ENSP00000400175,0.611
GDI2,RAB31,9606.ENSP00000369538,9606.ENSP00000461945,0.908
GDI2,RAB5C,9606.ENSP00000369538,9606.ENSP00000447053,0.94
GDI2,RAB1A,9606.ENSP00000369538,9606.ENSP00000387286,0.997
GDPD5,LYPLA1,9606.ENSP00000337972,9606.ENSP00000320043,0.414
GFM1,PRPF4,9606.ENSP00000264263,9606.ENSP00000363313,0.414
GFM1,HSPD1,9606.ENSP00000264263,9606.ENSP00000340019,0.795
GFM1,MRPL42,9606.ENSP00000264263,9606.ENSP00000449884,0.831
GFM1,RPS23,9606.ENSP00000264263,9606.ENSP00000296674,0.878
GFM1,MRPS30,9606.ENSP00000264263,9606.ENSP00000424328,0.918
GFRA1,RET,9606.ENSP00000347591,9606.ENSP00000347942,0.999
GHR,MAPK1,9606.ENSP00000483403,9606.ENSP00000215832,0.545
GHR,LEP,9606.ENSP00000483403,9606.ENSP00000312652,0.885
GHR,JAK1,9606.ENSP00000483403,9606.ENSP00000499900,0.88
GLUL,NES,9606.ENSP00000307900,9606.ENSP00000357206,0.476
GLUL,MCCC2,9606.ENSP00000307900,9606.ENSP00000343657,0.641
GLUL,HSPD1,9606.ENSP00000307900,9606.ENSP00000340019,0.888
GMFB,TWF1,9606.ENSP00000350757,9606.ENSP00000449428,0.457
GNB1,MAPK1,9606.ENSP00000367872,9606.ENSP00000215832,0.808
GNB1,OXTR,9606.ENSP00000367872,9606.ENSP00000324270,0.845
GNB1,PRKCD,9606.ENSP00000367872,9606.ENSP00000331602,0.617
GNB1,RGS1,9606.ENSP00000367872,9606.ENSP00000356429,0.691
GNB1,PREX1,9606.ENSP00000367872,9606.ENSP00000361009,0.992
GNB1,YWHAZ,9606.ENSP00000367872,9606.ENSP00000379287,0.401
GNB1,RGS5,9606.ENSP00000367872,9606.ENSP00000433001,0.656
GNB1,ITGB1,9606.ENSP00000367872,9606.ENSP00000379350,0.694
GNB1,RHOA,9606.ENSP00000367872,9606.ENSP00000400175,0.874
GOLGA7,SPTLC2,9606.ENSP00000350378,9606.ENSP00000216484,0.9
GPAM,GPD1,9606.ENSP00000265276,9606.ENSP00000301149,0.972
GPD1,PLIN1,9606.ENSP00000301149,9606.ENSP00000300055,0.584
GPD1,PLIN4,9606.ENSP00000301149,9606.ENSP00000488481,0.428
GPD1,PLPP4,9606.ENSP00000301149,9606.ENSP00000381302,0.821
GPIHBP1,LPL,9606.ENSP00000480053,9606.ENSP00000497642,0.999
GREB1,H2BC5,9606.ENSP00000370896,9606.ENSP00000289316,0.514
GREB1,H2BC4,9606.ENSP00000370896,9606.ENSP00000321744,0.514
GREB1,H2BC21,9606.ENSP00000370896,9606.ENSP00000358151,0.534
GREB1,H2AC18,9606.ENSP00000370896,9606.ENSP00000358155,0.524
GREB1,H2BC11,9606.ENSP00000370896,9606.ENSP00000476136,0.512
GREB1,H2BS1,9606.ENSP00000370896,9606.ENSP00000481622,0.516
GREB1,H2BC9,9606.ENSP00000370896,9606.ENSP00000479169,0.526
GREM1,INHBA,9606.ENSP00000498748,9606.ENSP00000242208,0.41
GREM1,YWHAH,9606.ENSP00000498748,9606.ENSP00000248975,0.598
GSPT1,RPS23,9606.ENSP00000398131,9606.ENSP00000296674,0.967
GSPT1,HSPH1,9606.ENSP00000398131,9606.ENSP00000487365,0.416
H2AC18,SMARCC1,9606.ENSP00000358155,9606.ENSP00000254480,0.537
H2AC18,THBS1,9606.ENSP00000358155,9606.ENSP00000260356,0.48
H2AC18,H2BC5,9606.ENSP00000358155,9606.ENSP00000289316,0.975
H2AC18,UBE2N,9606.ENSP00000358155,9606.ENSP00000316176,0.555
H2AC18,H2BC4,9606.ENSP00000358155,9606.ENSP00000321744,0.996
H2AC18,HMG20B,9606.ENSP00000358155,9606.ENSP00000328269,0.56
H2AC18,SMC4,9606.ENSP00000358155,9606.ENSP00000341382,0.618
H2AC18,SMC3,9606.ENSP00000358155,9606.ENSP00000354720,0.685
H2AC18,MAPKAPK2,9606.ENSP00000358155,9606.ENSP00000356070,0.503
H2AC18,USP21,9606.ENSP00000358155,9606.ENSP00000356981,0.847
H2AC18,H2BC21,9606.ENSP00000358155,9606.ENSP00000358151,0.999
H2AC18,MORF4L2,9606.ENSP00000358155,9606.ENSP00000394417,0.496
H2AC18,TBL1XR1,9606.ENSP00000358155,9606.ENSP00000405574,0.516
H2AC18,H2BS1,9606.ENSP00000358155,9606.ENSP00000481622,0.902
H2AC18,H2BC11,9606.ENSP00000358155,9606.ENSP00000476136,0.941
H2AC18,H2BC9,9606.ENSP00000358155,9606.ENSP00000479169,0.943
H2BC11,SMARCC1,9606.ENSP00000476136,9606.ENSP00000254480,0.489
H2BC11,THBS1,9606.ENSP00000476136,9606.ENSP00000260356,0.448
H2BC11,UBE2B,9606.ENSP00000476136,9606.ENSP00000265339,0.697
H2BC11,H2BC5,9606.ENSP00000476136,9606.ENSP00000289316,0.627
H2BC11,PRKDC,9606.ENSP00000476136,9606.ENSP00000313420,0.604
H2BC11,UBE2N,9606.ENSP00000476136,9606.ENSP00000316176,0.607
H2BC11,H2BC4,9606.ENSP00000476136,9606.ENSP00000321744,0.676
H2BC11,HMG20B,9606.ENSP00000476136,9606.ENSP00000328269,0.502
H2BC11,PRKCD,9606.ENSP00000476136,9606.ENSP00000331602,0.451
H2BC11,SMC4,9606.ENSP00000476136,9606.ENSP00000341382,0.586
H2BC11,WAC,9606.ENSP00000476136,9606.ENSP00000346986,0.642
H2BC11,PARP9,9606.ENSP00000476136,9606.ENSP00000353512,0.493
H2BC11,SMC3,9606.ENSP00000476136,9606.ENSP00000354720,0.628
H2BC11,MAPKAPK2,9606.ENSP00000476136,9606.ENSP00000356070,0.516
H2BC11,MED23,9606.ENSP00000476136,9606.ENSP00000357047,0.821
H2BC11,H2BC21,9606.ENSP00000476136,9606.ENSP00000358151,0.938
H2BC11,TBL1XR1,9606.ENSP00000476136,9606.ENSP00000405574,0.463
H2BC11,TOP2A,9606.ENSP00000476136,9606.ENSP00000411532,0.522
H2BC11,MACROH2A1,9606.ENSP00000476136,9606.ENSP00000423563,0.958
H2BC11,H2BS1,9606.ENSP00000476136,9606.ENSP00000481622,0.506
H2BC11,H2BC9,9606.ENSP00000476136,9606.ENSP00000479169,0.744
H2BC21,SMARCC1,9606.ENSP00000358151,9606.ENSP00000254480,0.756
H2BC21,THBS1,9606.ENSP00000358151,9606.ENSP00000260356,0.506
H2BC21,YWHAE,9606.ENSP00000358151,9606.ENSP00000264335,0.494
H2BC21,UBE2B,9606.ENSP00000358151,9606.ENSP00000265339,0.524
H2BC21,H2BC5,9606.ENSP00000358151,9606.ENSP00000289316,0.966
H2BC21,PRKDC,9606.ENSP00000358151,9606.ENSP00000313420,0.831
H2BC21,UBE2N,9606.ENSP00000358151,9606.ENSP00000316176,0.694
H2BC21,H2BC4,9606.ENSP00000358151,9606.ENSP00000321744,0.977
H2BC21,HMG20B,9606.ENSP00000358151,9606.ENSP00000328269,0.547
H2BC21,HSPD1,9606.ENSP00000358151,9606.ENSP00000340019,0.435
H2BC21,SMC4,9606.ENSP00000358151,9606.ENSP00000341382,0.629
H2BC21,PARP9,9606.ENSP00000358151,9606.ENSP00000353512,0.533
H2BC21,SMC3,9606.ENSP00000358151,9606.ENSP00000354720,0.691
H2BC21,MAPKAPK2,9606.ENSP00000358151,9606.ENSP00000356070,0.517
H2BC21,HIPK2,9606.ENSP00000358151,9606.ENSP00000385571,0.416
H2BC21,HSP90AB1,9606.ENSP00000358151,9606.ENSP00000360609,0.435
H2BC21,MORF4L2,9606.ENSP00000358151,9606.ENSP00000394417,0.564
H2BC21,TOP2A,9606.ENSP00000358151,9606.ENSP00000411532,0.621
H2BC21,TBL1XR1,9606.ENSP00000358151,9606.ENSP00000405574,0.802
H2BC21,H2BS1,9606.ENSP00000358151,9606.ENSP00000481622,0.859
H2BC21,MACROH2A1,9606.ENSP00000358151,9606.ENSP00000423563,0.915
H2BC21,H2BC9,9606.ENSP00000358151,9606.ENSP00000479169,0.941
H2BC4,SMARCC1,9606.ENSP00000321744,9606.ENSP00000254480,0.507
H2BC4,THBS1,9606.ENSP00000321744,9606.ENSP00000260356,0.438
H2BC4,UBE2B,9606.ENSP00000321744,9606.ENSP00000265339,0.7
H2BC4,H2BC5,9606.ENSP00000321744,9606.ENSP00000289316,0.972
H2BC4,PRKDC,9606.ENSP00000321744,9606.ENSP00000313420,0.601
H2BC4,UBE2N,9606.ENSP00000321744,9606.ENSP00000316176,0.606
H2BC4,PRKCD,9606.ENSP00000321744,9606.ENSP00000331602,0.446
H2BC4,TBL1XR1,9606.ENSP00000321744,9606.ENSP00000405574,0.464
H2BC4,HMG20B,9606.ENSP00000321744,9606.ENSP00000328269,0.497
H2BC4,TOP2A,9606.ENSP00000321744,9606.ENSP00000411532,0.509
H2BC4,H2BS1,9606.ENSP00000321744,9606.ENSP00000481622,0.513
H2BC4,MAPKAPK2,9606.ENSP00000321744,9606.ENSP00000356070,0.524
H2BC4,SMC4,9606.ENSP00000321744,9606.ENSP00000341382,0.586
H2BC4,MACROH2A1,9606.ENSP00000321744,9606.ENSP00000423563,0.596
H2BC4,SMC3,9606.ENSP00000321744,9606.ENSP00000354720,0.633
H2BC4,WAC,9606.ENSP00000321744,9606.ENSP00000346986,0.638
H2BC4,H2BC9,9606.ENSP00000321744,9606.ENSP00000479169,0.976
H2BC5,SMARCC1,9606.ENSP00000289316,9606.ENSP00000254480,0.492
H2BC5,SRSF1,9606.ENSP00000289316,9606.ENSP00000258962,0.411
H2BC5,THBS1,9606.ENSP00000289316,9606.ENSP00000260356,0.44
H2BC5,UBE2B,9606.ENSP00000289316,9606.ENSP00000265339,0.695
H2BC5,PRKCD,9606.ENSP00000289316,9606.ENSP00000331602,0.447
H2BC5,TBL1XR1,9606.ENSP00000289316,9606.ENSP00000405574,0.459
H2BC5,HMG20B,9606.ENSP00000289316,9606.ENSP00000328269,0.5
H2BC5,H2BS1,9606.ENSP00000289316,9606.ENSP00000481622,0.503
H2BC5,TOP2A,9606.ENSP00000289316,9606.ENSP00000411532,0.521
H2BC5,MAPKAPK2,9606.ENSP00000289316,9606.ENSP00000356070,0.522
H2BC5,MACROH2A1,9606.ENSP00000289316,9606.ENSP00000423563,0.593
H2BC5,SMC4,9606.ENSP00000289316,9606.ENSP00000341382,0.595
H2BC5,PRKDC,9606.ENSP00000289316,9606.ENSP00000313420,0.603
H2BC5,UBE2N,9606.ENSP00000289316,9606.ENSP00000316176,0.605
H2BC5,SMC3,9606.ENSP00000289316,9606.ENSP00000354720,0.632
H2BC5,WAC,9606.ENSP00000289316,9606.ENSP00000346986,0.64
H2BC5,H2BC9,9606.ENSP00000289316,9606.ENSP00000479169,0.977
H2BC9,SMARCC1,9606.ENSP00000479169,9606.ENSP00000254480,0.501
H2BC9,THBS1,9606.ENSP00000479169,9606.ENSP00000260356,0.439
H2BC9,UBE2B,9606.ENSP00000479169,9606.ENSP00000265339,0.698
H2BC9,PRKDC,9606.ENSP00000479169,9606.ENSP00000313420,0.602
H2BC9,UBE2N,9606.ENSP00000479169,9606.ENSP00000316176,0.608
H2BC9,HMG20B,9606.ENSP00000479169,9606.ENSP00000328269,0.511
H2BC9,PRKCD,9606.ENSP00000479169,9606.ENSP00000331602,0.454
H2BC9,SMC4,9606.ENSP00000479169,9606.ENSP00000341382,0.586
H2BC9,WAC,9606.ENSP00000479169,9606.ENSP00000346986,0.645
H2BC9,SMC3,9606.ENSP00000479169,9606.ENSP00000354720,0.631
H2BC9,MAPKAPK2,9606.ENSP00000479169,9606.ENSP00000356070,0.515
H2BC9,TBL1XR1,9606.ENSP00000479169,9606.ENSP00000405574,0.465
H2BC9,TOP2A,9606.ENSP00000479169,9606.ENSP00000411532,0.582
H2BC9,MACROH2A1,9606.ENSP00000479169,9606.ENSP00000423563,0.603
H2BC9,H2BS1,9606.ENSP00000479169,9606.ENSP00000481622,0.584
H2BS1,SMARCC1,9606.ENSP00000481622,9606.ENSP00000254480,0.493
H2BS1,THBS1,9606.ENSP00000481622,9606.ENSP00000260356,0.443
H2BS1,UBE2B,9606.ENSP00000481622,9606.ENSP00000265339,0.421
H2BS1,PRKDC,9606.ENSP00000481622,9606.ENSP00000313420,0.602
H2BS1,UBE2N,9606.ENSP00000481622,9606.ENSP00000316176,0.609
H2BS1,PRKCD,9606.ENSP00000481622,9606.ENSP00000331602,0.451
H2BS1,SMC4,9606.ENSP00000481622,9606.ENSP00000341382,0.575
H2BS1,SMC3,9606.ENSP00000481622,9606.ENSP00000354720,0.631
H2BS1,MAPKAPK2,9606.ENSP00000481622,9606.ENSP00000356070,0.509
H2BS1,TOP2A,9606.ENSP00000481622,9606.ENSP00000411532,0.521
H2BS1,MACROH2A1,9606.ENSP00000481622,9606.ENSP00000423563,0.594
HACD3,PGRMC1,9606.ENSP00000261875,9606.ENSP00000217971,0.505
HACD3,SCD5,9606.ENSP00000261875,9606.ENSP00000316329,0.92
HBA2,RPS23,9606.ENSP00000251595,9606.ENSP00000296674,0.907
HBA2,HBB,9606.ENSP00000251595,9606.ENSP00000494175,0.999
HBB,HSP90AB1,9606.ENSP00000494175,9606.ENSP00000360609,0.601
HBB,TF,9606.ENSP00000494175,9606.ENSP00000385834,0.509
HIP1,PIK3C2A,9606.ENSP00000336747,9606.ENSP00000265970,0.504
HIP1,PRKAR1A,9606.ENSP00000336747,9606.ENSP00000376475,0.444
HIP1,TPM4,9606.ENSP00000336747,9606.ENSP00000494125,0.53
HIPK2,RANBP9,9606.ENSP00000385571,9606.ENSP00000011619,0.675
HIPK2,WSB1,9606.ENSP00000385571,9606.ENSP00000262394,0.757
HIPK2,SIAH2,9606.ENSP00000385571,9606.ENSP00000322457,0.84
HIPK2,MAP3K7,9606.ENSP00000385571,9606.ENSP00000358335,0.56
HNRNPC,SMARCC1,9606.ENSP00000451291,9606.ENSP00000254480,0.469
HNRNPC,SRSF1,9606.ENSP00000451291,9606.ENSP00000258962,0.977
HNRNPC,YWHAE,9606.ENSP00000451291,9606.ENSP00000264335,0.702
HNRNPC,MBNL1,9606.ENSP00000451291,9606.ENSP00000282486,0.821
HNRNPC,RPS23,9606.ENSP00000451291,9606.ENSP00000296674,0.401
HNRNPC,PRKDC,9606.ENSP00000451291,9606.ENSP00000313420,0.471
HNRNPC,UBE2N,9606.ENSP00000451291,9606.ENSP00000316176,0.404
HNRNPC,WTAP,9606.ENSP00000451291,9606.ENSP00000351141,0.841
HNRNPC,HSP90AB1,9606.ENSP00000451291,9606.ENSP00000360609,0.729
HNRNPC,SRSF3,9606.ENSP00000451291,9606.ENSP00000362820,0.981
HNRNPC,PRPF4,9606.ENSP00000451291,9606.ENSP00000363313,0.421
HNRNPC,XRN2,9606.ENSP00000451291,9606.ENSP00000366396,0.489
HNRNPC,SRPK2,9606.ENSP00000451291,9606.ENSP00000377262,0.576
HNRNPC,YWHAZ,9606.ENSP00000451291,9606.ENSP00000379287,0.514
HNRNPC,HNRNPF,9606.ENSP00000451291,9606.ENSP00000400433,0.971
HNRNPC,SRSF10,9606.ENSP00000451291,9606.ENSP00000420195,0.889
HNRNPC,LSM4,9606.ENSP00000451291,9606.ENSP00000469468,0.424
HNRNPF,SRSF1,9606.ENSP00000400433,9606.ENSP00000258962,0.97
HNRNPF,MBNL1,9606.ENSP00000400433,9606.ENSP00000282486,0.849
HNRNPF,SRSF3,9606.ENSP00000400433,9606.ENSP00000362820,0.941
HNRNPF,ZWINT,9606.ENSP00000400433,9606.ENSP00000363055,0.795
HNRNPF,SRSF10,9606.ENSP00000400433,9606.ENSP00000420195,0.837
HNRNPF,RBFOX2,9606.ENSP00000400433,9606.ENSP00000413035,0.956
HOXA5,THBS1,9606.ENSP00000222726,9606.ENSP00000260356,0.432
HSP90AB1,MAPK1,9606.ENSP00000360609,9606.ENSP00000215832,0.813
HSP90AB1,PPIF,9606.ENSP00000360609,9606.ENSP00000225174,0.982
HSP90AB1,YWHAH,9606.ENSP00000360609,9606.ENSP00000248975,0.441
HSP90AB1,UBE2M,9606.ENSP00000360609,9606.ENSP00000253023,0.447
HSP90AB1,SRSF1,9606.ENSP00000360609,9606.ENSP00000258962,0.591
HSP90AB1,THBS1,9606.ENSP00000360609,9606.ENSP00000260356,0.516
HSP90AB1,YWHAE,9606.ENSP00000360609,9606.ENSP00000264335,0.817
HSP90AB1,RPS23,9606.ENSP00000360609,9606.ENSP00000296674,0.477
HSP90AB1,TPP1,9606.ENSP00000360609,9606.ENSP00000299427,0.434
HSP90AB1,PRKDC,9606.ENSP00000360609,9606.ENSP00000313420,0.73
HSP90AB1,PGR,9606.ENSP00000360609,9606.ENSP00000325120,0.978
HSP90AB1,NRIP1,9606.ENSP00000360609,9606.ENSP00000327213,0.575
HSP90AB1,P4HB,9606.ENSP00000360609,9606.ENSP00000327801,0.72
HSP90AB1,PRKCD,9606.ENSP00000360609,9606.ENSP00000331602,0.588
HSP90AB1,HSPD1,9606.ENSP00000360609,9606.ENSP00000340019,0.97
HSP90AB1,NBR1,9606.ENSP00000360609,9606.ENSP00000343479,0.523
