genes,Entrez ID,Gene Symbol,GSM1116180,GSM1116181,GSM1116184,GSM1116187,GSM1116190,GSM1116191,GSM1116194,GSM1116195,GSM1116199,GSM1116200,GSM1116203,GSM1116204,GSM1116205,GSM1116208,GSM1116209,GSM1116213,GSM1116216,GSM1116217,GSM1116220,GSM1116221,GSM1116222,GSM1116223,GSM1116224,GSM1116225,GSM1116228,GSM1116231,GSM1116232,GSM1116234,GSM1116235
1552486_s_at,114294,LACTB,5.48079,5.74099,6.54781,6.43857,6.46935,7.19429,6.2236,5.90725,6.17012,5.38294,7.40593,5.73225,6.92657,7.08568,6.25276,6.73211,6.56251,5.83384,4.76147,4.09708,7.31308,6.78204,4.49272,5.99638,7.60954,5.44767,4.15593,6.18227,6.69601
1552496_a_at,23242,COBL,3.11636,2.62798,2.49868,2.8467,4.33271,1.81087,2.95488,4.51874,1.70049,3.65218,2.52111,3.99589,3.17905,2.71721,2.68954,2.79044,5.66685,4.09699,2.90639,2.78052,2.5752,2.27832,3.509,3.7263,3.37876,2.50191,2.51844,4.1674,4.5478
1552502_s_at,54933,RHBDL2,2.76067,2.78039,2.74363,2.91442,2.91514,3.01229,3.0694,2.99673,3.06438,3.16836,2.9546,2.98209,2.95977,3.01535,2.93416,3.09834,2.89339,2.90741,2.99351,2.93718,2.93886,3.007,3.03935,3.0368,2.65294,2.83238,2.82948,2.90705,2.86313
1552504_a_at,84446,BRSK1,4.53695,4.73885,4.73979,4.6975,4.55909,4.53107,4.67236,4.66218,4.68363,4.70088,5.00548,4.60922,4.36385,4.56402,4.51612,4.53722,4.74612,4.36697,4.62032,4.74939,4.62404,4.57556,4.58158,4.58232,4.48276,4.71789,4.7031,4.69797,4.69
1552507_at,23704,KCNE4,4.49627,2.61245,2.07555,4.87043,3.73585,1.90676,1.93384,1.94054,6.29612,7.64449,5.63537,4.03346,1.99734,2.06242,2.62347,5.10349,7.19963,6.38741,2.30573,2.3923,2.27241,1.99925,2.03609,10.1914,8.33783,6.75235,1.76407,1.47329,5.54335
1552508_at,23704,KCNE4,5.65201,3.19153,2.13508,6.00273,4.36309,2.09408,2.06566,2.05649,7.56386,8.36692,6.93353,5.66948,1.81339,1.80731,3.99605,6.11781,8.12063,7.65335,2.33367,2.99213,2.3036,4.07735,1.95803,10.2933,8.73568,7.55852,1.97224,1.53493,6.37323
1552509_a_at,146894,CD300LG,2.23465,2.24034,2.1332,2.27658,2.17283,2.19582,2.09953,2.08997,2.22373,2.26283,2.08237,2.73779,2.09078,2.02986,2.46601,2.1395,2.05486,2.10771,2.13395,2.02889,2.03049,2.17929,2.18878,2.16961,2.06313,2.07348,2.08553,2.19493,2.19245
1552516_a_at,204851,HIPK1,4.31246,4.38191,4.67197,4.52924,4.72933,4.70492,4.64874,5.57286,4.85728,5.04135,4.38237,4.39112,4.64795,4.72566,4.5157,4.80334,5.89843,5.81466,4.22759,4.42434,4.61675,4.23532,4.24,4.55839,6.00195,4.59435,4.44667,6.58945,6.02002
1552518_s_at,27085,MTBP,3.65773,3.70841,3.50161,3.48206,3.38067,4.08493,3.57454,3.57654,3.05712,3.86729,3.99118,3.88678,3.20689,3.59225,3.83254,3.79786,3.77881,3.07993,3.77753,3.82358,3.77183,3.71691,3.80679,3.72387,3.63048,3.84437,3.95533,3.7799,3.77942
1552519_at,130399,ACVR1C,2.49428,2.4961,2.35964,2.56808,2.34005,2.39744,2.28129,2.27961,2.92151,2.47523,2.28975,2.33144,2.29679,2.19659,3.80103,2.37596,2.45079,2.4195,2.43034,2.38406,2.37006,2.54492,2.55091,2.56166,2.0162,1.96532,1.95949,2.12652,2.11664
1552532_a_at,245973,ATP6V1C2,4.04395,4.08095,3.99941,3.72805,3.98221,4.13895,4.02584,3.99513,3.78966,3.84007,4.2473,4.25761,4.25102,4.27101,4.23431,4.00228,3.91475,3.91518,4.14352,4.04192,3.98797,3.69538,3.77213,3.74964,4.06215,4.25432,4.29128,3.93763,3.90597
1552536_at,143187,VTI1A,4.91534,5.61794,5.42696,4.75867,5.3833,4.64995,5.18911,5.13406,5.34011,5.18363,5.09319,4.72701,5.00478,5.79833,5.02525,5.57592,5.08833,5.16142,4.78762,7.26392,4.29424,4.72892,5.36868,5.27444,4.98311,5.3817,7.73682,5.53505,5.13158
1552542_s_at,117289,TAGAP,2.21354,2.21611,2.2969,2.16448,3.0113,2.09782,2.18204,2.19173,2.01972,2.06868,2.25504,2.26536,2.25995,2.37764,2.36035,2.22728,2.19145,2.19522,2.39299,2.33486,2.35243,2.19277,2.19714,2.19669,3.32489,2.31078,2.31054,2.14829,2.14164
1552573_s_at,145282,MIPOL1,2.92503,3.17849,2.90445,2.95063,2.93847,3.07793,3.05839,3.14435,2.97989,3.1712,3.25422,2.80319,2.75525,2.92195,2.88663,3.50256,2.76999,4.43709,3.0772,2.9693,2.86173,2.78219,2.87453,4.62141,2.85746,4.31571,3.11112,3.19335,3.08694
1552575_a_at,135398,C6orf141,9.90231,7.20837,8.77892,3.72249,7.12637,7.77791,4.5925,6.10421,9.42945,5.8915,5.82644,4.96588,6.79379,7.31801,4.18488,9.60817,3.70232,5.5243,4.67992,7.37532,7.48342,3.91307,5.20361,8.12214,4.58692,3.93076,7.13935,3.92252,3.86588
1552578_a_at,140469,MYO3B,2.42239,2.43149,2.50718,2.50302,2.15181,2.25169,2.32933,2.31647,2.28409,2.35797,2.57426,2.59191,2.58141,2.73452,2.69025,2.69537,8.54432,2.2658,2.52639,2.43212,2.42443,2.40682,2.41666,2.41594,2.25637,2.49243,2.5213,2.44014,2.41426
1552584_at,3594,IL12RB1,4.08556,4.12591,3.93384,3.92826,4.9288,4.16114,4.00254,3.98546,3.7355,4.02346,4.05794,4.06515,4.05799,3.93333,3.92622,3.90958,3.928,3.89012,3.90643,3.88733,3.92902,3.87315,4.41862,3.36649,4.56875,3.90868,3.90326,3.87822,3.88311
1552602_at,27091,CACNG5,3.82847,3.86388,3.80112,3.79538,3.80783,3.83666,3.81159,3.75073,3.75146,3.81236,3.79469,3.81089,3.7956,3.79896,3.78815,3.82082,3.74008,3.75088,4.03026,3.80794,3.81019,3.82711,3.80094,3.83822,3.80372,3.81725,3.81261,3.8392,3.80204
1552610_a_at,3716,JAK1,9.97676,9.07653,9.72398,9.13549,9.70884,9.98256,10.1114,9.80615,9.58394,9.10984,7.18665,9.50313,8.98523,10.3813,10.2283,9.42585,9.48232,9.83115,8.64165,8.53389,9.55068,8.90307,7.00352,8.88585,10.1706,10.3066,8.5729,8.17547,9.09803
1552611_a_at,3716,JAK1,6.1229,6.09867,5.68619,5.5198,6.34222,6.21953,7.19898,7.35513,6.57559,5.49323,6.33546,4.52798,4.90534,7.97645,7.29582,7.00233,5.7335,6.34495,5.13747,6.15997,5.90112,3.51216,6.67059,7.06774,6.30426,6.75767,5.23536,5.46193,6.03561
1552612_at,56990,CDC42SE2,1.96582,1.96236,1.88251,2.15138,1.81694,1.68598,1.60347,1.60778,1.85588,1.88287,1.51002,1.51623,1.51566,1.45384,1.44731,1.71351,1.3028,1.42985,1.26195,2.27359,1.71993,1.50155,1.50465,1.50698,1.79839,1.56132,5.27003,1.81507,2.77822
1552613_s_at,56990,CDC42SE2,4.69382,4.04418,3.92004,4.21715,5.82165,4.80437,4.83674,4.84114,3.56918,3.61027,3.66432,4.37364,3.58044,3.71629,4.03116,3.44541,4.38902,3.39307,3.91167,4.28828,5.68126,3.74313,3.55391,2.8123,5.63802,4.14412,5.07535,5.09871,5.41454
1552617_a_at,64326,RFWD2,7.30017,7.20965,7.46562,7.23311,8.18564,7.44611,7.90592,7.96016,7.60793,7.7653,7.3614,7.65863,7.71591,7.653,7.2507,7.42656,8.28817,8.75332,6.97161,7.93374,8.3864,7.78273,7.64937,6.42161,7.53012,7.64024,8.09266,7.15553,7.72456
1552618_at,10228,STX6,5.87776,5.03583,4.8481,5.6674,6.31139,6.30618,5.75147,6.18162,6.34613,6.17862,5.88904,5.85053,4.88886,5.75485,5.60477,4.77577,6.92758,6.66608,4.48736,5.88106,6.42907,4.95902,6.04994,5.17403,5.8755,5.82636,6.56075,5.59015,6.06987
1552619_a_at,54443,ANLN,5.69737,4.43477,4.24036,5.64607,6.88555,5.47327,4.0244,5.0987,3.75086,3.51021,3.88287,5.93103,4.33561,4.53976,3.69565,4.10023,3.84326,3.84614,3.73334,4.02741,4.65055,5.2738,3.63831,5.37057,5.16744,5.50871,3.58836,4.1004,4.14434
1552621_at,5439,POLR2J,9.77013,9.29315,8.16514,9.74947,8.16559,9.47227,9.55751,9.83528,9.8596,8.73531,8.68442,8.52042,10.172,8.51216,8.63864,8.74178,9.20552,9.18633,7.68901,9.76611,8.9049,7.4013,8.64818,9.24358,9.36789,7.50952,10.5163,8.90586,10.1426
1552622_s_at,5439,LOC441259,9.37095,8.83995,7.9197,9.27279,7.67639,8.63674,8.76092,9.27952,8.88249,8.44078,8.08327,7.85018,9.49678,8.10654,8.13773,8.35582,8.80487,8.60308,6.80812,9.37518,8.1877,6.37408,7.89399,8.72713,8.83898,7.38551,10.0118,8.56179,9.62672
1552623_at,84941,HSH2D,3.16923,4.66467,3.1277,2.73865,2.91745,2.63975,2.95863,3.07594,7.12031,2.84861,5.5326,3.00192,4.02065,2.9719,3.17312,3.4236,3.69656,3.70753,3.25176,3.16627,6.02938,2.9151,4.16124,4.9187,2.98113,3.01672,4.61635,3.01782,2.97794
1552625_a_at,51095,TRNT1,6.00998,5.91503,6.25065,6.20623,5.8775,6.36697,5.75384,5.81708,5.68822,5.89389,5.33044,6.17541,6.16824,6.10645,5.76822,6.02361,6.13539,7.11474,5.47608,5.4612,5.11937,6.54757,5.16398,5.50894,6.58525,5.63404,5.28872,6.57081,6.41262
1552626_a_at,81615,TMEM163,2.9978,3.00329,2.90583,3.00367,3.06426,3.31009,2.98241,2.8768,2.97145,3.09278,3.18399,3.46022,3.14422,3.14781,3.06356,3.20547,3.07967,3.08244,3.12346,3.02755,3.02616,3.18829,3.15597,3.16336,2.89021,2.97354,2.9663,3.04597,3.04198
1552627_a_at,394,ARHGAP5,4.22162,4.38113,4.50962,4.47916,3.70597,4.51645,4.61757,5.34574,4.46479,5.42375,2.85663,4.49632,4.65998,4.86147,4.97453,6.21568,4.8575,4.37293,4.59293,4.50102,4.5628,4.36176,3.75457,4.37342,5.21176,4.66186,5.23843,6.16633,5.53925
1552628_a_at,64224,HERPUD2,9.86691,10.1925,9.99883,10.0358,10.1218,10.0312,10.2259,10.3168,9.90825,10.1028,9.99017,9.97253,10.2612,10.1615,9.85303,10.2165,9.65932,9.895,9.42001,10.0491,9.88629,9.32193,10.1807,10.1186,10.1128,10.5843,10.096,9.93175,10.5502
1552632_a_at,22901,ARSG,5.10111,6.0443,6.3343,4.67597,4.02732,6.96616,5.09849,4.59748,7.97553,7.96661,7.24824,5.63381,6.11429,6.33075,5.15473,7.13613,6.99703,9.13836,6.67689,5.26175,3.69373,6.77384,5.0623,8.38682,4.66367,8.8933,7.03898,8.54883,8.54384
1552633_at,94039,ZNF101,4.13484,5.57489,4.39595,4.23812,4.66011,5.15658,3.64626,5.49329,4.17059,4.19821,4.43086,4.1015,4.66703,4.52592,4.33508,4.23181,4.14401,4.26656,4.33876,4.24444,4.3912,3.90111,4.88985,4.41436,4.80076,4.04547,4.66583,4.03559,4.39942
1552634_a_at,94039,ZNF101,3.89604,4.94257,4.32585,3.84195,4.83016,4.44499,3.98823,4.50384,4.16417,3.96245,4.19886,4.03089,5.1038,4.05706,3.86889,4.21412,3.78268,3.99308,3.99777,4.00292,4.10568,4.10937,4.06307,4.02739,4.83655,4.11135,4.04873,3.71412,3.87048
1552639_at,113730,KLHDC7B,1.97281,2.12054,2.19498,1.75897,1.14297,1.33273,1.41033,1.39607,0.92895,0.990498,2.12385,2.13104,3.47715,1.95355,2.21752,1.7473,1.73517,1.84989,2.26838,2.12809,3.96965,1.63932,1.64418,1.6462,1.71237,2.01346,1.927,1.52818,1.49077
1552641_s_at,55210,ATAD3A,3.34044,3.61732,3.87882,3.83091,4.0672,3.85908,3.83057,3.44298,5.31549,3.33754,4.08798,3.60933,2.85837,4.17886,4.5974,3.71577,4.36575,4.79459,4.05165,3.93223,4.23254,3.96936,4.01536,4.02481,3.48984,3.46046,3.11815,3.02648,3.49533
1552643_at,199777,ZNF626,5.74479,4.53354,4.89387,6.31785,5.13594,4.04585,5.18107,5.08683,4.3355,5.14439,3.46927,4.30477,4.78902,4.59184,4.19458,5.82049,5.20562,3.98454,4.0599,3.86593,4.24721,4.71995,4.31871,3.62652,6.49956,5.1158,3.3443,5.5004,3.41033
1552644_a_at,80012,PHC3,3.47313,3.51793,3.43489,3.54896,2.99899,3.29952,3.20722,3.36924,3.3888,3.50761,3.44207,3.64497,3.78353,3.85612,3.72515,3.67257,3.36955,3.23202,3.44712,3.47819,4.56383,3.45236,3.45722,3.32126,3.31973,3.62931,3.49615,4.78164,3.41391
1552648_a_at,8797,TNFRSF10A,2.3605,2.35408,2.1169,2.18248,3.05886,1.93583,2.2492,2.82402,2.74783,2.37535,2.27619,2.27532,2.27553,2.4609,2.4773,2.57169,2.18029,2.21248,2.44883,2.39561,3.23829,2.35611,2.44207,2.51872,2.57756,2.24413,2.2728,2.66618,2.77954
1552656_s_at,127933,UHMK1,4.2847,4.28586,3.95299,4.34686,4.34866,4.40397,4.29256,7.03339,4.66748,6.26009,4.58308,4.58938,4.59023,4.63931,4.51096,5.5852,7.20061,5.82516,3.73818,3.67845,5.15059,3.81704,3.82542,3.82886,4.76159,4.16538,7.42951,6.48685,5.92737
1552658_a_at,89795,NAV3,2.50729,2.48957,4.09841,3.49624,5.35878,2.48095,4.20948,2.94574,2.33001,2.75437,2.40782,2.78488,2.41702,2.79288,3.80579,5.28471,4.15078,7.93279,2.7503,8.38327,2.33256,4.57904,2.36802,2.27264,5.93047,4.21594,2.47146,2.44378,2.43072
1552660_a_at,55322,C5orf22,3.87685,3.88228,3.85198,3.73959,3.66152,3.58289,3.50011,4.76423,3.38848,3.76325,4.06063,4.10118,4.11283,4.28756,4.06951,4.29897,5.80162,3.72425,3.34064,3.32505,3.63683,3.21411,3.218,3.22282,5.08104,4.02703,4.45529,4.89111,3.96532
1552663_a_at,23085,ERC1,3.55426,3.55643,3.52124,3.37592,3.32258,3.3408,3.31796,3.31461,3.14543,3.16476,3.30601,3.44703,3.44731,3.58848,3.42432,3.27109,3.44895,3.45142,3.45344,3.43848,3.43834,3.27807,3.28207,3.28474,3.7653,3.76425,3.506,4.94238,3.15039
1552664_at,201163,FLCN,6.46599,7.02871,6.64184,6.75561,6.72299,8.13142,6.9066,6.63414,6.59209,6.73765,6.70763,7.65365,6.81954,6.92555,6.4448,6.65267,6.39144,6.33064,6.44198,6.38897,6.46759,6.75186,6.9456,7.38874,6.83477,6.37125,7.4158,6.50461,6.40787
1552670_a_at,79660,PPP1R3B,4.91103,3.36976,3.70497,3.90218,5.21148,3.23296,5.63541,5.58535,7.70237,6.41186,2.54996,5.18705,7.00242,6.72524,4.92722,7.55708,5.35183,6.8381,5.55929,5.53605,3.84826,3.35719,3.50893,3.84056,5.35374,3.78016,5.58476,3.58532,8.5599
1552671_a_at,84679,SLC9A7,2.49567,2.5687,2.56381,2.5732,2.56747,2.63376,2.58241,2.47573,2.54639,2.59805,2.71523,2.61544,2.7193,2.715,2.69219,2.70527,2.5417,2.58187,2.65514,2.59133,4.11753,2.58007,2.47647,2.63216,2.58916,2.61962,2.61391,3.63228,2.58286
1552677_a_at,23181,DIP2A,3.04414,3.04402,2.9696,3.01134,3.79141,2.96916,2.94826,3.01389,2.92379,3.46005,2.99579,3.06935,3.08425,3.02062,3.01269,3.0547,2.99706,3.00606,2.9611,2.94158,2.96961,2.96628,2.97301,2.97688,2.98695,3.09314,2.93937,2.9641,2.96404
1552678_a_at,57646,USP28,2.90961,2.99192,2.95668,2.98981,2.72719,2.82798,2.80286,2.87342,2.83365,2.89322,2.9043,2.93871,2.94652,2.96906,2.95956,2.98033,2.87867,2.85218,2.92063,2.89116,2.854,2.84126,2.84855,2.91765,2.89115,2.88858,2.88243,2.9344,2.91807
1552680_a_at,57082,CASC5,3.18553,3.1196,2.938,2.98671,3.31347,3.37088,3.15072,3.0379,3.02108,3.16719,3.23539,3.23404,3.23047,3.0743,3.05899,3.06656,3.35488,3.35478,3.4209,3.28235,3.34146,3.33338,3.32008,3.32315,3.10288,3.09245,3.12785,3.09304,3.08786
1552685_a_at,29841,GRHL1,5.17739,4.33836,5.11031,4.55419,3.31912,4.55433,3.5807,4.24669,3.17444,6.63151,3.39279,5.82967,6.0797,4.27761,4.78433,7.18151,6.44918,5.32876,4.82803,4.96567,3.45714,3.88209,3.89429,4.00937,4.69439,4.25167,6.12964,6.13614,4.00787
1552691_at,115761,ARL11,4.25721,4.10513,5.28285,3.94903,4.08878,4.1085,3.98928,3.96069,3.62653,4.10549,6.18912,4.02898,5.44696,4.63343,3.86647,3.8789,3.68448,3.47583,4.12188,4.03966,6.01931,4.10453,5.49223,3.65106,4.09766,3.63104,3.94971,4.1326,3.81584
1552696_at,123606,NIPA1,2.56692,2.56675,2.35243,2.39504,2.37678,2.45235,2.22142,2.20126,2.24329,2.28998,2.60856,2.6144,2.61602,2.43875,2.41043,2.47331,2.41312,2.41571,2.31672,2.24894,2.32712,2.25881,2.2638,2.28548,2.45189,2.35338,2.34854,2.80572,2.35418
1552701_a_at,114769,CARD16,7.38323,7.99355,7.02396,8.27488,9.38835,7.32094,8.09583,10.4209,6.27964,7.5946,11.7501,7.74545,7.25313,5.88565,7.96186,5.41017,6.56875,7.45338,6.44887,5.70611,10.1866,8.70391,8.65191,7.45212,8.79777,6.92293,6.05217,5.86381,8.03307
1552703_s_at,834,CARD16,7.66145,8.11385,7.59088,7.95422,8.91134,7.81854,7.92955,10.7602,6.85558,8.15699,10.751,8.32616,7.87693,6.58509,8.23437,6.09043,6.75041,7.03143,6.29693,5.63138,10.0704,8.49683,8.04021,10.3638,8.4504,7.25076,6.35616,6.68899,7.90922
1552711_a_at,124637,CYB5D1,5.70778,7.88803,6.97141,7.25039,6.38867,5.5277,7.06104,6.79473,6.58471,6.79924,7.57729,6.87589,6.02297,6.91419,6.71045,5.20903,8.17142,8.1513,5.25927,8.21546,6.27043,6.48752,8.15475,8.72306,7.40974,5.85604,5.69715,7.16661,6.65137
1552716_at,79925,SPEF2,7.68655,6.41155,7.0466,6.10346,7.58207,6.67598,7.1606,8.36425,6.17631,7.79901,7.09062,6.92494,6.82244,6.76681,6.41548,7.49577,8.32998,7.32518,6.59872,8.93819,6.44165,6.32575,6.82095,7.90513,6.31854,6.57021,8.7796,8.36488,7.90289
1552717_s_at,9859,CEP170,3.43658,3.40883,3.21822,3.35654,3.49565,3.52845,3.30275,3.91859,3.53465,3.55441,3.47804,3.53159,3.48025,3.54054,3.52341,3.6416,3.39578,3.39001,3.37173,3.33044,3.77777,3.40727,3.38854,3.36452,3.36428,3.31855,3.81271,3.37335,3.4376
1552719_at,113201,CASC4,5.38588,5.53634,3.66427,4.4183,5.14637,3.79892,5.20408,5.39099,4.38359,5.18832,5.7104,4.25285,4.8774,4.33945,4.18189,4.72333,4.3367,4.87516,3.60411,6.00413,4.23426,4.822,6.07509,5.15436,4.59118,3.86019,7.35884,3.35263,5.40743
1552727_s_at,170691,ADAMTS17,4.39662,2.74385,2.16487,3.95466,1.67903,1.74093,3.29053,1.92771,1.85634,2.20736,1.91503,1.90117,1.90754,2.1477,2.48087,3.8316,1.85951,1.87202,2.18471,2.12585,2.11882,2.11664,2.06452,2.06108,2.33841,1.9953,1.99029,3.13489,1.92249
1552729_at,84973,SNHG7,3.91439,4.07851,3.49593,4.05139,3.60408,3.71557,3.57821,3.51702,3.32111,4.0289,4.16631,3.30248,3.74535,3.53924,3.48368,4.50288,3.02887,3.64212,3.55607,3.96047,3.6291,3.64336,4.28262,3.46965,3.4465,3.45677,4.93635,3.44598,4.43713
1552733_at,122773,KLHDC1,6.94982,6.85966,6.96994,6.14994,6.03973,5.82427,6.16145,6.45835,5.81948,7.73165,5.98018,6.79464,7.2007,6.10575,7.15401,8.39381,6.52767,6.09156,6.31067,7.33854,4.47843,7.30899,5.77816,7.44928,5.98584,6.25174,7.11685,6.49188,6.14458
1552735_at,56111,PCDHGA4,12.4004,8.08089,8.38648,8.51748,7.73169,8.36146,10.8453,8.52469,7.18832,8.15195,7.64453,7.59152,11.1603,9.40111,8.74154,11.2855,7.89671,7.52303,8.13359,6.61697,11.6314,9.23189,6.97554,7.45163,8.33959,9.24459,7.43705,13.2456,6.84377
1552738_a_at,54879,ST7L,3.02601,3.26949,2.80724,4.34009,3.07647,3.17888,2.94015,2.9577,3.85526,3.14157,3.25339,3.18024,3.17992,3.08876,3.01194,3.08646,3.2697,3.32212,3.50808,3.16217,3.25642,3.12495,3.11623,3.06964,3.30821,3.20067,3.20337,3.2525,3.21586
1552739_s_at,54879,ST7L,3.55177,3.48334,3.2912,6.17998,3.58713,3.4722,3.51443,4.29858,5.02922,3.66439,4.69183,3.45254,3.45213,3.50114,3.3494,3.54202,5.42457,4.5582,3.52282,3.50099,4.8617,3.83989,3.64008,3.64167,4.64176,3.50168,3.48277,3.62781,3.4807
1552740_at,150590,C2orf15,5.95115,4.28112,3.30168,3.5919,3.20514,3.46822,3.55624,3.33773,4.07098,3.56715,5.77104,4.21677,4.38598,4.64069,3.49861,4.27881,3.60222,4.79929,3.93794,4.29395,3.56423,3.76334,4.28404,4.85325,3.84649,3.56909,4.5671,3.62241,3.81538
1552749_a_at,147700,KLC3,5.45374,5.46269,5.1422,5.07027,5.10129,5.92977,4.99747,5.08551,5.15027,5.35743,5.63148,5.59257,5.47396,5.16859,5.07628,5.08635,3.89245,4.89691,5.92014,5.31228,5.28835,4.97417,5.16313,5.14403,4.36211,5.74547,5.58136,5.09716,5.0949
1552766_at,90161,HS6ST2,2.55378,2.58138,2.63259,2.65174,2.42117,2.5198,2.58006,2.56211,2.54869,2.6998,3.03759,3.05086,3.03196,3.22816,3.15818,3.18244,2.53085,3.4667,2.89098,2.81125,2.7473,2.76329,2.75238,2.7413,2.46106,2.75538,5.27069,2.70642,2.68251
1552767_a_at,90161,HS6ST2,4.5674,4.60397,4.93674,6.91344,7.71685,4.6454,6.07718,6.7255,4.26172,4.56944,5.14277,7.35863,4.84164,4.72559,5.25407,4.80752,4.17498,9.3487,6.37635,4.69082,3.89319,7.17157,4.35024,4.33586,6.60644,4.46814,9.18198,4.40572,5.30174
1552769_at,90589,ZNF625,3.80506,3.81094,3.66992,3.70397,3.58312,3.82374,3.60511,3.67138,3.68752,3.73905,3.73331,3.74626,3.76646,3.65872,3.62078,3.6686,3.6997,3.7171,3.71096,3.64138,3.64109,3.72016,3.8001,3.68088,3.68414,3.65876,3.74359,3.65851,3.63537
1552770_s_at,147837,ZNF563,4.16348,3.82402,5.25218,5.30971,3.2661,3.60431,3.43388,4.41018,3.59412,3.64738,4.4479,3.28245,8.01219,5.06486,3.20321,6.9593,3.60021,3.48381,3.822,4.06719,3.43642,4.38546,4.06233,4.51833,3.58862,3.79725,4.81726,4.03477,3.49207
1552779_a_at,204962,SLC44A5,3.46068,3.46314,3.38306,3.43308,3.43985,3.61597,3.52215,4.34282,3.42676,3.65213,3.52006,3.53374,3.51961,3.60073,3.48612,3.55282,3.43488,3.40734,3.701,3.71876,3.4656,3.46894,3.52587,3.52848,3.31325,3.50099,3.51332,3.47525,3.40158
1552782_at,204962,SLC44A5,3.53025,3.66906,3.31532,3.70067,4.86328,3.49519,3.76872,6.11373,3.5431,3.69756,4.46793,3.43642,3.42747,4.38107,5.73684,3.58784,3.79307,3.51879,3.64724,4.92233,3.48813,3.69468,3.86652,3.8087,3.88718,3.66674,3.51289,3.78819,3.74982
1552783_at,147687,ZNF417,3.21012,3.45903,2.90675,2.98091,2.93804,3.33357,2.94997,3.03153,2.98157,3.39254,3.16178,3.13182,3.31416,3.2538,2.94654,3.0243,2.97705,2.95256,3.51605,3.21646,3.00914,2.88068,3.0342,2.97111,2.85373,3.05907,3.31902,3.08051,3.05695
1552787_at,92797,HELB,2.29518,3.96158,1.88855,3.07051,3.29972,2.01566,2.00686,5.43499,2.16122,2.39392,2.26754,2.51421,2.35942,2.296,2.34606,2.14937,2.20506,2.16943,2.29117,2.27889,4.28613,2.07869,2.24358,1.97168,2.86089,2.29832,2.78621,2.39894,2.29066
1552789_at,7095,SEC62,5.981,5.83453,6.44322,6.19748,6.90273,5.88192,5.78256,6.07415,5.89381,6.42188,6.46379,6.42499,6.79355,6.39544,6.04154,6.8752,7.23333,5.95137,6.5857,6.15105,6.01151,6.5709,6.25318,7.15035,6.0389,6.42457,6.10489,6.33345,6.1076
1552790_a_at,7095,SEC62,7.39307,6.97678,7.12391,7.24731,8.20236,6.71653,7.32372,6.97428,7.81664,7.82164,7.55482,7.65692,8.05073,7.15542,7.44689,8.35026,8.51123,7.75697,7.47778,7.46844,7.19574,8.41848,7.57447,8.60649,7.61625,7.62407,7.1913,7.55839,7.12421
1552797_s_at,150696,PROM2,8.45446,8.52856,9.16293,9.97372,8.30272,8.11737,8.72276,8.6441,9.56301,9.09194,9.70862,9.23401,8.80077,9.91534,9.20768,9.79072,9.90959,9.89178,9.40639,9.52853,8.97857,9.85413,9.00406,9.58501,9.2276,9.32732,10.6533,10.4238,9.22288
1552801_at,92291,CAPN13,1.88371,1.88753,1.69649,1.88031,1.62638,1.69315,1.50389,1.49097,1.66765,1.70949,1.83996,1.85013,1.85725,1.70571,1.67365,1.86526,1.87738,3.86576,2.12634,3.11584,1.73865,1.90378,1.91595,1.91179,1.81175,1.71434,2.36969,1.87579,1.85965
1552807_a_at,89790,SIGLEC10,5.42661,5.28698,4.63714,4.91421,5.03709,5.45767,5.05157,4.70195,5.05786,5.16029,5.69516,4.51437,4.72818,4.85091,4.88087,4.61239,4.7981,4.38726,4.6486,4.77864,6.32956,5.45053,5.55145,4.50541,6.0175,4.99551,4.99084,4.77787,4.90644
1552829_at,,,5.28699,4.2468,4.01239,4.26636,4.90877,4.37352,4.26594,4.25738,4.01986,4.42385,4.0079,4.19617,4.1961,4.37099,4.44313,4.07099,4.7563,4.00439,4.126,5.989,4.33433,3.70189,4.1272,4.12785,3.93164,4.06257,4.48708,6.44969,4.09641
1552846_s_at,115273,RAB42,4.83502,5.21585,4.75302,5.0483,5.96468,5.55719,5.73062,5.32829,5.72673,4.97069,5.41794,5.40627,4.7514,4.89501,5.16317,4.83952,4.97141,4.97617,4.86902,4.81468,5.30169,4.86949,5.46315,5.37584,5.02321,4.94338,4.61151,4.89123,5.2126
1552848_a_at,139411,PTCHD1,2.65597,2.65772,2.62206,2.59715,2.69893,2.74204,2.73905,2.70656,2.67159,2.72357,3.05726,3.98061,3.06765,3.07195,3.04692,3.04798,3.15297,3.40921,3.24854,3.19574,3.19546,3.18263,3.1852,3.18683,2.92342,3.00288,2.99473,2.97092,2.93633
1552862_at,284618,RUSC1-AS1,2.19452,2.2029,2.18473,2.36253,2.28994,2.32312,2.61956,2.22337,2.49607,2.71192,2.40715,2.48511,2.47149,2.41492,2.39079,2.54587,2.5417,3.96095,2.42586,3.0829,2.39425,2.48261,2.71022,2.54013,2.32385,2.30868,3.50345,2.55762,2.46476
1552867_at,,,6.04318,6.57387,5.71078,6.99397,5.53602,5.40278,5.89119,6.9451,5.30146,5.51193,6.83235,5.7341,8.03805,5.3559,6.05399,6.04078,6.04748,5.99697,4.66012,5.90222,4.605,4.93455,6.25248,6.52843,6.27013,5.62345,7.15795,5.42474,5.34323
