genes,Entrez ID,Gene Symbol,GSM1116180,GSM1116181,GSM1116184,GSM1116187,GSM1116190,GSM1116191,GSM1116194,GSM1116195,GSM1116199,GSM1116200,GSM1116203,GSM1116204,GSM1116205,GSM1116208,GSM1116209,GSM1116213,GSM1116216,GSM1116217,GSM1116220,GSM1116221,GSM1116222,GSM1116223,GSM1116224,GSM1116225,GSM1116228,GSM1116231,GSM1116232,GSM1116234,GSM1116235
225149_at,55795,PCID2,6.66853,7.22127,7.26929,7.96449,7.84421,7.50383,7.09609,7.78577,6.24198,7.20388,7.72233,7.59632,7.59247,7.69861,7.52355,7.70619,7.97356,7.2557,6.91386,7.26534,7.69158,7.63421,6.97943,7.75326,7.69041,7.61106,6.59493,6.9486,7.16936
225150_s_at,6242,RTKN,7.70989,6.08649,6.4719,7.39107,6.74234,6.88202,6.65815,6.74665,7.99479,6.63414,7.22913,7.00512,6.99813,6.77821,6.98627,7.52205,7.54459,7.15321,7.18994,6.52146,7.76465,7.38331,7.17069,7.84435,6.66623,6.02434,5.8883,6.94222,7.11948
225152_at,90441,ZNF622,7.77432,7.57271,7.64469,7.63545,7.83828,7.85392,7.74583,8.03877,7.96709,7.39829,8.31659,7.70732,7.89061,7.71205,7.85896,7.27513,8.17573,7.91533,7.94315,7.56461,8.13343,7.84161,8.07209,7.59079,7.48441,7.68564,7.68189,8.30727,8.32874
225153_at,85476,GFM1,10.0863,10.2923,10.4669,11.3341,9.91353,9.35911,9.72239,10.1481,10.4324,10.1507,10.1866,9.78458,10.5166,10.062,9.97373,10.0087,10.0997,12.0537,9.86246,10.9779,10.1637,10.3339,10.5231,10.2199,10.3227,10.5162,10.7784,10.1669,10.668
225154_at,94056,SYAP1,9.09388,9.87908,8.97314,9.27496,8.69522,9.68907,8.91537,8.84125,9.19773,9.04198,8.51535,9.3576,9.13359,8.86686,9.121,8.9794,9.63187,9.17016,8.18321,8.36499,9.15611,8.62193,8.17566,9.98177,9.31,8.57203,8.63332,9.90666,9.61189
225155_at,26799,SNHG5,13.2905,12.9583,13.5908,10.8099,13.3378,12.9946,11.5778,13.388,10.6518,12.8546,13.5675,12.7959,12.7201,12.23,12.6852,11.5291,12.8865,13.4723,13.7608,11.8039,12.2514,11.7177,13.5081,13.0011,11.1248,13.2773,12.8875,12.6361,12.2123
225156_at,84337,ELOF1,7.67019,7.47359,7.2828,8.15874,7.57448,7.7896,7.47228,7.72461,8.35707,7.21293,7.63128,7.41178,8.18585,7.32738,7.76739,7.45292,7.86356,8.00791,7.51467,7.27174,7.27149,7.98717,7.36804,7.96492,7.59442,7.43965,7.24899,7.70588,7.6988
225157_at,22877,MLXIP,6.96301,5.85099,6.31371,7.2972,7.75961,6.3888,7.4577,6.69458,7.36597,6.79766,8.06079,7.63973,6.51972,6.69269,7.21603,7.27597,7.65171,6.90263,7.35949,6.99997,8.25255,7.69875,7.41719,6.86252,6.75234,7.19098,6.1519,5.13279,7.88231
225158_at,85476,GFM1,9.21046,9.28768,8.97338,9.8627,8.7514,8.54553,8.86265,9.16706,8.60343,8.65679,8.62099,8.62981,9.28028,8.82665,8.34999,8.4583,8.60256,10.4459,8.59545,9.01263,9.15121,9.15637,8.72223,9.38067,8.53838,9.03646,9.10413,8.78365,9.39454
225159_s_at,2005,ELK4,9.40174,9.16294,9.52329,9.05081,10.1568,9.19069,9.69217,9.51616,9.55372,9.68188,9.4662,9.65812,9.52763,9.35518,9.37367,9.40585,9.80452,9.78493,9.25715,10.0285,9.73418,9.79475,9.65501,9.03992,9.54177,9.62286,10.0779,9.20829,9.98389
225160_x_at,4193,MDM2,8.05043,7.31853,7.3273,8.13159,8.16295,6.66824,7.66298,7.20549,7.16497,7.77178,8.31608,8.03517,8.46777,7.95608,7.66493,8.99579,7.71715,7.4579,6.50279,7.11615,7.44392,5.81707,7.99761,8.78432,7.98003,8.06221,7.55371,7.73777,7.69767
225161_at,85476,GFM1,8.92282,9.02145,9.11812,9.69087,8.64509,8.57757,8.54226,8.86705,8.56844,8.79828,8.02217,8.40147,9.09265,9.09293,8.38139,8.70339,9.11422,10.9128,8.37091,9.47124,9.54037,9.16151,7.88668,8.73545,9.35277,9.26722,9.091,8.90714,9.37196
225162_at,152503,SH3D19,7.7134,8.3299,9.15294,8.71487,9.10098,7.8768,9.30359,9.0958,8.37463,8.78795,8.62377,9.14854,9.17805,9.04233,9.72118,8.81775,8.48907,8.67113,9.26086,8.09283,7.47975,9.50747,7.94525,6.96728,8.90823,8.92063,8.67338,8.56741,7.89713
225163_at,55691,FRMD4A,8.80043,8.25074,8.16351,8.40248,8.58909,8.09089,8.61403,8.43357,7.44167,8.51288,8.59772,8.99439,7.92919,8.89673,8.6837,8.02443,8.69302,8.80878,8.84407,10.0338,8.96001,9.06944,8.6716,7.69296,8.87219,8.15817,10.022,7.32118,8.7006
225164_s_at,440275,EIF2AK4,9.25958,9.35083,9.01172,9.68579,8.70702,8.60057,9.2312,8.80401,8.41375,8.73422,9.60537,9.10908,9.14232,8.79346,9.05608,9.06062,8.50865,9.17822,8.72298,8.74219,8.82787,8.5042,8.98613,10.0207,9.10066,8.41861,9.0462,8.11515,9.00054
225165_at,84152,PPP1R1B,2.56085,5.64134,6.85154,2.25595,6.14967,4.56751,1.82741,4.52739,4.83408,6.62711,1.75358,6.02164,4.7259,1.60498,1.78632,5.4835,2.46973,8.98092,6.3425,8.82478,1.96435,7.24965,4.10146,2.17366,3.90801,2.21181,2.21533,2.07062,2.05697
225166_at,93663,ARHGAP18,4.72137,4.77775,4.88719,4.83953,6.01434,4.22875,4.74648,4.32148,4.46461,4.7331,5.75698,4.80795,4.15034,4.70564,4.69902,4.62395,5.58544,5.00601,4.58924,4.65566,5.2654,5.55776,4.69016,4.68631,4.78866,4.8162,4.59571,4.30619,4.75138
225167_at,55691,FRMD4A,6.61971,7.19745,6.66741,7.1965,7.24573,6.88909,6.59783,7.25842,6.1503,7.01822,7.2543,6.80261,6.89364,7.16174,6.84611,6.16972,6.99696,7.57002,6.62557,9.09013,7.23631,5.80585,7.78388,5.70799,7.25817,5.52443,8.8334,5.42465,7.50763
225168_at,55691,FRMD4A,7.0808,7.71657,7.5767,8.05974,7.61673,7.65144,7.18779,7.9888,7.00114,7.72528,7.74513,7.33618,6.78818,7.08074,7.31836,6.60178,7.40977,7.93045,7.56257,9.66043,8.59787,7.68315,8.59162,6.17605,7.92012,6.64828,10.1704,6.34647,8.13276
225169_at,92105,INTS4,7.70944,7.50468,7.30859,7.74622,7.83283,7.07809,7.94825,7.56129,7.01508,8.01137,10.1047,7.61543,7.0431,7.76348,7.76111,7.57241,7.97468,8.24254,7.9601,7.60992,7.61255,8.03846,8.00678,7.49661,7.5419,7.4397,7.40528,7.35091,7.16442
225170_at,11091,WDR5,7.91553,7.96991,7.32614,7.91277,7.95835,7.9995,7.88571,7.71013,8.13315,7.64773,7.91526,7.72615,7.71368,7.88392,8.22282,8.49334,7.91482,8.44578,8.52409,8.13141,8.03635,8.55239,8.32061,7.88223,7.79049,7.43853,7.42515,7.49149,7.74517
225171_at,93663,ARHGAP18,9.10497,8.73467,8.43551,9.48036,9.66565,8.75913,9.30406,8.7933,7.70075,8.87159,10.0807,9.45503,8.24525,9.32219,9.45911,9.38662,9.50124,9.44073,8.75893,9.36796,9.75402,9.3675,9.53707,8.60536,9.57515,9.51247,8.61615,8.82216,8.90918
225172_at,57585,CRAMP1L,8.37164,8.35427,8.86853,8.1229,7.19739,8.10246,7.65939,7.588,7.25952,7.58977,7.67058,7.4486,8.50772,7.97839,7.91668,8.206,7.48829,8.37113,7.56495,8.93618,7.44672,8.13354,8.27037,7.65457,7.74138,7.99526,9.26278,8.19441,8.16515
225173_at,93663,ARHGAP18,6.79498,7.06417,5.89308,6.91461,7.70695,6.7402,7.01239,6.82024,6.00732,6.85564,7.64762,6.28634,5.3388,7.66387,7.71515,7.66412,7.68011,7.65,5.51601,7.67951,8.00123,4.55146,7.28738,6.71632,7.25812,7.18937,6.29546,7.16148,7.11848
225174_at,54431,DNAJC10,10.4016,9.93288,10.207,10.421,9.92896,9.76202,10.1165,9.93187,9.7194,9.82861,9.86075,10.2475,10.1829,10.4152,10.2339,9.57833,10.0351,10.4637,9.45046,9.69557,11.0041,9.78986,10.0291,10.2989,10.1415,10.0105,9.50412,10.0947,11.4698
225175_s_at,57153,SLC44A2,7.12515,7.58404,7.54505,9.05233,7.71306,7.72423,7.71968,7.13366,8.26032,7.9926,8.22415,7.51565,7.86105,8.15886,7.8597,8.84959,8.04799,8.05242,8.24992,8.16154,7.28175,8.88744,8.51921,8.19639,8.04237,7.82392,8.01909,8.08896,7.94579
225176_at,4012,LNPEP,10.2783,10.5834,10.0509,10.3488,10.8954,10.3011,10.5979,10.5836,10.9061,10.8835,10.8992,10.6564,10.5402,10.4336,10.7941,10.9007,10.9981,10.3249,10.1032,10.5609,11.2145,10.8869,10.6528,11.2086,10.5844,10.3146,10.8008,11.4924,11.0937
225177_at,80223,RAB11FIP1,9.14104,8.75512,10.3538,9.17846,8.62478,10.3981,7.99271,8.78598,9.60527,10.3844,8.30292,8.97521,9.27762,9.15993,8.40365,11.2282,9.47198,9.93495,10.4982,9.89306,8.51294,11.7404,8.39208,9.56035,9.23046,10.2249,10.4478,5.89081,10.2466
225178_at,151613,TTC14,9.60244,9.78397,9.27298,9.30793,9.31434,8.05039,9.52105,9.35757,9.15429,9.85385,9.46874,8.90405,10.0488,9.72587,9.45975,10.2389,9.39596,8.96452,9.06658,9.66039,9.74764,8.49141,9.85896,9.87452,9.24838,9.88058,9.91366,10.56,9.77412
225179_at,3093,UBE2K,10.2968,9.5491,9.47174,9.17476,9.74117,9.85114,9.46654,9.39545,10.0979,9.80754,9.66046,9.6209,9.82216,9.42761,9.29696,10.0891,9.88623,10.0323,9.70751,9.88921,8.9846,10.2508,9.21557,9.62442,9.44137,8.65013,9.44769,8.95494,9.28249
225180_at,151613,TTC14,9.89001,10.0164,9.56788,10.1009,9.88414,8.5475,9.81753,9.97474,9.36715,10.4135,10.215,10.1651,10.6875,10.1938,10.0213,10.7273,9.74026,9.53238,9.93014,9.62435,10.6155,10.3015,10.3001,10.2757,9.87974,10.699,10.6399,11.0336,10.3321
225181_at,57492,ARID1B,9.0499,9.06295,8.4158,9.26206,8.79698,8.724,8.61799,8.96845,7.83367,9.19873,9.73355,8.82208,8.57531,9.14643,8.83947,9.32773,8.44008,8.67516,9.17751,9.93262,8.12054,9.42707,9.24488,9.01467,8.62474,8.98929,8.9668,9.06239,8.05733
225182_at,757,TMEM50B,8.18413,8.71014,9.07353,9.81448,8.99653,7.90261,8.95889,9.13718,9.42374,9.31933,8.88189,9.03057,9.55926,8.32391,8.98061,10.0476,9.40075,9.46437,8.58768,8.9112,9.18162,8.63745,9.19969,9.93724,9.37837,9.11117,8.52567,9.22508,8.33857
225183_at,29035,C16orf72,10.1796,9.65099,9.81309,9.62723,9.54159,9.88408,9.52859,9.50723,9.37817,9.25126,9.50136,9.63224,9.23032,9.48122,9.80078,9.59961,9.78778,9.63191,9.53357,9.58549,9.51354,9.99012,9.73346,10.2982,9.92589,10.0204,10.0154,10.5234,9.87574
225184_at,57492,ARID1B,5.45704,5.74243,6.0078,5.70501,6.13587,5.51284,5.59954,5.58871,5.25256,5.51473,5.47218,5.2898,5.084,5.52787,5.47619,5.40106,6.23363,6.2884,5.54537,5.69251,5.52945,5.62582,5.53436,5.07946,6.06717,5.43279,5.42286,5.67514,5.36719
225185_at,22808,MRAS,6.1954,6.04458,6.61987,6.60551,7.60305,5.97413,7.50518,7.06632,6.88957,6.04119,6.08265,7.44072,5.85621,6.42104,7.88974,6.6307,5.81662,5.93082,6.77178,5.87876,6.1637,7.2397,6.55407,4.24941,6.98282,6.97936,5.85897,5.3239,6.42623
225186_at,65059,RAPH1,6.77284,6.26113,6.98073,6.94651,6.22716,6.27785,6.50471,7.24596,5.71841,7.20583,6.03161,6.38378,6.45459,7.51031,6.95951,7.83672,7.10874,6.59421,6.65436,6.24978,7.53184,7.18734,6.48244,6.51692,6.94513,7.39897,5.96608,8.78664,7.24727
225187_at,57805,CCAR2,7.10344,5.9078,6.61201,6.16064,6.73867,6.23272,5.99587,6.28946,7.44594,5.99511,7.61497,7.72846,6.77411,6.52733,5.69477,6.09842,6.65748,7.40458,6.59123,7.31611,6.20412,6.95476,7.2528,7.1821,7.59876,6.41483,8.06694,5.47703,5.99584
225188_at,65059,RAPH1,10.9903,10.3336,11.0308,10.7554,10.4028,10.124,10.6943,10.8417,10.354,11.0225,10.9555,11.3227,11.4668,11.4504,10.3298,11.5545,10.6738,10.744,11.3489,11.2728,11.0627,11.2124,11.3212,10.9175,10.4332,10.3815,10.5864,11.8524,10.6827
225189_s_at,65059,RAPH1,9.61869,8.86414,9.77801,9.37719,9.66125,8.8317,9.46906,9.89527,9.00113,9.94678,9.40264,9.80865,10.1463,9.93516,9.00638,10.3288,9.84354,9.7718,9.86882,9.56056,10.115,9.9648,9.84071,9.37805,9.45162,9.03318,9.32006,10.7791,9.44593
225190_x_at,6165,RPL35A,13.0611,13.0303,12.9567,12.8382,13.3299,12.9733,13.1291,13.618,13.1073,13.2493,13.121,12.9824,12.8084,12.9435,13.0724,13.0436,13.2465,13.5284,13.1268,13.3631,13.0232,13.2996,13.1622,12.9515,12.9989,13.4064,13.1956,13.1741,13.2029
225191_at,1153,CIRBP,7.49857,8.96736,8.16675,8.22802,9.03767,9.07882,9.1856,8.94439,9.23346,9.64944,9.97434,8.58658,7.87683,9.20467,9.44355,9.40332,9.8359,9.86364,9.67908,10.0565,8.66749,10.5012,10.0899,9.67167,8.29402,9.60892,10.0294,8.46611,9.21236
225192_at,143384,CACUL1,8.0915,8.42021,8.15196,7.90009,8.57241,8.47312,8.34433,8.17216,8.09711,8.55353,8.67379,7.81325,7.97265,8.56899,8.32744,7.85209,8.64216,8.39025,8.2021,8.83092,8.77118,8.31884,8.88959,8.32384,8.29982,8.45901,9.26907,8.89563,7.64551
225193_at,57805,CCAR2,4.85736,6.16639,5.92354,4.97771,5.42783,6.43946,5.48406,5.50442,5.34591,5.33078,4.38513,5.12255,5.62938,5.8551,4.92801,4.69713,6.35027,6.34751,5.40423,6.76969,3.49423,6.28017,6.53309,6.15568,5.60374,5.93247,6.22844,6.07052,4.95528
225194_at,5356,PLRG1,7.998,8.75626,8.51287,9.04127,8.96192,8.64144,8.97345,9.10106,8.46517,9.01172,8.72262,8.79128,8.71579,9.07401,8.80344,8.24073,9.1925,9.05282,8.47815,8.89568,9.00823,8.78441,8.51714,8.44382,9.16441,8.63965,8.29604,8.78612,8.39748
225195_at,285381,DPH3,6.66084,6.42953,6.1048,6.90926,6.8775,6.04819,6.54416,6.55195,6.48405,5.82648,6.01683,7.07568,6.73646,6.2071,7.31506,5.53699,6.2144,6.6175,5.10715,3.6988,7.03227,6.93309,6.6339,6.57343,6.75821,6.41831,4.19527,7.05894,7.42201
225196_s_at,64949,MRPS26,8.43019,8.48407,8.28955,8.53397,8.24184,8.99294,8.19386,8.29279,8.90893,8.31241,8.86526,8.56027,8.2253,8.24435,8.31455,8.29624,8.89265,9.18391,8.07006,8.7943,8.54808,8.66518,8.59938,7.69815,8.65432,7.55706,8.33694,8.58264,9.3004
225197_at,,RP11-473I1.9,8.91617,6.89149,8.18444,6.71355,7.22668,8.08626,7.15509,7.02809,7.56377,7.1385,7.53912,7.27148,7.65395,8.40452,6.54426,7.09507,6.98983,7.97214,6.65987,7.71037,6.7846,7.23907,6.86663,8.54238,6.96247,8.91157,7.6023,7.35419,7.04087
225198_at,9218,VAPA,8.61555,8.94502,8.72964,9.48307,8.80435,8.76028,8.93869,8.5767,9.14808,9.1826,8.19671,8.91699,8.85945,9.25624,9.73899,9.23544,9.63752,9.19907,8.84643,8.48916,8.10054,9.56081,8.90798,9.49292,8.98598,8.6677,9.48164,8.87541,9.32109
225199_at,,AK057657,10.9097,10.5095,10.9262,10.2274,10.2218,11.0952,10.267,10.0058,9.81178,10.0112,10.1649,10.2167,10.5606,10.7492,10.2433,10.6739,10.0835,10.3459,9.83036,9.97216,10.2452,10.2943,9.88256,10.8441,10.5777,11.671,10.1848,10.7732,10.5854
225200_at,285381,DPH3,8.02527,7.96351,8.4769,8.54905,8.85874,8.01976,8.74812,8.47289,8.3947,7.89316,8.05067,8.42245,8.28345,8.26875,8.23532,8.09073,8.80475,8.37574,8.27601,7.49969,7.40985,8.52174,8.2364,8.78927,8.92501,8.40497,6.94268,8.18311,8.14906
225201_s_at,64928,MRPL14,9.44992,9.81883,9.45701,9.47252,9.19932,9.84803,9.23213,9.32259,10.325,9.55439,9.94921,9.08234,9.65692,9.1458,9.47344,9.4527,9.84673,9.99894,9.2533,9.33069,9.91972,9.47528,9.48137,10.1763,9.14311,8.92593,9.15424,10.0533,9.43764
225202_at,22836,RHOBTB3,12.2874,10.4454,9.5306,9.50839,9.56143,9.42693,9.30113,9.32212,12.8875,7.80018,8.0749,10.4659,11.5822,10.196,9.80731,12.3098,11.1539,9.31453,9.41293,8.18801,10.4363,9.71777,8.29465,11.6028,9.27776,9.04437,8.45042,10.6839,12.0096
225203_at,84988,PPP1R16A,7.81922,8.05921,7.70478,7.94576,7.04366,9.087,7.0242,6.77399,8.33557,7.52418,8.38876,8.0678,8.12801,6.5003,8.26977,7.35617,8.10574,9.14049,7.27911,8.45163,6.68376,7.87322,8.69932,8.39037,7.00447,8.00656,8.42836,6.98573,6.8168
225204_at,160760,PPTC7,8.91481,8.58273,9.29561,9.10086,9.47216,9.21216,9.26091,9.09873,9.1441,9.73367,9.43192,9.26302,9.10843,9.2261,9.57228,9.23922,9.33172,9.09904,9.44233,9.50371,9.40263,8.73223,8.79873,8.16866,9.30182,9.01426,8.92575,8.46643,9.73468
225205_at,9371,KIF3B,7.9121,8.0726,8.3523,8.30954,8.48274,8.64704,8.48371,8.51844,8.88248,8.74449,8.66209,8.5285,8.89228,8.78916,8.46158,8.71224,8.83697,8.99175,8.69967,8.72777,8.80417,8.4055,8.91735,9.41224,8.69582,8.29268,8.97908,9.15928,8.9339
225206_s_at,54516,MTRF1L,6.57513,4.94506,5.82843,6.54637,6.36147,6.48734,6.73631,6.50395,6.27308,6.66144,7.45406,6.32441,5.30988,5.75609,6.38776,6.64631,6.78042,6.37432,5.57065,6.37038,6.68559,6.60096,6.85741,6.62864,6.36259,6.30903,5.57896,6.60597,5.66875
225207_at,5166,PDK4,7.62413,7.95287,7.07082,6.02272,5.9108,3.72379,8.45159,7.94074,8.4733,8.11358,8.16414,9.64409,9.42025,6.20864,8.50833,8.32321,4.69309,6.58773,9.01593,8.71684,4.71435,10.012,7.11385,7.6619,6.37318,7.94946,7.72795,6.34322,8.47555
225208_s_at,83640,FAM103A1,8.93518,8.2461,8.66142,7.93792,8.17695,8.02646,7.71133,8.41914,8.78947,8.31615,6.95389,7.94328,8.4937,8.13606,7.83133,8.42805,8.79611,8.7935,8.07425,7.64142,8.59457,7.78999,7.31403,8.02836,8.3079,8.38937,8.42156,7.69181,9.00783
225209_s_at,118424,UBE2J2,8.67675,8.66791,8.20326,8.69476,8.81089,8.74094,8.80427,8.66101,8.91959,8.60898,8.73018,8.65493,8.18728,8.87963,8.94827,8.93553,9.22487,9.15113,8.52251,8.51268,9.2985,8.7189,9.22869,8.95034,8.82407,8.60608,8.23083,7.75915,8.52609
225210_s_at,83640,FAM103A1,10.379,9.82069,9.98362,9.63112,9.73151,9.43765,9.44497,9.68366,10.2151,9.70396,9.49819,9.48537,10.0868,9.557,9.45614,10.1701,9.53772,9.97089,9.24307,9.61082,9.53325,9.36749,9.10526,9.75739,9.52336,9.44017,10.1645,8.80148,10.5438
225211_at,5818,PVRL1,5.04085,4.72193,5.3364,5.00292,5.03172,4.86484,4.90382,4.88373,4.97564,4.808,4.33367,5.1691,4.84102,4.87863,5.61666,4.70089,4.92325,5.94566,5.5162,5.54331,5.08208,5.13423,5.24136,4.9223,4.44682,5.01032,5.00541,4.8295,4.82534
225212_at,114789,SLC25A25,6.79778,7.54748,7.22419,6.53882,7.31618,7.69915,6.77369,7.5485,7.74573,6.56712,6.54643,7.87167,7.51619,6.77702,6.96588,8.10375,7.26901,7.76222,8.09031,6.9412,7.59269,7.99127,7.14479,7.1133,7.07153,7.43096,6.86503,6.64858,9.25212
225213_at,160760,PPTC7,9.69622,9.33083,10.0223,10.0501,10.0712,9.70733,9.76677,9.77848,9.64039,10.0408,9.92118,10.1956,9.51206,9.66232,10.0583,9.89414,9.55094,9.52885,9.68506,9.31323,9.80713,10.3566,8.97138,8.95901,9.89315,9.84312,9.46819,9.30434,10.1066
225214_at,100129034,LOC100129034,7.68208,7.81958,7.98763,7.75785,8.02279,7.53465,7.8319,7.87398,7.83257,8.31284,8.49553,8.11218,7.58905,7.85034,8.26646,7.6608,7.99624,8.17631,8.50703,7.99419,8.40299,8.47823,8.05666,8.01484,8.22396,8.09934,7.61202,7.71551,7.83019
225215_s_at,54516,MTRF1L,9.01509,8.68247,7.99399,8.70046,8.68621,8.6865,8.95352,9.03576,8.53896,8.66815,9.73936,8.63925,8.41396,8.92641,8.90905,8.98541,8.62344,8.86171,8.69208,8.79712,8.58375,9.12916,8.79708,8.67048,9.24593,8.5821,8.44487,9.09815,8.14835
225216_at,139231,FAM199X,9.27986,8.91155,9.2372,9.48887,8.65928,9.46443,9.12216,8.7761,9.11435,9.39762,9.31762,9.43287,9.30955,9.51534,8.91651,9.52462,8.92823,9.02264,8.78732,9.28188,8.48802,9.51264,9.06777,9.21761,8.80189,8.53759,8.96858,8.31694,9.03771
225217_s_at,27154,BRPF3,4.27081,5.4335,4.96151,5.33337,5.96743,4.22302,5.12247,5.04297,5.26693,4.97304,4.98874,5.66076,5.64013,5.69388,5.47803,6.41087,6.78026,7.04824,4.90646,6.44247,5.90288,6.01997,6.35133,4.0457,4.80023,5.8207,5.74509,5.96359,5.68282
225218_at,118813,ZFYVE27,5.46856,5.05545,5.71266,5.8863,5.61031,5.12931,5.70148,5.58183,6.20767,5.30407,6.61093,5.31649,5.26444,5.09261,5.74647,6.27595,5.98119,5.94459,5.27522,6.79896,6.05882,5.98787,6.54299,6.3815,5.66437,5.70645,7.07766,5.76449,5.62056
225219_at,4090,SMAD5,10.0888,9.79871,9.35362,9.84092,10.016,9.90841,9.81567,9.53549,9.46427,10.5666,9.79333,9.83885,9.80439,10.0789,10.1439,10.0698,10.2333,9.6644,9.72256,10.4381,8.73258,10.2605,9.68893,9.78721,9.54486,9.90961,10.4829,9.34661,9.69254
225220_at,677809,SNHG8,9.46504,10.8063,10.9943,10.8834,10.6752,10.2487,10.5627,11.1562,10.1248,10.857,10.4015,10.4368,10.4116,10.7267,11.1513,10.6891,10.5617,11.4423,10.6068,10.654,9.21953,10.9122,10.7891,9.99679,10.6429,9.87966,9.56929,10.0041,9.46046
225221_at,7586,ZKSCAN1,11.781,10.8578,11.0992,10.9942,10.8177,11.1396,10.8115,11.1845,11.6087,11.6481,11.1323,11.0507,11.5236,11.4931,11.3874,11.6457,10.9767,11.1126,11.26,12.0754,10.558,11.2686,11.4731,11.5905,10.8008,11.8246,10.7348,10.3875,11.4634
225222_at,64645,HIAT1,10.4723,10.3774,10.6229,11.0705,10.418,10.6563,10.6371,10.6596,10.6188,10.4722,10.6408,10.8866,10.5158,10.9321,10.6279,11.0769,10.3115,10.4354,10.6715,9.96546,10.4419,10.7541,10.1428,10.8874,10.9887,10.6084,9.5392,11.0828,10.441
225223_at,4090,SMAD5,10.6821,9.84121,9.75593,10.2084,9.73175,9.96525,10.1492,9.97715,9.88656,10.1745,10.0401,10.3029,9.85604,10.066,9.92006,10.1203,9.64875,9.91549,9.96093,10.1361,8.93327,10.4825,10.1397,10.0659,9.52872,10.1591,10.1986,9.58026,10.1738
225224_at,140688,NOL4L,8.11322,7.55329,7.88954,7.79578,8.10765,8.83874,7.87597,8.01594,9.42256,8.15256,8.5845,8.48509,8.46479,8.92177,7.74159,8.76226,8.24968,7.98651,7.19099,8.54783,8.53778,8.35195,8.44384,9.62743,8.64498,8.37212,6.40876,8.57825,9.58046
225225_at,729082,OIP5-AS1,10.8823,10.4257,10.8586,10.7815,11.1332,10.4458,10.7351,10.437,10.7311,10.7924,10.8658,10.7113,10.3884,10.5864,10.4044,10.7112,10.9862,10.8602,10.8438,11.0919,10.516,11.4115,10.1165,10.4799,10.9303,11.0469,10.5144,10.0612,11.1333
225226_at,85369,STRIP1,6.5073,7.05535,6.48001,6.99854,6.55592,6.59642,7.15848,6.72007,7.05534,6.48327,7.55158,6.792,6.23125,6.69062,6.68261,6.0679,7.27578,7.13588,6.98872,6.85773,7.16177,7.33908,7.59784,7.18582,7.24011,6.67287,6.66829,6.58586,6.64125
225227_at,6498,SKIL,11.775,10.8056,10.8773,11.6184,11.023,10.8407,11.1707,10.4485,12.1548,10.7302,10.9233,11.6917,11.9031,11.4712,11.1397,13.348,10.6049,10.1188,11.1537,10.3578,11.329,11.5208,10.6484,10.582,11.048,12.2902,10.6011,10.4382,11.548
225228_at,128338,DRAM2,8.95584,7.62969,7.72898,8.32245,8.57609,7.64551,8.34525,8.00047,7.40672,8.51899,9.66973,8.56689,7.68132,8.04846,8.21897,7.40628,9.12117,9.14186,7.69328,7.95032,8.98064,8.24925,8.32674,9.00699,8.17532,8.42639,7.44923,9.59464,6.20099
225229_at,27125,AFF4,10.7513,10.2666,10.499,10.6012,10.3131,10.3691,10.5254,10.4273,10.4381,10.5409,10.3044,10.4128,10.6404,10.7624,10.4471,11.0937,10.2493,10.0725,10.2739,10.3832,10.1534,10.4474,9.82031,10.5273,10.6596,10.5587,10.5398,10.8384,10.6283
225230_at,128338,DRAM2,10.2005,9.25931,9.3065,9.95945,9.75531,9.07878,9.61991,9.54057,9.11789,10.1468,9.85254,9.878,9.01147,9.76016,9.8588,8.56764,10.2417,10.182,9.09511,9.2482,10.4774,9.63588,9.36921,9.91098,9.86678,10.003,9.35698,11.2098,8.58821
225231_at,867,CBL,8.48517,7.48765,7.79038,8.44421,8.05764,7.84059,7.54777,7.54926,6.51023,7.40279,7.31198,8.10699,7.5025,7.03698,7.93474,8.27153,7.58561,7.28317,7.48871,7.51273,7.89721,8.123,6.9759,7.65135,8.25305,7.6568,7.31623,8.37184,7.4255
225232_at,54545,MTMR12,9.52912,9.55414,9.96011,9.7326,9.89628,9.40606,9.61935,10.1423,9.2382,10.1749,10.078,10.1363,10.4695,9.75988,9.66186,10.0275,9.79445,10.456,9.75091,10.2133,9.78931,9.88614,10.0652,10.3953,9.64199,9.51956,10.3729,10.5943,10.7438
225234_at,867,CBL,8.12608,7.76198,7.74836,8.17952,8.40979,7.61104,7.90927,7.50989,7.48218,8.03222,7.30876,7.12933,7.36481,7.70407,8.29992,8.39508,7.81685,6.72123,7.52486,7.8751,7.86895,6.7393,7.77876,7.98162,8.45745,7.8721,7.71146,8.47917,7.74474
225235_at,26262,TSPAN17,6.95517,6.65175,6.60254,6.91934,6.87097,7.11453,6.98909,6.64223,6.96746,6.31647,7.37937,6.58993,6.8361,7.09674,6.67057,6.4594,6.68041,7.10089,6.61538,6.26579,7.51115,6.5887,7.39052,7.16433,6.80563,6.74589,6.46807,6.62919,6.93307
225236_at,92400,RBM18,8.01806,8.02208,8.28323,8.71085,8.23316,8.3197,7.80956,7.93463,8.69128,8.19501,8.27011,8.46879,8.54937,8.54344,8.97053,9.51079,8.90818,9.15153,8.61949,7.74849,9.20169,9.35644,8.12125,8.59781,8.35342,8.55085,8.36603,8.53858,9.91347
