source,target,correlation,uncorrected p,FDR
1933,6227,0.596,0.000644714,0.0220107
23405,3842,0.596,0.000644714,0.0220107
6083,6138,0.596,0.000644714,0.0220107
6191,9349,0.596,0.000644714,0.0220107
6122,6189,0.596,0.000644714,0.0220107
3688,6423,0.596,0.000644714,0.0220107
1982,6925,0.596,0.000647661,0.0221041
6282,754,0.596,0.000653141,0.0222256
6142,8665,0.596,0.000653141,0.0222256
6122,6137,0.596,0.000653141,0.0222256
6157,7311,0.596,0.000653141,0.0222256
6146,6152,0.596,0.000653141,0.0222256
293,3646,0.596,0.000653141,0.0222256
1291,3491,0.596,0.000653141,0.0222256
1462,1982,0.595,0.000656123,0.0223125
1933,6181,0.595,0.000656123,0.0223125
11031,7058,0.595,0.000661664,0.0224277
6612,93621,0.595,0.000661664,0.0224277
1843,8553,0.595,0.000661664,0.0224277
293,6188,0.595,0.000661664,0.0224277
27075,6500,0.595,0.000661664,0.0224277
5479,7184,0.595,0.000661664,0.0224277
2335,4060,0.595,0.000661664,0.0224277
6678,7431,0.595,0.000661664,0.0224277
1290,6281,0.595,0.000668997,0.0226242
2197,3514,0.595,0.000670285,0.0226242
3329,975,0.595,0.000670285,0.0226242
1915,6138,0.595,0.000670285,0.0226242
6191,6234,0.595,0.000670285,0.0226242
4282,6175,0.595,0.000670285,0.0226242
6157,6173,0.595,0.000670285,0.0226242
6204,6217,0.595,0.000670285,0.0226242
23521,54543,0.595,0.000670285,0.0226242
6133,6206,0.595,0.000670285,0.0226242
3187,8621,0.595,0.000670285,0.0226242
2597,3939,0.595,0.000670285,0.0226242
6169,6181,0.594,0.000672045,0.0226763
6169,6227,0.594,0.000677702,0.0227344
26986,6136,0.594,0.000677702,0.0227344
6143,6228,0.594,0.000677702,0.0227344
11167,6217,0.594,0.000679003,0.0227344
3572,9802,0.594,0.000679003,0.0227344
5660,972,0.594,0.000679003,0.0227344
10140,11034,0.594,0.000679003,0.0227344
7077,7846,0.594,0.000679003,0.0227344
302,7077,0.594,0.000679003,0.0227344
5757,6738,0.594,0.000679003,0.0227344
51386,6202,0.594,0.000679003,0.0227344
6161,6188,0.594,0.000679003,0.0227344
6218,9045,0.594,0.000679003,0.0227344
6143,9045,0.594,0.000679003,0.0227344
2197,6233,0.594,0.000679003,0.0227344
6204,6208,0.594,0.000679003,0.0227344
1937,8665,0.594,0.000679003,0.0227344
6152,8665,0.594,0.000679003,0.0227344
677,7058,0.594,0.000679003,0.0227344
2200,677,0.594,0.000679003,0.0227344
6181,6233,0.594,0.000682091,0.0228305
1508,3939,0.594,0.000686506,0.0229265
6146,6205,0.594,0.000686506,0.0229265
23196,54940,0.594,0.000686506,0.0229265
6157,6925,0.594,0.000687821,0.0229265
11167,6139,0.594,0.000687821,0.0229265
2335,23471,0.594,0.000687821,0.0229265
387,7078,0.594,0.000687821,0.0229265
11337,5687,0.594,0.000687821,0.0229265
30851,800,0.594,0.000687821,0.0229265
1508,302,0.593,0.000690945,0.0230233
3572,4508,0.593,0.000696739,0.0231055
2665,293,0.593,0.000696739,0.0231055
170622,1936,0.593,0.000696739,0.0231055
6129,6138,0.593,0.000696739,0.0231055
4869,6083,0.593,0.000696739,0.0231055
3921,6203,0.593,0.000696739,0.0231055
3921,6188,0.593,0.000696739,0.0231055
3490,4904,0.593,0.000696739,0.0231055
6130,6138,0.593,0.000696739,0.0231055
3685,6876,0.593,0.000696739,0.0231055
1915,6136,0.593,0.0006999,0.0232029
6136,6234,0.593,0.000704415,0.0233155
22872,8483,0.593,0.000705758,0.0233155
6132,6208,0.593,0.000705758,0.0233155
6194,6229,0.593,0.000705758,0.0233155
1974,23451,0.593,0.000705758,0.0233155
6122,6191,0.593,0.000705758,0.0233155
115908,6876,0.593,0.000705758,0.0233155
6201,6205,0.592,0.000708956,0.0234137
11031,115908,0.592,0.000714879,0.0234828
11031,6678,0.592,0.000714879,0.0234828
11331,6633,0.592,0.000714879,0.0234828
6129,6160,0.592,0.000714879,0.0234828
170622,29997,0.592,0.000714879,0.0234828
6152,6222,0.592,0.000714879,0.0234828
8724,9403,0.592,0.000714879,0.0234828
6210,9349,0.592,0.000714879,0.0234828
1291,1295,0.592,0.000714879,0.0234828
1293,3491,0.592,0.000714879,0.0234828
3685,4267,0.592,0.000714879,0.0234828
3312,6142,0.592,0.000724103,0.0237036
10109,972,0.592,0.000724103,0.0237036
10923,6902,0.592,0.000724103,0.0237036
64710,6635,0.592,0.000724103,0.0237036
6210,6224,0.592,0.000724103,0.0237036
6124,6143,0.592,0.000724103,0.0237036
2197,6141,0.592,0.000724103,0.0237036
1009,6876,0.592,0.000724103,0.0237036
115908,8404,0.592,0.000724103,0.0237036
3688,5230,0.591,0.00073343,0.0239338
2197,3512,0.591,0.00073343,0.0239338
10376,5687,0.591,0.00073343,0.0239338
6133,6193,0.591,0.00073343,0.0239338
3178,5204,0.591,0.00073343,0.0239338
3939,5376,0.591,0.00073343,0.0239338
6635,9804,0.591,0.00073343,0.0239338
6165,6201,0.591,0.00073343,0.0239338
6194,6209,0.591,0.00073343,0.0239338
3491,800,0.591,0.00073343,0.0239338
23196,4710,0.591,0.000741464,0.0241584
427,4582,0.591,0.000741464,0.0241584
11224,4831,0.591,0.000742863,0.0241584
51386,6229,0.591,0.000742863,0.0241584
6160,9045,0.591,0.000742863,0.0241584
3106,8519,0.591,0.000742863,0.0241584
4637,754,0.591,0.000742863,0.0241584
1291,6423,0.591,0.000742863,0.0241584
6181,6187,0.59,0.000746212,0.0242597
6205,6223,0.59,0.000750988,0.0243545
9528,9689,0.59,0.000752402,0.0243545
27020,801,0.59,0.000752402,0.0243545
10109,7058,0.59,0.000752402,0.0243545
4673,6193,0.59,0.000752402,0.0243545
2879,6168,0.59,0.000752402,0.0243545
54543,6227,0.59,0.000752402,0.0243545
6167,9045,0.59,0.000752402,0.0243545
6139,6152,0.59,0.000752402,0.0243545
4673,6144,0.59,0.000752402,0.0243545
6144,6223,0.59,0.000752402,0.0243545
10109,302,0.59,0.000752402,0.0243545
378,387,0.59,0.000752402,0.0243545
6678,6876,0.59,0.000752402,0.0243545
6138,6181,0.59,0.00075579,0.0244566
1281,378,0.59,0.000762048,0.0245828
6144,6222,0.59,0.000762048,0.0245828
3015,93621,0.59,0.000762048,0.0245828
1936,7381,0.59,0.000762048,0.0245828
5573,647979,0.59,0.000762048,0.0245828
6130,7311,0.59,0.000762048,0.0245828
1937,6209,0.59,0.000762048,0.0245828
1281,1300,0.59,0.000762048,0.0245828
1277,54829,0.59,0.000762048,0.0245828
1281,8848,0.589,0.000771802,0.0247671
10159,5825,0.589,0.000771802,0.0247671
51372,57570,0.589,0.000771802,0.0247671
25994,57515,0.589,0.000771802,0.0247671
1832,481,0.589,0.000771802,0.0247671
6224,6235,0.589,0.000771802,0.0247671
6142,6208,0.589,0.000771802,0.0247671
6083,6122,0.589,0.000771802,0.0247671
6128,6134,0.589,0.000771802,0.0247671
6144,6194,0.589,0.000771802,0.0247671
6142,6224,0.589,0.000771802,0.0247671
4666,6194,0.589,0.000771802,0.0247671
54543,6181,0.589,0.000775268,0.0248706
2509,567,0.589,0.000781664,0.0249453
1345,6902,0.589,0.000781664,0.0249453
1915,6142,0.589,0.000781664,0.0249453
1938,6235,0.589,0.000781664,0.0249453
6161,6206,0.589,0.000781664,0.0249453
2512,3133,0.589,0.000781664,0.0249453
6152,6166,0.589,0.000781664,0.0249453
6158,6159,0.589,0.000781664,0.0249453
6156,6181,0.588,0.000785171,0.0250495
10140,29058,0.588,0.000791637,0.025171
170622,3490,0.588,0.000791637,0.025171
3490,7077,0.588,0.000791637,0.025171
4070,4710,0.588,0.000791637,0.025171
6165,6235,0.588,0.000791637,0.025171
4736,6206,0.588,0.000791637,0.025171
2335,30851,0.588,0.000791637,0.025171
1634,7168,0.588,0.000791637,0.025171
3956,7846,0.588,0.000801721,0.0254064
26986,6202,0.588,0.000801721,0.0254064
1936,6128,0.588,0.000801721,0.0254064
6133,6189,0.588,0.000801721,0.0254064
6133,6230,0.588,0.000801721,0.0254064
170960,83955,0.588,0.000801721,0.0254064
57142,9741,0.588,0.000801721,0.0254064
6175,6228,0.588,0.000805309,0.0255123
1513,23471,0.587,0.000811917,0.0256437
3646,6160,0.587,0.000811917,0.0256437
26986,6208,0.587,0.000811917,0.0256437
10632,6189,0.587,0.000811917,0.0256437
11224,6155,0.587,0.000811917,0.0256437
51386,6133,0.587,0.000811917,0.0256437
6160,7311,0.587,0.000811917,0.0256437
4582,6738,0.587,0.000811917,0.0256437
23521,6205,0.587,0.000815546,0.0257427
6164,6205,0.587,0.000820707,0.0258517
2665,6136,0.587,0.000820707,0.0258517
1153,5872,0.587,0.000822226,0.0258517
6187,6210,0.587,0.000822226,0.0258517
3646,6164,0.587,0.000822226,0.0258517
1936,6170,0.587,0.000822226,0.0258517
1933,6191,0.587,0.000822226,0.0258517
23478,3015,0.587,0.000822226,0.0258517
1350,6902,0.587,0.000822226,0.0258517
6161,9804,0.586,0.00083265,0.0260537
1303,9403,0.586,0.00083265,0.0260537
1937,5042,0.586,0.00083265,0.0260537
6135,6224,0.586,0.00083265,0.0260537
51386,6218,0.586,0.00083265,0.0260537
3106,3123,0.586,0.00083265,0.0260537
2665,6202,0.586,0.00083265,0.0260537
6208,6234,0.586,0.00083265,0.0260537
11167,4060,0.586,0.00083265,0.0260537
115908,7431,0.586,0.00083265,0.0260537
1281,7078,0.586,0.00083265,0.0260537
6217,6876,0.586,0.000843188,0.0263044
293,6208,0.586,0.000843188,0.0263044
83955,9208,0.586,0.000843188,0.0263044
6168,7311,0.586,0.000843188,0.0263044
23196,25994,0.586,0.000846942,0.0264137
11031,1293,0.585,0.000853843,0.0264783
3122,4082,0.585,0.000853843,0.0264783
6129,6164,0.585,0.000853843,0.0264783
10399,6129,0.585,0.000853843,0.0264783
4736,6132,0.585,0.000853843,0.0264783
6159,6164,0.585,0.000853843,0.0264783
6175,9045,0.585,0.000853843,0.0264783
6158,6202,0.585,0.000853843,0.0264783
567,972,0.585,0.000853843,0.0264783
1933,6230,0.585,0.000853843,0.0264783
11224,6138,0.585,0.000853843,0.0264783
3685,3956,0.585,0.000853843,0.0264783
23022,6423,0.585,0.000853843,0.0264783
1278,6281,0.585,0.00085764,0.0265881
3190,9584,0.585,0.000864616,0.026709
375,3799,0.585,0.000864616,0.026709
4869,6206,0.585,0.000864616,0.026709
6203,6224,0.585,0.000864616,0.026709
6138,6146,0.585,0.000864616,0.026709
6188,6234,0.585,0.000864616,0.026709
6144,6152,0.585,0.000864616,0.026709
4841,6135,0.585,0.000864616,0.026709
30851,7077,0.585,0.000864616,0.026709
1303,1513,0.585,0.000864616,0.026709
1281,677,0.585,0.000864616,0.026709
1009,6281,0.585,0.000868456,0.0268197
6189,8724,0.584,0.000875506,0.0269019
3688,5861,0.584,0.000875506,0.0269019
387,7431,0.584,0.000875506,0.0269019
10923,3315,0.584,0.000875506,0.0269019
51313,563,0.584,0.000875506,0.0269019
51313,9689,0.584,0.000875506,0.0269019
6133,6165,0.584,0.000875506,0.0269019
6124,6161,0.584,0.000875506,0.0269019
3921,6146,0.584,0.000875506,0.0269019
10376,9168,0.584,0.000875506,0.0269019
23215,64710,0.584,0.000875506,0.0269019
50848,5872,0.584,0.000875506,0.0269019
6158,6173,0.584,0.000875506,0.0269019
11167,4736,0.584,0.000886517,0.0271601
23521,6191,0.584,0.000886517,0.0271601
6137,6202,0.584,0.000886517,0.0271601
11337,5479,0.584,0.000886517,0.0271601
6083,6141,0.584,0.000886517,0.0271601
5861,9741,0.584,0.000886517,0.0271601
115908,30061,0.584,0.000886517,0.0271601
1490,7168,0.584,0.000886517,0.0271601
6207,6234,0.584,0.000890445,0.0272724
3685,378,0.583,0.000897648,0.0273804
3133,718,0.583,0.000897648,0.0273804
6208,9349,0.583,0.000897648,0.0273804
1933,6138,0.583,0.000897648,0.0273804
6208,6217,0.583,0.000897648,0.0273804
5687,972,0.583,0.000897648,0.0273804
3119,567,0.583,0.000897648,0.0273804
170622,23521,0.583,0.000897648,0.0273804
10923,51313,0.583,0.000897648,0.0273804
6161,8665,0.583,0.000897648,0.0273804
23022,7431,0.583,0.000897648,0.0273804
2778,5687,0.583,0.000908901,0.0275944
2778,3315,0.583,0.000908901,0.0275944
23405,375,0.583,0.000908901,0.0275944
6143,6191,0.583,0.000908901,0.0275944
4666,6143,0.583,0.000908901,0.0275944
2665,6141,0.583,0.000908901,0.0275944
26986,6142,0.583,0.000908901,0.0275944
3178,6083,0.583,0.000908901,0.0275944
7058,8404,0.583,0.000908901,0.0275944
25873,6188,0.583,0.000912918,0.0277083
100422872,10236,0.582,0.000920277,0.0278343
293,6191,0.582,0.000920277,0.0278343
26986,6175,0.582,0.000920277,0.0278343
6144,6193,0.582,0.000920277,0.0278343
10632,2665,0.582,0.000920277,0.0278343
4841,6160,0.582,0.000920277,0.0278343
6133,6157,0.582,0.000920277,0.0278343
6083,6152,0.582,0.000920277,0.0278343
1938,29997,0.582,0.000920277,0.0278343
1634,3491,0.582,0.000920277,0.0278343
4267,7078,0.582,0.000920277,0.0278343
23471,6281,0.582,0.00092434,0.0279491
6173,6187,0.582,0.000931778,0.028125
4869,6152,0.582,0.000931778,0.028125
27250,388677,0.582,0.000931778,0.028125
4060,7078,0.582,0.000931778,0.028125
3921,6228,0.582,0.000935885,0.0282408
6161,6169,0.581,0.000941705,0.0283119
2197,3537,0.581,0.000943403,0.0283119
378,4082,0.581,0.000943403,0.0283119
11059,3315,0.581,0.000943403,0.0283119
4869,6173,0.581,0.000943403,0.0283119
6132,6135,0.581,0.000943403,0.0283119
6191,6208,0.581,0.000943403,0.0283119
6143,6168,0.581,0.000943403,0.0283119
5204,6209,0.581,0.000943403,0.0283119
2512,5687,0.581,0.000943403,0.0283119
10399,6138,0.581,0.000943403,0.0283119
10399,6234,0.581,0.000943403,0.0283119
6209,9045,0.581,0.000943403,0.0283119
54407,8483,0.581,0.000943403,0.0283119
1490,3956,0.581,0.000943403,0.0283119
1937,6205,0.581,0.000947557,0.0284283
293,6876,0.581,0.000955155,0.0284922
5250,539,0.581,0.000955155,0.0284922
2200,8724,0.581,0.000955155,0.0284922
10109,3113,0.581,0.000955155,0.0284922
6130,6187,0.581,0.000955155,0.0284922
6218,7311,0.581,0.000955155,0.0284922
6143,6204,0.581,0.000955155,0.0284922
6217,6235,0.581,0.000955155,0.0284922
6218,6229,0.581,0.000955155,0.0284922
3646,6156,0.581,0.000955155,0.0284922
10632,6203,0.581,0.000955155,0.0284922
11224,4666,0.581,0.000955155,0.0284922
1293,677,0.581,0.000955155,0.0284922
6157,8483,0.58,0.000967034,0.0286987
6139,6876,0.58,0.000967034,0.0286987
1303,5230,0.58,0.000967034,0.0286987
1634,23471,0.58,0.000967034,0.0286987
1303,378,0.58,0.000967034,0.0286987
3646,6124,0.58,0.000967034,0.0286987
6132,6223,0.58,0.000967034,0.0286987
5042,6173,0.58,0.000967034,0.0286987
375,9804,0.58,0.000967034,0.0286987
51313,51522,0.58,0.000967034,0.0286987
4512,6726,0.58,0.000967034,0.0286987
11034,57142,0.58,0.000967034,0.0286987
1938,6164,0.58,0.000967034,0.0286987
1634,4060,0.58,0.000967034,0.0286987
1281,7431,0.58,0.000967034,0.0286987
1300,4267,0.58,0.000967034,0.0286987
23022,6281,0.58,0.000971282,0.0288001
6136,6229,0.58,0.000971282,0.0288001
5250,6134,0.58,0.000979042,0.0289232
22872,4082,0.58,0.000979042,0.0289232
378,5230,0.58,0.000979042,0.0289232
6146,6156,0.58,0.000979042,0.0289232
6161,6232,0.58,0.000979042,0.0289232
6124,6133,0.58,0.000979042,0.0289232
6128,6233,0.58,0.000979042,0.0289232
10632,6201,0.58,0.000979042,0.0289232
6152,6227,0.58,0.000979042,0.0289232
11167,3491,0.58,0.000979042,0.0289232
6138,6205,0.58,0.000983337,0.0290337
7494,8848,0.579,0.00099118,0.029166
522,64207,0.579,0.00099118,0.029166
3646,6189,0.579,0.00099118,0.029166
6156,6223,0.579,0.00099118,0.029166
10399,4831,0.579,0.00099118,0.029166
6152,6235,0.579,0.00099118,0.029166
6217,6218,0.579,0.00099118,0.029166
3921,6235,0.579,0.00099118,0.029166
5204,6232,0.579,0.00099118,0.029166
6132,6187,0.579,0.00099118,0.029166
1915,6189,0.579,0.00099118,0.029166
1634,8483,0.579,0.00099118,0.029166
51386,6205,0.579,0.000995523,0.0292856
1513,302,0.579,0.00100345,0.0294273
165,7846,0.579,0.00100345,0.0294273
4869,8667,0.579,0.00100345,0.0294273
6157,6164,0.579,0.00100345,0.0294273
6167,6234,0.579,0.00100345,0.0294273
6157,6201,0.579,0.00100345,0.0294273
10632,51637,0.579,0.00100345,0.0294273
1281,6876,0.579,0.00100345,0.0294273
6132,6217,0.578,0.00101585,0.0297157
26986,6204,0.578,0.00101585,0.0297157
6129,6152,0.578,0.00101585,0.0297157
6137,6146,0.578,0.00101585,0.0297157
3842,481,0.578,0.00101585,0.0297157
10632,6208,0.578,0.00101585,0.0297157
3178,4666,0.578,0.00101585,0.0297157
6191,6228,0.578,0.00102029,0.0298372
6169,6234,0.578,0.00102656,0.0299646
6144,8483,0.578,0.00102838,0.0299646
539,5689,0.578,0.00102838,0.0299646
7077,84790,0.578,0.00102838,0.0299646
6160,6224,0.578,0.00102838,0.0299646
4736,6129,0.578,0.00102838,0.0299646
2879,6227,0.578,0.00102838,0.0299646
6229,6234,0.578,0.00102838,0.0299646
1303,6925,0.578,0.00102838,0.0299646
1490,1513,0.578,0.00102838,0.0299646
2200,3491,0.578,0.00102838,0.0299646
3688,7078,0.578,0.00102838,0.0299646
25873,2879,0.578,0.00103287,0.030087
1938,25873,0.577,0.00103922,0.0302239
6189,8404,0.577,0.00104105,0.0302239
6130,6142,0.577,0.00104105,0.0302239
1915,6161,0.577,0.00104105,0.0302239
6191,6204,0.577,0.00104105,0.0302239
5204,6083,0.577,0.00104105,0.0302239
6175,6194,0.577,0.00104105,0.0302239
6144,6235,0.577,0.00104105,0.0302239
6138,6234,0.577,0.00104105,0.0302239
1936,6181,0.577,0.001052,0.0304008
10399,6181,0.577,0.001052,0.0304008
10972,9403,0.577,0.00105386,0.0304008
3106,5660,0.577,0.00105386,0.0304008
10376,10457,0.577,0.00105386,0.0304008
23158,6500,0.577,0.00105386,0.0304008
4904,6876,0.577,0.00105386,0.0304008
3939,5861,0.577,0.00105386,0.0304008
51386,7381,0.577,0.00105386,0.0304008
4869,6208,0.577,0.00105386,0.0304008
6164,6227,0.577,0.00105386,0.0304008
54543,6234,0.577,0.00105386,0.0304008
1933,6234,0.577,0.00105386,0.0304008
6194,6235,0.577,0.00105386,0.0304008
10457,972,0.577,0.00105386,0.0304008
6158,6234,0.577,0.00105386,0.0304008
5861,9403,0.577,0.00105386,0.0304008
25878,677,0.577,0.00105386,0.0304008
11337,5692,0.577,0.00105845,0.0305248
6128,6207,0.576,0.00106493,0.03063
11031,1290,0.576,0.0010668,0.03063
718,972,0.576,0.0010668,0.03063
293,4673,0.576,0.0010668,0.03063
1936,6188,0.576,0.0010668,0.03063
51386,6194,0.576,0.0010668,0.03063
10632,6133,0.576,0.0010668,0.03063
54543,6157,0.576,0.0010668,0.03063
1933,6137,0.576,0.0010668,0.03063
6414,79718,0.576,0.0010668,0.03063
6201,6209,0.576,0.0010668,0.03063
3688,4060,0.576,0.0010668,0.03063
1982,25878,0.576,0.00107144,0.0307463
6203,6207,0.576,0.00107144,0.0307463
2752,3020,0.576,0.00107988,0.0309289
4869,6175,0.576,0.00107988,0.0309289
6164,9349,0.576,0.00107988,0.0309289
10631,6925,0.576,0.00107988,0.0309289
6146,6228,0.575,0.00109119,0.0312131
1293,8848,0.575,0.0010931,0.0312131
170622,26986,0.575,0.0010931,0.0312131
3646,3921,0.575,0.0010931,0.0312131
51386,6083,0.575,0.0010931,0.0312131
1938,6204,0.575,0.0010931,0.0312131
1938,6144,0.575,0.0010931,0.0312131
1938,51386,0.575,0.0010931,0.0312131
165,6281,0.575,0.00109784,0.03134
115908,7846,0.575,0.00110646,0.0314997
6164,6224,0.575,0.00110646,0.0314997
6147,6218,0.575,0.00110646,0.0314997
6902,9689,0.575,0.00110646,0.0314997
3921,6160,0.575,0.00110646,0.0314997
4179,50848,0.575,0.00110646,0.0314997
1072,10971,0.575,0.00110646,0.0314997
1278,1490,0.575,0.00110646,0.0314997
10631,7431,0.575,0.00110646,0.0314997
27020,5861,0.574,0.00111996,0.0317108
25800,9804,0.574,0.00111996,0.0317108
6129,6202,0.574,0.00111996,0.0317108
6187,6227,0.574,0.00111996,0.0317108
170622,6134,0.574,0.00111996,0.0317108
10399,6133,0.574,0.00111996,0.0317108
4537,5800,0.574,0.00111996,0.0317108
567,8519,0.574,0.00111996,0.0317108
3572,5825,0.574,0.00111996,0.0317108
4673,6218,0.574,0.00111996,0.0317108
5204,6144,0.574,0.00111996,0.0317108
2665,6124,0.574,0.00111996,0.0317108
10109,9168,0.574,0.00111996,0.0317108
5879,84790,0.574,0.00111996,0.0317108
6165,6194,0.574,0.00111996,0.0317108
11331,51386,0.574,0.00111996,0.0317108
1303,6423,0.574,0.00111996,0.0317108
10159,51522,0.574,0.00113361,0.0320276
29997,6224,0.574,0.00113361,0.0320276
6158,6218,0.574,0.00113361,0.0320276
6158,6160,0.574,0.00113361,0.0320276
10933,7077,0.574,0.00113361,0.0320276
6925,8483,0.574,0.00113361,0.0320276
10376,1982,0.573,0.00114541,0.0322684
10627,1634,0.573,0.0011474,0.0322684
3122,3939,0.573,0.0011474,0.0322684
11034,3190,0.573,0.0011474,0.0322684
1291,7846,0.573,0.0011474,0.0322684
1490,4904,0.573,0.0011474,0.0322684
4673,6224,0.573,0.0011474,0.0322684
6224,9045,0.573,0.0011474,0.0322684
6147,6224,0.573,0.0011474,0.0322684
6726,9782,0.573,0.0011474,0.0322684
6083,6165,0.573,0.0011474,0.0322684
4666,6201,0.573,0.0011474,0.0322684
6168,9045,0.573,0.0011474,0.0322684
10284,51643,0.573,0.0011474,0.0322684
1278,6925,0.573,0.0011474,0.0322684
25873,6137,0.573,0.00115235,0.0323903
6168,6181,0.573,0.00115235,0.0323903
3113,6281,0.573,0.00115933,0.0324763
11167,6281,0.573,0.00115933,0.0324763
6122,6181,0.573,0.00115933,0.0324763
11167,6128,0.573,0.00116134,0.0324763
3514,6233,0.573,0.00116134,0.0324763
5552,7114,0.573,0.00116134,0.0324763
678,7058,0.573,0.00116134,0.0324763
6142,6206,0.573,0.00116134,0.0324763
1937,4282,0.573,0.00116134,0.0324763
6189,6203,0.573,0.00116134,0.0324763
2665,6134,0.573,0.00116134,0.0324763
1933,6141,0.573,0.00116134,0.0324763
10457,8519,0.573,0.00116134,0.0324763
6175,6218,0.573,0.00116134,0.0324763
25994,8553,0.573,0.00116134,0.0324763
6169,6222,0.572,0.0011734,0.0327208
6128,6187,0.572,0.00117542,0.0327208
2665,29997,0.572,0.00117542,0.0327208
1938,4673,0.572,0.00117542,0.0327208
6137,6222,0.572,0.00117542,0.0327208
6133,6227,0.572,0.00117542,0.0327208
1937,6143,0.572,0.00117542,0.0327208
6143,6201,0.572,0.00117542,0.0327208
6156,6193,0.572,0.00117542,0.0327208
6222,6234,0.572,0.00117542,0.0327208
10399,4666,0.572,0.00117542,0.0327208
10521,6164,0.572,0.00117542,0.0327208
2495,6727,0.572,0.00118048,0.0328267
6135,6228,0.572,0.00118048,0.0328267
170622,6205,0.572,0.00118048,0.0328267
1655,5879,0.572,0.00118965,0.0330376
1634,6142,0.572,0.00118965,0.0330376
103,10899,0.572,0.00118965,0.0330376
64207,6500,0.572,0.00118965,0.0330376
1982,800,0.572,0.00119477,0.0331709
5376,7077,0.571,0.00120403,0.0333038
6171,6176,0.571,0.00120403,0.0333038
3939,5479,0.571,0.00120403,0.0333038
6193,6234,0.571,0.00120403,0.0333038
1915,6203,0.571,0.00120403,0.0333038
3105,3113,0.571,0.00120403,0.0333038
6133,6233,0.571,0.00120403,0.0333038
6168,6209,0.571,0.00120403,0.0333038
10399,6134,0.571,0.00120403,0.0333038
1938,6122,0.571,0.00120403,0.0333038
3491,7077,0.571,0.00120403,0.0333038
23521,6207,0.571,0.00121648,0.0335899
3685,9403,0.571,0.00121857,0.0335899
10159,3015,0.571,0.00121857,0.0335899
6726,7555,0.571,0.00121857,0.0335899
6124,6168,0.571,0.00121857,0.0335899
6124,6201,0.571,0.00121857,0.0335899
6144,6201,0.571,0.00121857,0.0335899
6161,6203,0.571,0.00121857,0.0335899
6138,6201,0.571,0.00121857,0.0335899
4673,6205,0.571,0.0012238,0.0337251
1278,8848,0.57,0.00123325,0.0338069
6142,8724,0.57,0.00123325,0.0338069
6166,689,0.57,0.00123325,0.0338069
1072,5230,0.57,0.00123325,0.0338069
6130,6147,0.57,0.00123325,0.0338069
4282,7311,0.57,0.00123325,0.0338069
29997,54543,0.57,0.00123325,0.0338069
6130,6217,0.57,0.00123325,0.0338069
3921,6168,0.57,0.00123325,0.0338069
3135,567,0.57,0.00123325,0.0338069
54543,6146,0.57,0.00123325,0.0338069
6137,6217,0.57,0.00123325,0.0338069
388677,50848,0.57,0.00123325,0.0338069
6168,6227,0.57,0.00123325,0.0338069
1295,6876,0.57,0.00123325,0.0338069
10933,165,0.57,0.00123325,0.0338069
6143,6181,0.57,0.00123854,0.0339428
293,3490,0.57,0.00124809,0.034106
4512,7529,0.57,0.00124809,0.034106
3921,4831,0.57,0.00124809,0.034106
6204,6224,0.57,0.00124809,0.034106
6122,6161,0.57,0.00124809,0.034106
4673,6160,0.57,0.00124809,0.034106
6083,6161,0.57,0.00124809,0.034106
1295,4082,0.57,0.00124809,0.034106
4869,6228,0.57,0.00126094,0.0343625
6414,9445,0.569,0.00126308,0.0343625
115908,9403,0.569,0.00126308,0.0343625
1290,378,0.569,0.00126308,0.0343625
6138,8667,0.569,0.00126308,0.0343625
6137,6188,0.569,0.00126308,0.0343625
6223,6233,0.569,0.00126308,0.0343625
10109,84790,0.569,0.00126308,0.0343625
25878,54407,0.569,0.00126308,0.0343625
2335,7431,0.569,0.00126308,0.0343625
4267,8404,0.569,0.00126308,0.0343625
800,8848,0.569,0.00127824,0.0346661
1634,378,0.569,0.00127824,0.0346661
11059,928,0.569,0.00127824,0.0346661
23521,6189,0.569,0.00127824,0.0346661
6161,6175,0.569,0.00127824,0.0346661
6124,6229,0.569,0.00127824,0.0346661
23405,359948,0.569,0.00127824,0.0346661
1490,4082,0.569,0.00127824,0.0346661
378,6281,0.569,0.00128369,0.034796
11224,6169,0.569,0.00128369,0.034796
5552,84790,0.568,0.00129354,0.0348634
10376,5552,0.568,0.00129354,0.0348634
10109,115908,0.568,0.00129354,0.0348634
3490,3956,0.568,0.00129354,0.0348634
5376,84790,0.568,0.00129354,0.0348634
6193,7311,0.568,0.00129354,0.0348634
6083,6156,0.568,0.00129354,0.0348634
6159,8667,0.568,0.00129354,0.0348634
6155,8665,0.568,0.00129354,0.0348634
6168,6229,0.568,0.00129354,0.0348634
6161,6223,0.568,0.00129354,0.0348634
6167,6201,0.568,0.00129354,0.0348634
6229,6232,0.568,0.00129354,0.0348634
1936,6224,0.568,0.00129354,0.0348634
6138,6222,0.568,0.00129354,0.0348634
2495,51643,0.568,0.00129906,0.0350031
25912,5692,0.568,0.0013068,0.0350897
678,8724,0.568,0.00130901,0.0350897
5660,975,0.568,0.00130901,0.0350897
2509,6500,0.568,0.00130901,0.0350897
6146,6168,0.568,0.00130901,0.0350897
1937,5204,0.568,0.00130901,0.0350897
1937,6157,0.568,0.00130901,0.0350897
1937,6235,0.568,0.00130901,0.0350897
6161,6229,0.568,0.00130901,0.0350897
3106,567,0.568,0.00130901,0.0350897
3842,6738,0.568,0.00130901,0.0350897
