node_index,id,logFC,type,logic,pathway,embedding_l2_norm,encoder
449,SLC4A7,0.0160892,mRNA,,,0.0,proteinbert
450,CDK6,-0.572706,mRNA,,,0.0,proteinbert
451,TTPAL,-0.218683,mRNA,,,0.0,proteinbert
452,GTF2H3,-0.353414,mRNA,,,0.0,proteinbert
453,ISCA2,0.497382,mRNA,,,0.0,proteinbert
454,YOD1,-0.238237,mRNA,,,0.0,proteinbert
455,MIXL1,-0.0493656,mRNA,,,0.0,proteinbert
456,PTGES3,-0.0522566,mRNA,,,0.0,proteinbert
457,FBXO31,0.410841,mRNA,,,0.0,proteinbert
458,MFSD2A,0.443937,mRNA,,,0.0,proteinbert
459,ICA1L,0.298634,mRNA,,,0.0,proteinbert
460,ENPP5,-0.160688,mRNA,,,0.0,proteinbert
461,CYCS,-0.663578,mRNA,,,0.0,proteinbert
462,UBFD1,0.431882,mRNA,,,0.0,proteinbert
463,ENTPD7,-0.397937,mRNA,,,0.0,proteinbert
464,NRIP3,0.0568841,mRNA,,,0.0,proteinbert
465,ZNFX1,0.0331967,mRNA,,,0.0,proteinbert
466,GATAD1,-0.216472,mRNA,,,0.0,proteinbert
467,SLC30A1,-0.336207,mRNA,,,0.0,proteinbert
468,C17orf75,-0.13975,mRNA,,,0.0,proteinbert
469,ABCG8,-0.01883,mRNA,,,0.0,proteinbert
470,PANK3,-0.522543,mRNA,,,0.0,proteinbert
471,GPR157,-0.535276,mRNA,,,0.0,proteinbert
472,SLC35F5,-0.302202,mRNA,,,0.0,proteinbert
473,KLHL15,-0.46963,mRNA,,,0.0,proteinbert
474,DDHD1,-0.00859572,mRNA,,,0.0,proteinbert
475,TRIM8,0.316693,mRNA,,,0.0,proteinbert
476,SLCO5A1,-0.351465,mRNA,,,0.0,proteinbert
477,ZNF805,0.138602,mRNA,,,0.0,proteinbert
478,SLC1A5,1.60479,mRNA,,,0.0,proteinbert
479,TRAF3IP2,0.0348885,mRNA,,,0.0,proteinbert
480,ZBED1,-0.0431743,mRNA,,,0.0,proteinbert
481,ZNF347,-0.537267,mRNA,,,0.0,proteinbert
482,SAMD8,-0.224004,mRNA,,,0.0,proteinbert
483,ARL1,-0.0491197,mRNA,,,0.0,proteinbert
484,KCNK6,0.924824,mRNA,,,0.0,proteinbert
485,SPTLC2,0.107152,mRNA,,,0.0,proteinbert
486,VPS26A,0.0228997,mRNA,,,0.0,proteinbert
487,FEZ2,0.0773057,mRNA,,,0.0,proteinbert
488,HMGB3,0.243622,mRNA,,,0.0,proteinbert
489,CHAF1A,0.373599,mRNA,,,0.0,proteinbert
490,MTF1,-0.598036,mRNA,,,0.0,proteinbert
491,MXI1,-0.443559,mRNA,,,0.0,proteinbert
492,LASP1,0.751134,mRNA,,,0.0,proteinbert
493,PVR,-0.122343,mRNA,,,0.0,proteinbert
494,NFAT5,-0.197965,mRNA,,,0.0,proteinbert
495,ZBTB6,-0.294332,mRNA,,,0.0,proteinbert
496,NUDT3,0.416111,mRNA,,,0.0,proteinbert
497,GLO1,-0.09589,mRNA,,,0.0,proteinbert
498,ZBTB25,-0.501166,mRNA,,,0.0,proteinbert
499,BRCA1,-0.231982,mRNA,,,0.0,proteinbert
500,CBX5,-0.199312,mRNA,,,0.0,proteinbert
501,SF3B3,0.128105,mRNA,,,0.0,proteinbert
502,WDR37,-0.478086,mRNA,,,0.0,proteinbert
503,OSTM1,0.0723525,mRNA,,,0.0,proteinbert
504,SPCS1,0.035054,mRNA,,,0.0,proteinbert
505,E2F5,-0.237721,mRNA,,,0.0,proteinbert
506,HMGB1,0.0796319,mRNA,,,0.0,proteinbert
507,ITGA2,2.42653,mRNA,,,0.0,proteinbert
508,JAK1,0.177621,mRNA,,,0.0,proteinbert
509,MSH3,-0.219898,mRNA,,,0.0,proteinbert
510,PPP1R12B,-0.832713,mRNA,,,0.0,proteinbert
511,PPP6C,-0.310168,mRNA,,,0.0,proteinbert
512,RNASEH1,-0.248566,mRNA,,,0.0,proteinbert
513,CCL5,-0.658683,mRNA,,,0.0,proteinbert
514,E2F2,0.594424,mRNA,,,0.0,proteinbert
515,EIF2S1,-0.136934,mRNA,,,0.0,proteinbert
516,KCNMB1,0.792592,mRNA,,,0.0,proteinbert
517,BNIP2,-0.15787,mRNA,,,0.0,proteinbert
518,DUSP2,-0.562012,mRNA,,path:hsa04010,0.0,proteinbert
519,PKNOX1,-0.697426,mRNA,,,0.0,proteinbert
520,WIPF2,-0.167564,mRNA,,,0.0,proteinbert
521,ANKRD13C,-0.238567,mRNA,,,0.0,proteinbert
522,MAPRE3,-0.108909,mRNA,,,0.0,proteinbert
523,MFN1,-0.126678,mRNA,,,0.0,proteinbert
524,KCND3,-1.48843,mRNA,,,0.0,proteinbert
525,ESR1,0.0606573,mRNA,,,0.0,proteinbert
526,ORAI2,0.607662,mRNA,,,0.0,proteinbert
527,YIPF4,-0.0552906,mRNA,,,0.0,proteinbert
528,GINS4,-0.0519205,mRNA,,,0.0,proteinbert
529,PURB,-0.0477086,mRNA,,,0.0,proteinbert
530,ZNF280B,-0.571603,mRNA,,,0.0,proteinbert
531,C15orf40,-0.228327,mRNA,,,0.0,proteinbert
532,CXorf38,-0.514622,mRNA,,,0.0,proteinbert
533,VTI1A,-0.21531,mRNA,,,0.0,proteinbert
534,ANKS4B,0.0166127,mRNA,,,0.0,proteinbert
535,RRN3,-0.0559409,mRNA,,,0.0,proteinbert
536,ZYG11A,-1.05227,mRNA,,,0.0,proteinbert
537,NME6,0.135137,mRNA,,,0.0,proteinbert
538,RUNX3,-0.648091,mRNA,,,0.0,proteinbert
539,RPS6KA5,-2.03313,mRNA,,path:hsa04010,0.0,proteinbert
540,ALDH9A1,-0.564461,mRNA,,,0.0,proteinbert
541,REEP3,0.267565,mRNA,,,0.0,proteinbert
542,AKTIP,-0.0474762,mRNA,,,0.0,proteinbert
543,FBXO48,-0.76155,mRNA,,,0.0,proteinbert
544,COX19,-0.178844,mRNA,,,0.0,proteinbert
545,GPR155,-1.29555,mRNA,,,0.0,proteinbert
546,MUC17,0.0678834,mRNA,,,0.0,proteinbert
547,CRCP,-0.0337738,mRNA,,,0.0,proteinbert
548,MGAT4A,-0.0193007,mRNA,,,0.0,proteinbert
549,ZNF292,-0.483836,mRNA,,,0.0,proteinbert
550,PBX1,-0.228443,mRNA,,,0.0,proteinbert
551,DDAH1,0.588375,mRNA,,,0.0,proteinbert
552,LMBR1,0.150076,mRNA,,,0.0,proteinbert
553,NT5C2,-0.336053,mRNA,,,0.0,proteinbert
554,PHF20L1,-0.689023,mRNA,,,0.0,proteinbert
555,RSF1,-0.267155,mRNA,,,0.0,proteinbert
556,SOX5,-2.20017,mRNA,,,0.0,proteinbert
557,LONRF2,1.69213,mRNA,,,0.0,proteinbert
558,RALGPS2,-0.478903,mRNA,,,0.0,proteinbert
559,HOXA9,-0.568821,mRNA,,,0.0,proteinbert
560,FAM126B,-0.686997,mRNA,,,0.0,proteinbert
561,ANKRD46,-0.824439,mRNA,,,0.0,proteinbert
562,CKAP5,0.135741,mRNA,,,0.0,proteinbert
563,LPGAT1,-0.713014,mRNA,,,0.0,proteinbert
564,ERP44,-0.0751225,mRNA,,,0.0,proteinbert
565,DDHD2,-0.313244,mRNA,,,0.0,proteinbert
566,SATB1,-0.0144638,mRNA,,,0.0,proteinbert
567,PPP1R3B,0.590485,mRNA,,,0.0,proteinbert
568,MDM4,-0.286898,mRNA,,,0.0,proteinbert
569,DNM1L,-0.196577,mRNA,,,0.0,proteinbert
570,NUFIP2,-0.152744,mRNA,,,0.0,proteinbert
571,NFIA,-0.68231,mRNA,,,0.0,proteinbert
572,FMR1,0.120248,mRNA,,,0.0,proteinbert
573,ZNF217,0.616597,mRNA,,,0.0,proteinbert
574,EXOC5,-0.210502,mRNA,,,0.0,proteinbert
575,ATF2,-0.813082,mRNA,,path:hsa04010,0.0,proteinbert
576,THBS1,0.79056,mRNA,,,0.0,proteinbert
577,EIF4EBP2,-0.0657908,mRNA,,,0.0,proteinbert
578,B3GNT5,-0.306102,mRNA,,,0.0,proteinbert
579,SOCS4,-0.294138,mRNA,,,0.0,proteinbert
580,PLAT,0.374876,mRNA,,,0.0,proteinbert
581,OXTR,1.21523,mRNA,,,0.0,proteinbert
582,ATP2B4,0.0876605,mRNA,,,0.0,proteinbert
583,ZNF207,0.124762,mRNA,,,0.0,proteinbert
584,RLIM,-0.126419,mRNA,,,0.0,proteinbert
585,HIGD1A,-0.165414,mRNA,,,0.0,proteinbert
586,AP2B1,0.0577803,mRNA,,,0.0,proteinbert
587,RASSF4,-0.176385,mRNA,,,0.0,proteinbert
588,AP3M1,-0.217501,mRNA,,,0.0,proteinbert
589,ABLIM3,-0.903794,mRNA,,,0.0,proteinbert
590,GDPD5,-0.18511,mRNA,,,0.0,proteinbert
591,FGFR1,-0.338525,mRNA,,path:hsa04010,0.0,proteinbert
592,BCL2L13,-0.00331037,mRNA,,,0.0,proteinbert
593,KIF1B,0.0056196,mRNA,,,0.0,proteinbert
594,ZNRF1,0.188848,mRNA,,,0.0,proteinbert
595,CTNNB1,0.554633,mRNA,,,0.0,proteinbert
596,MAPK8,-0.471185,mRNA,,path:hsa04010,0.0,proteinbert
597,UBE2I,0.534511,mRNA,,,0.0,proteinbert
598,GMEB2,-0.279159,mRNA,,,0.0,proteinbert
599,SH3BP4,-0.45432,mRNA,,,0.0,proteinbert
600,PSMD10,-0.0293779,mRNA,,,0.0,proteinbert
601,SCN4B,-0.999873,mRNA,,,0.0,proteinbert
602,ERC1,-0.274966,mRNA,,,0.0,proteinbert
603,CNNM2,-0.397631,mRNA,,,0.0,proteinbert
604,MEF2C,-0.466186,mRNA,,path:hsa04010,0.0,proteinbert
605,GSR,-0.0239958,mRNA,,,0.0,proteinbert
606,CLEC2D,0.0960209,mRNA,,,0.0,proteinbert
607,CALU,0.13137,mRNA,,,0.0,proteinbert
608,CPD,0.57516,mRNA,,,0.0,proteinbert
609,NFIC,-0.599056,mRNA,,,0.0,proteinbert
610,TBPL1,-0.45681,mRNA,,,0.0,proteinbert
611,TRPS1,-0.534656,mRNA,,,0.0,proteinbert
612,PHLPP2,-0.835542,mRNA,,,0.0,proteinbert
613,RASA1,0.735038,mRNA,,path:hsa04010,0.0,proteinbert
614,ZBTB8B,0.983621,mRNA,,,0.0,proteinbert
615,PPARGC1B,-0.122838,mRNA,,,0.0,proteinbert
616,ZBTB33,0.536389,mRNA,,,0.0,proteinbert
617,SUGT1,-0.0631999,mRNA,,,0.0,proteinbert
618,WASF2,-0.107911,mRNA,,,0.0,proteinbert
619,AHSA1,0.0417655,mRNA,,,0.0,proteinbert
620,CD274,-0.0998643,mRNA,,,0.0,proteinbert
621,NRAS,-0.156599,mRNA,,path:hsa04010,0.0,proteinbert
622,PLXNB1,0.484508,mRNA,,,0.0,proteinbert
623,FLOT2,0.443864,mRNA,,,0.0,proteinbert
624,POU4F2,0.0372693,mRNA,,,0.0,proteinbert
625,ASH1L,-0.533136,mRNA,,,0.0,proteinbert
626,SRD5A3,-0.101397,mRNA,,,0.0,proteinbert
627,ALPK2,-0.35783,mRNA,,,0.0,proteinbert
628,BAX,1.06989,mRNA,,,0.0,proteinbert
629,MAPK14,0.133947,mRNA,,path:hsa04010,0.0,proteinbert
630,PGAM4,-0.315556,mRNA,,,0.0,proteinbert
631,LRTM2,-0.947964,mRNA,,,0.0,proteinbert
632,SSX2IP,-0.121779,mRNA,,,0.0,proteinbert
633,ERBB4,-1.78306,mRNA,,path:hsa04010,0.0,proteinbert
634,POU3F2,-0.0394024,mRNA,,,0.0,proteinbert
635,AMMECR1L,-0.263071,mRNA,,,0.0,proteinbert
636,TIAM1,2.9109,mRNA,,,0.0,proteinbert
637,MAPK10,-0.480979,mRNA,,path:hsa04010,0.0,proteinbert
638,ZNF652,-0.481095,mRNA,,,0.0,proteinbert
639,IQCE,-0.407682,mRNA,,,0.0,proteinbert
640,PTPRF,0.658639,mRNA,,,0.0,proteinbert
641,DYRK3,-0.945602,mRNA,,,0.0,proteinbert
642,STAMBP,-0.0527485,mRNA,,,0.0,proteinbert
643,SLC19A3,-0.503791,mRNA,,,0.0,proteinbert
644,CABYR,0.705338,mRNA,,,0.0,proteinbert
645,CAMKK1,0.490782,mRNA,,,0.0,proteinbert
646,UBN2,-0.561671,mRNA,,,0.0,proteinbert
647,MIDN,0.12273,mRNA,,,0.0,proteinbert
648,AKT3,-0.0729472,mRNA,,path:hsa04010,0.0,proteinbert
649,PRDM16,-1.45901,mRNA,,,0.0,proteinbert
650,LIMS1,-0.713264,mRNA,,,0.0,proteinbert
651,BRD1,-0.310628,mRNA,,,0.0,proteinbert
652,EEF1A1,0.237929,mRNA,,,0.0,proteinbert
653,DKK2,0.208635,mRNA,,,0.0,proteinbert
654,POGZ,-0.188867,mRNA,,,0.0,proteinbert
655,ANKRD28,-0.184955,mRNA,,,0.0,proteinbert
656,PHF21A,-0.0728914,mRNA,,,0.0,proteinbert
657,NDUFS1,-0.260792,mRNA,,,0.0,proteinbert
658,CROT,-0.372906,mRNA,,,0.0,proteinbert
659,C19orf12,-0.00083736,mRNA,,,0.0,proteinbert
660,GPR107,-0.296581,mRNA,,,0.0,proteinbert
661,TNKS2,-0.253834,mRNA,,,0.0,proteinbert
662,NDFIP1,-0.207723,mRNA,,,0.0,proteinbert
663,SIRT1,-0.383186,mRNA,,,0.0,proteinbert
664,SLC30A7,0.0821664,mRNA,,,0.0,proteinbert
665,STMN1,0.759864,mRNA,,path:hsa04010,0.0,proteinbert
666,VANGL1,-1.09544,mRNA,,,0.0,proteinbert
667,PEG10,0.102063,mRNA,,,0.0,proteinbert
668,TNFSF10,-0.385933,mRNA,,,0.0,proteinbert
669,ARID1A,-0.264412,mRNA,,,0.0,proteinbert
670,ZNF236,-0.402148,mRNA,,,0.0,proteinbert
671,KPNA6,0.152607,mRNA,,,0.0,proteinbert
672,RHOA,0.06119,mRNA,,,0.0,proteinbert
673,HNRNPD,-0.122403,mRNA,,,0.0,proteinbert
674,ABLIM1,-0.778041,mRNA,,,0.0,proteinbert
675,DENR,0.0384986,mRNA,,,0.0,proteinbert
676,SNX4,-0.79675,mRNA,,,0.0,proteinbert
677,DDX6,-0.309548,mRNA,,,0.0,proteinbert
678,TCEAL1,-0.29535,mRNA,,,0.0,proteinbert
679,LRP6,-0.612487,mRNA,,,0.0,proteinbert
680,SLC10A7,-0.62694,mRNA,,,0.0,proteinbert
681,PCDHA3,0.609761,mRNA,,,0.0,proteinbert
682,PCDHAC1,0.836249,mRNA,,,0.0,proteinbert
683,BMF,0.47988,mRNA,,,0.0,proteinbert
684,BRWD1,-0.266599,mRNA,,,0.0,proteinbert
685,RBM33,-0.242518,mRNA,,,0.0,proteinbert
686,TMEM183A,-0.0233009,mRNA,,,0.0,proteinbert
687,SELE,-0.995698,mRNA,,,0.0,proteinbert
688,HNRNPA1,0.137227,mRNA,,,0.0,proteinbert
689,SDC4,2.19662,mRNA,,,0.0,proteinbert
690,TMEM101,0.112576,mRNA,,,0.0,proteinbert
691,CKAP2L,0.513895,mRNA,,,0.0,proteinbert
692,VKORC1L1,0.0899091,mRNA,,,0.0,proteinbert
693,MYLK3,-0.379076,mRNA,,,0.0,proteinbert
694,RCOR1,-0.0775525,mRNA,,,0.0,proteinbert
695,RRP15,-0.259554,mRNA,,,0.0,proteinbert
696,MRPS16,0.0853886,mRNA,,,0.0,proteinbert
697,RPL15,0.145995,mRNA,,,0.0,proteinbert
698,SLC39A10,0.824784,mRNA,,,0.0,proteinbert
699,DSC3,2.78244,mRNA,,,0.0,proteinbert
700,CARD8,-0.256694,mRNA,,,0.0,proteinbert
701,ABL1,-0.19548,mRNA,,,0.0,proteinbert
702,PABPC1,0.36174,mRNA,,,0.0,proteinbert
703,CYP1A2,-1.02813,mRNA,,,0.0,proteinbert
704,RPL27A,0.0869173,mRNA,,,0.0,proteinbert
705,ZNF749,-0.396368,mRNA,,,0.0,proteinbert
706,TRAT1,-1.02275,mRNA,,,0.0,proteinbert
707,LGALS3BP,0.321272,mRNA,,,0.0,proteinbert
708,GNAI3,-0.0299785,mRNA,,,0.0,proteinbert
709,TOP3A,-0.0543502,mRNA,,,0.0,proteinbert
710,ZNF131,-0.339544,mRNA,,,0.0,proteinbert
711,TRMT5,-0.347155,mRNA,,,0.0,proteinbert
712,ABCG2,0.439127,mRNA,,,0.0,proteinbert
713,TMCC1,0.208784,mRNA,,,0.0,proteinbert
714,GRB10,0.788612,mRNA,,,0.0,proteinbert
715,SPTBN2,3.51248,mRNA,,,0.0,proteinbert
716,SMAD5,-0.272806,mRNA,,,0.0,proteinbert
717,PPP2R2A,0.0177122,mRNA,,,0.0,proteinbert
718,SMARCA4,0.606839,mRNA,,,0.0,proteinbert
719,MGAT4B,1.06571,mRNA,,,0.0,proteinbert
720,OSBPL10,0.85798,mRNA,,,0.0,proteinbert
721,UBR7,-0.169269,mRNA,,,0.0,proteinbert
722,ZNF714,0.227418,mRNA,,,0.0,proteinbert
723,EIF3I,0.36452,mRNA,,,0.0,proteinbert
724,ZFYVE16,-0.265093,mRNA,,,0.0,proteinbert
725,LUC7L2,-0.32138,mRNA,,,0.0,proteinbert
726,TRIM44,-0.648486,mRNA,,,0.0,proteinbert
727,PGPEP1,0.679992,mRNA,,,0.0,proteinbert
728,WDR6,0.185313,mRNA,,,0.0,proteinbert
729,NLE1,0.108547,mRNA,,,0.0,proteinbert
730,DDX21,-0.378374,mRNA,,,0.0,proteinbert
731,MDM2,0.557349,mRNA,,,0.0,proteinbert
732,SLC35A2,0.0465132,mRNA,,,0.0,proteinbert
733,TLE3,0.350172,mRNA,,,0.0,proteinbert
734,SERTAD4,-0.977873,mRNA,,,0.0,proteinbert
735,STOX2,-1.36788,mRNA,,,0.0,proteinbert
736,NFS1,-0.338028,mRNA,,,0.0,proteinbert
737,RECK,-0.676564,mRNA,,,0.0,proteinbert
738,PELI2,-1.09613,mRNA,,,0.0,proteinbert
739,CSNK1G1,-0.576367,mRNA,,,0.0,proteinbert
740,HIPK2,0.180357,mRNA,,,0.0,proteinbert
741,PHACTR4,-0.430263,mRNA,,,0.0,proteinbert
742,DOCK5,-0.782684,mRNA,,,0.0,proteinbert
743,FBXL18,-0.574156,mRNA,,,0.0,proteinbert
744,ZNF772,-0.226084,mRNA,,,0.0,proteinbert
745,COG5,-0.536622,mRNA,,,0.0,proteinbert
746,KIF3B,-0.37483,mRNA,,,0.0,proteinbert
747,SART1,0.209835,mRNA,,,0.0,proteinbert
748,SS18,0.0308079,mRNA,,,0.0,proteinbert
749,DCAF7,0.0386887,mRNA,,,0.0,proteinbert
750,CAPRIN1,0.0711507,mRNA,,,0.0,proteinbert
751,POLE,0.247666,mRNA,,,0.0,proteinbert
752,RNPS1,0.168665,mRNA,,,0.0,proteinbert
753,QKI,-0.372358,mRNA,,,0.0,proteinbert
754,CPSF6,-0.0515579,mRNA,,,0.0,proteinbert
755,FICD,-0.6091,mRNA,,,0.0,proteinbert
756,VCP,0.114445,mRNA,,,0.0,proteinbert
757,LRP10,0.153777,mRNA,,,0.0,proteinbert
758,ZNF770,0.224861,mRNA,,,0.0,proteinbert
759,MGMT,0.0802124,mRNA,,,0.0,proteinbert
760,PBX2,-0.0420094,mRNA,,,0.0,proteinbert
761,RBMS2,0.415856,mRNA,,,0.0,proteinbert
762,SORT1,-0.0802319,mRNA,,,0.0,proteinbert
763,SDHA,-0.199208,mRNA,,,0.0,proteinbert
764,ZW10,-0.092342,mRNA,,,0.0,proteinbert
765,PIWIL1,2.28584,mRNA,,,0.0,proteinbert
766,BBC3,2.16725,mRNA,,,0.0,proteinbert
767,TOM1,-0.0200242,mRNA,,,0.0,proteinbert
768,FYTTD1,0.138613,mRNA,,,0.0,proteinbert
769,CBX2,1.42342,mRNA,,,0.0,proteinbert
770,C18orf25,-0.180882,mRNA,,,0.0,proteinbert
771,CDKL5,-0.917123,mRNA,,,0.0,proteinbert
772,UBIAD1,-0.241037,mRNA,,,0.0,proteinbert
773,TIMM50,0.220265,mRNA,,,0.0,proteinbert
774,RNF215,0.153189,mRNA,,,0.0,proteinbert
775,TP53BP2,-0.0965994,mRNA,,,0.0,proteinbert
776,POLL,-0.0305134,mRNA,,,0.0,proteinbert
777,ADD1,0.0862244,mRNA,,,0.0,proteinbert
778,SPIN3,-0.316145,mRNA,,,0.0,proteinbert
779,PPARA,-0.440728,mRNA,,,0.0,proteinbert
780,UFM1,-0.17287,mRNA,,,0.0,proteinbert
781,EGFR,0.0236313,mRNA,,path:hsa04010,0.0,proteinbert
782,NPTX1,-0.64976,mRNA,,,0.0,proteinbert
783,STX7,-0.342522,mRNA,,,0.0,proteinbert
784,CLEC4E,-1.20925,mRNA,,,0.0,proteinbert
785,UBXN2B,-0.222747,mRNA,,,0.0,proteinbert
786,NLGN1,-2.53391,mRNA,,,0.0,proteinbert
787,CBX3,0.409023,mRNA,,,0.0,proteinbert
788,FRS2,-0.444727,mRNA,,,0.0,proteinbert
789,SLC38A1,-0.899705,mRNA,,,0.0,proteinbert
790,INHBA,0.27444,mRNA,,,0.0,proteinbert
791,DCK,0.0163718,mRNA,,,0.0,proteinbert
792,OTUD4,-0.256216,mRNA,,,0.0,proteinbert
793,PHLDA1,-0.29603,mRNA,,,0.0,proteinbert
794,BAHD1,0.282241,mRNA,,,0.0,proteinbert
795,NPM1,0.208247,mRNA,,,0.0,proteinbert
796,RPL7L1,-0.330639,mRNA,,,0.0,proteinbert
797,SLC1A2,-1.52721,mRNA,,,0.0,proteinbert
798,SRC,0.616808,mRNA,,,0.0,proteinbert
799,MYO1D,0.43027,mRNA,,,0.0,proteinbert
800,ZNF331,-0.671534,mRNA,,,0.0,proteinbert
801,RPS4Y1,-0.0407706,mRNA,,,0.0,proteinbert
802,SATB2,0.441027,mRNA,,,0.0,proteinbert
803,SPRED1,0.307802,mRNA,,,0.0,proteinbert
804,IL5RA,-0.981092,mRNA,,,0.0,proteinbert
805,NF2,0.142953,mRNA,,,0.0,proteinbert
806,RAB27A,1.46114,mRNA,,,0.0,proteinbert
807,CXCL12,-1.40605,mRNA,,,0.0,proteinbert
808,NDFIP2,0.210384,mRNA,,,0.0,proteinbert
809,SRPX2,1.08609,mRNA,,,0.0,proteinbert
810,SERTAD2,0.373425,mRNA,,,0.0,proteinbert
811,KLHDC10,-0.569001,mRNA,,,0.0,proteinbert
812,XPO6,-0.197265,mRNA,,,0.0,proteinbert
813,INTU,-0.200035,mRNA,,,0.0,proteinbert
814,UBA6,-0.0277854,mRNA,,,0.0,proteinbert
815,RDX,-0.567497,mRNA,,,0.0,proteinbert
816,JARID2,-0.0948778,mRNA,,,0.0,proteinbert
817,ARPC5,-0.0844373,mRNA,,,0.0,proteinbert
818,STK40,-0.352832,mRNA,,,0.0,proteinbert
819,SFXN1,-0.116648,mRNA,,,0.0,proteinbert
820,EDC3,0.0864004,mRNA,,,0.0,proteinbert
821,ETS1,0.14395,mRNA,,,0.0,proteinbert
822,CDK1,0.307581,mRNA,,,0.0,proteinbert
823,SP7,-0.0859411,mRNA,,,0.0,proteinbert
824,CASR,-1.19233,mRNA,,,0.0,proteinbert
825,MMP16,2.2683,mRNA,,,0.0,proteinbert
826,FRK,-0.856433,mRNA,,,0.0,proteinbert
827,ABCB9,0.777075,mRNA,,,0.0,proteinbert
828,QSER1,-0.206395,mRNA,,,0.0,proteinbert
829,NFATC2IP,-0.0256052,mRNA,,,0.0,proteinbert
830,PPM1L,-1.67778,mRNA,,,0.0,proteinbert
831,PPIL2,-0.213101,mRNA,,,0.0,proteinbert
832,NFE2L1,-0.251136,mRNA,,,0.0,proteinbert
833,AR,-2.33554,mRNA,,,0.0,proteinbert
834,RPL37A,0.250237,mRNA,,,0.0,proteinbert
835,MXRA7,0.163756,mRNA,,,0.0,proteinbert
836,VAV3,0.137057,mRNA,,,0.0,proteinbert
837,HDLBP,-0.109423,mRNA,,,0.0,proteinbert
838,GNPDA1,0.558846,mRNA,,,0.0,proteinbert
839,PLA2G2D,-0.918993,mRNA,,,0.0,proteinbert
840,CDC23,-0.17316,mRNA,,,0.0,proteinbert
841,NLRC5,0.173844,mRNA,,,0.0,proteinbert
842,CPT2,0.132026,mRNA,,,0.0,proteinbert
843,ADARB1,0.477191,mRNA,,,0.0,proteinbert
844,CFLAR,-0.31665,mRNA,,,0.0,proteinbert
845,GAPVD1,-0.285865,mRNA,,,0.0,proteinbert
846,OPA1,-0.28476,mRNA,,,0.0,proteinbert
847,CD40,0.456252,mRNA,,,0.0,proteinbert
848,ERLIN2,-0.506502,mRNA,,,0.0,proteinbert
849,SYNGR2,0.757933,mRNA,,,0.0,proteinbert
850,AXIN2,-1.26295,mRNA,,,0.0,proteinbert
851,CLTB,0.340573,mRNA,,,0.0,proteinbert
852,NUP98,-0.170984,mRNA,,,0.0,proteinbert
853,ITGA6,0.762288,mRNA,,,0.0,proteinbert
854,TPM1,0.0428073,mRNA,,,0.0,proteinbert
855,LARP1,-0.0902275,mRNA,,,0.0,proteinbert
856,CDON,-2.20797,mRNA,,,0.0,proteinbert
857,ANKS1A,-0.536548,mRNA,,,0.0,proteinbert
858,CASP6,0.325235,mRNA,,,0.0,proteinbert
859,CDC25C,0.624832,mRNA,,,0.0,proteinbert
860,KCNH1,0.507608,mRNA,,,0.0,proteinbert
861,MKLN1,-0.330214,mRNA,,,0.0,proteinbert
862,AKT1,0.292482,mRNA,,path:hsa04010,0.0,proteinbert
863,ADNP,-0.283575,mRNA,,,0.0,proteinbert
864,RBM12,-0.351385,mRNA,,,0.0,proteinbert
865,FUT8,0.166028,mRNA,,,0.0,proteinbert
866,SPTBN1,-0.840735,mRNA,,,0.0,proteinbert
867,APAF1,-0.221035,mRNA,,,0.0,proteinbert
868,SYNE2,-0.79571,mRNA,,,0.0,proteinbert
869,BIRC3,-0.159458,mRNA,,,0.0,proteinbert
870,ZDHHC16,0.431105,mRNA,,,0.0,proteinbert
871,DIABLO,0.212106,mRNA,,,0.0,proteinbert
872,NDRG1,-0.677062,mRNA,,,0.0,proteinbert
873,TRAF3,-0.53083,mRNA,,,0.0,proteinbert
874,IRGQ,0.233426,mRNA,,,0.0,proteinbert
875,EXT2,0.0287332,mRNA,,,0.0,proteinbert
876,MTAP,0.100381,mRNA,,,0.0,proteinbert
877,TMOD2,-0.075333,mRNA,,,0.0,proteinbert
878,BCLAF1,-0.290249,mRNA,,,0.0,proteinbert
879,RNF40,-0.0974025,mRNA,,,0.0,proteinbert
880,MTMR9,-0.261876,mRNA,,,0.0,proteinbert
881,GIGYF2,-0.182357,mRNA,,,0.0,proteinbert
882,GDE1,0.292744,mRNA,,,0.0,proteinbert
883,FIGN,-0.457538,mRNA,,,0.0,proteinbert
884,POLR3E,-0.221572,mRNA,,,0.0,proteinbert
885,TGIF2,-0.327113,mRNA,,,0.0,proteinbert
886,CASP10,0.559884,mRNA,,,0.0,proteinbert
887,KIF2A,-0.318868,mRNA,,,0.0,proteinbert
888,FAM104A,0.167699,mRNA,,,0.0,proteinbert
889,NUCKS1,-0.276073,mRNA,,,0.0,proteinbert
890,ACSL4,0.103274,mRNA,,,0.0,proteinbert
891,WDR77,0.0122055,mRNA,,,0.0,proteinbert
892,MAP4,0.457749,mRNA,,,0.0,proteinbert
893,PLIN3,0.184901,mRNA,,,0.0,proteinbert
894,RRM2,1.27212,mRNA,,,0.0,proteinbert
895,LEF1,0.658088,mRNA,,,0.0,proteinbert
896,XIAP,0.0123908,mRNA,,,0.0,proteinbert
897,GYG1,0.261357,mRNA,,,0.0,proteinbert
898,FOSL1,0.743033,mRNA,,,0.0,proteinbert
899,UST,-1.02199,mRNA,,,0.0,proteinbert
900,CCT3,0.205961,mRNA,,,0.0,proteinbert
