node_index,id,type,logic,pathway,logFC,embedding_l2_norm,encoder
342,RASA2_f,functional_unit,SINGLE,path:hsa04010,,0.2278294712305069,proteinbert
343,RAS_f,functional_unit,OR,path:hsa04010,,0.20974992215633392,proteinbert
344,RASGRP_f,functional_unit,OR,path:hsa04010,,0.2854907214641571,proteinbert
345,SOS_f,functional_unit,OR,path:hsa04010,,0.27018651366233826,proteinbert
346,GNA_f,functional_unit,OR,path:hsa04010,,0.191781684756279,proteinbert
347,GRB2_f,functional_unit,SINGLE,path:hsa04010,,0.24152208864688873,proteinbert
348,RTK_f,functional_unit,OR,path:hsa04010,,0.23573626577854156,proteinbert
349,CACNA_f,functional_unit,OR,path:hsa04010,,0.2770163416862488,proteinbert
350,NR4A1_f,functional_unit,SINGLE,path:hsa04010,,0.21690385043621063,proteinbert
351,MAPK7_f,functional_unit,SINGLE,path:hsa04010,,0.22857677936553955,proteinbert
352,MAP2K5_f,functional_unit,SINGLE,path:hsa04010,,0.266952782869339,proteinbert
353,NLK_f,functional_unit,SINGLE,path:hsa04010,,0.19672666490077972,proteinbert
354,CDC25B_f,functional_unit,SINGLE,path:hsa04010,,0.21924154460430145,proteinbert
355,RPS6KA_f,functional_unit,OR,path:hsa04010,,0.19097280502319336,proteinbert
356,MAPKAPK_f,functional_unit,OR,path:hsa04010,,0.2532750964164734,proteinbert
357,ATF_f,functional_unit,SINGLE,path:hsa04010,,0.23024992644786835,proteinbert
358,MEF2C_f,functional_unit,SINGLE,path:hsa04010,,0.14942778646945953,proteinbert
359,MAX_f,functional_unit,SINGLE,path:hsa04010,,0.25408515334129333,proteinbert
360,DDIT3_f,functional_unit,SINGLE,path:hsa04010,,0.22719496488571167,proteinbert
361,ELK4_f,functional_unit,SINGLE,path:hsa04010,,0.23777638375759125,proteinbert
362,TP53_f,functional_unit,SINGLE,path:hsa04010,,0.2023923546075821,proteinbert
363,ELK_f,functional_unit,SINGLE,path:hsa04010,,0.22355617582798004,proteinbert
364,ATF2_f,functional_unit,SINGLE,path:hsa04010,,0.14485612511634827,proteinbert
365,MAPK11_14_f,functional_unit,OR,path:hsa04010,,0.22304590046405792,proteinbert
366,PPP5C_f,functional_unit,SINGLE,path:hsa04010,,0.2573833763599396,proteinbert
367,MAP2K6_f,functional_unit,SINGLE,path:hsa04010,,0.2022792398929596,proteinbert
368,MAP2K3_f,functional_unit,SINGLE,path:hsa04010,,0.20237143337726593,proteinbert
369,DUSP_f,functional_unit,OR,path:hsa04010,,0.27076470851898193,proteinbert
370,PPM1A_f,functional_unit,SINGLE,path:hsa04010,,0.26251187920570374,proteinbert
371,AKT_f,functional_unit,OR,path:hsa04010,,0.15901145339012146,proteinbert
372,TAOK_f,functional_unit,OR,path:hsa04010,,0.20665618777275085,proteinbert
373,MAP3K4_f,functional_unit,SINGLE,path:hsa04010,,0.25079625844955444,proteinbert
374,HSPB1_f,functional_unit,SINGLE,path:hsa04010,,0.21451079845428467,proteinbert
375,MAP3K7_f,functional_unit,SINGLE,path:hsa04010,,0.21086739003658295,proteinbert
376,MAP3K5_f,functional_unit,SINGLE,path:hsa04010,,0.20125655829906464,proteinbert
377,MAP3K6_f,functional_unit,SINGLE,path:hsa04010,,0.2675129473209381,proteinbert
378,MAP3K20_f,functional_unit,SINGLE,path:hsa04010,,0.06365569680929184,proteinbert
379,MAPKKK12_13_f,functional_unit,OR,path:hsa04010,,0.276884526014328,proteinbert
380,MAPKKK9_21_f,functional_unit,OR,path:hsa04010,,0.19488780200481415,proteinbert
381,MAP4K2_f,functional_unit,SINGLE,path:hsa04010,,0.13538843393325806,proteinbert
382,SFRP1_f,functional_unit,OR,path:hsa04010,,0.1823117583990097,proteinbert
383,ECSIT_f,functional_unit,SINGLE,path:hsa04010,,0.2609266936779022,proteinbert
384,TAB2_f,functional_unit,SINGLE,path:hsa04010,,0.27785056829452515,proteinbert
385,TAB1_f,functional_unit,SINGLE,path:hsa04010,,0.20107653737068176,proteinbert
386,GADD45_f,functional_unit,OR,path:hsa04010,,0.3081033527851105,proteinbert
387,TRAF6_f,functional_unit,SINGLE,path:hsa04010,,0.17797201871871948,proteinbert
388,DAXX_f,functional_unit,SINGLE,path:hsa04010,,0.20260277390480042,proteinbert
389,TRAF2_f,functional_unit,SINGLE,path:hsa04010,,0.2107580453157425,proteinbert
390,CASP3_f,functional_unit,SINGLE,path:hsa04010,,0.216083824634552,proteinbert
391,CD14_f,functional_unit,SINGLE,path:hsa04010,,0.27995991706848145,proteinbert
392,TGFBR_f,functional_unit,OR,path:hsa04010,,0.16221983730793,proteinbert
393,FAS_f,functional_unit,SINGLE,path:hsa04010,,0.24548162519931793,proteinbert
394,IL1R_f,functional_unit,OR,path:hsa04010,,0.26723772287368774,proteinbert
395,TNFRSF1A_f,functional_unit,SINGLE,path:hsa04010,,0.22693967819213867,proteinbert
396,TGFB_f,functional_unit,OR,path:hsa04010,,0.29129844903945923,proteinbert
397,IL1A_B_f,functional_unit,OR,path:hsa04010,,0.2849348187446594,proteinbert
398,TNF_f,functional_unit,SINGLE,path:hsa04010,,0.14257711172103882,proteinbert
399,MAPKAPK5_f,functional_unit,SINGLE,path:hsa04010,,0.2210434228181839,proteinbert
400,RAC_f,functional_unit,OR,path:hsa04010,,0.2540748715400696,proteinbert
401,PAK12_f,functional_unit,OR,path:hsa04010,,0.19572901725769043,proteinbert
402,MAPKKK2_3_f,functional_unit,OR,path:hsa04010,,0.1764727085828781,proteinbert
403,MAPK8IP_f,functional_unit,OR,path:hsa04010,,0.27162274718284607,proteinbert
404,MAP3K11_f,functional_unit,SINGLE,path:hsa04010,,0.22817200422286987,proteinbert
405,MAP2K7_f,functional_unit,SINGLE,path:hsa04010,,0.19455508887767792,proteinbert
406,MAPK8_10_f,functional_unit,OR,path:hsa04010,,0.18384580314159393,proteinbert
407,MAP2K4_f,functional_unit,SINGLE,path:hsa04010,,0.2043260782957077,proteinbert
408,CRK_f,functional_unit,OR,path:hsa04010,,0.22074012458324432,proteinbert
409,ARRK_f,functional_unit,OR,path:hsa04010,,0.23682613670825958,proteinbert
410,MECOM_f,functional_unit,SINGLE,path:hsa04010,,0.24790993332862854,proteinbert
411,HSP70_f,functional_unit,OR,path:hsa04010,,0.2964891195297241,proteinbert
412,JUND_f,functional_unit,SINGLE,path:hsa04010,,0.21267689764499664,proteinbert
413,AP-1_f,functional_unit,OR,path:hsa04010,,0.24169808626174927,proteinbert
414,NFATC3_f,functional_unit,SINGLE,path:hsa04010,,0.22129270434379578,proteinbert
415,NFATC1_f,functional_unit,SINGLE,path:hsa04010,,0.22245459258556366,proteinbert
416,p38MAPK_f,functional_unit,OR,path:hsa04010,,0.24607351422309875,proteinbert
417,MAPK8IP3_f,functional_unit,SINGLE,path:hsa04010,,0.17546701431274414,proteinbert
418,FLNA_f,functional_unit,SINGLE,path:hsa04010,,0.20366229116916656,proteinbert
419,MAP3K1_f,functional_unit,SINGLE,path:hsa04010,,0.1946433037519455,proteinbert
420,MAP3K8_f,functional_unit,SINGLE,path:hsa04010,,0.26002201437950134,proteinbert
421,MAP4K1_f,functional_unit,SINGLE,path:hsa04010,,0.24569883942604065,proteinbert
422,MAP4K3_f,functional_unit,SINGLE,path:hsa04010,,0.2528286576271057,proteinbert
423,FOS_f,functional_unit,SINGLE,path:hsa04010,,0.26065391302108765,proteinbert
424,SRF_f,functional_unit,SINGLE,path:hsa04010,,0.2803034484386444,proteinbert
425,MYC_f,functional_unit,SINGLE,path:hsa04010,,0.25308310985565186,proteinbert
426,S6K_f,functional_unit,OR,path:hsa04010,,0.25978782773017883,proteinbert
427,MAPKK_f,functional_unit,OR,path:hsa04010,,0.2431347370147705,proteinbert
428,VEGFR_f,functional_unit,OR,path:hsa04010,,0.2769492566585541,proteinbert
429,TRADD_f,functional_unit,SINGLE,path:hsa04010,,0.23184362053871155,proteinbert
430,MYD88_f,functional_unit,SINGLE,path:hsa04010,,0.23731358349323273,proteinbert
431,IRAK_f,functional_unit,OR,path:hsa04010,,0.1870143711566925,proteinbert
432,ARAF_f,functional_unit,SINGLE,path:hsa04010,,0.22095142304897308,proteinbert
433,MYC_MAX_f,functional_unit,AND,path:hsa04010,,0.21959398686885834,proteinbert
434,bHLH_f,functional_unit,AND,path:hsa04010,,0.29392045736312866,proteinbert
