Source1,Source2,Weight_mean
cardiac arrest,type 1 diabetes,0.0085
cardiac arrest,type 2 diabetes,0.0085
cardiac arrest,urinary tract infection,0.0115
cardiac arrest,vitamin d deficiency,0.052
cardiomyopathy,carpal tunnel syndrome,0.027
cardiomyopathy,cataracts,0.0178333
cardiomyopathy,celiac disease,0.0205
cardiomyopathy,cervical cancer,0.026375
cardiomyopathy,cervical radiculopathy,0.05175
cardiomyopathy,cholangiocarcinoma,0.032
cardiomyopathy,cholecystitis,0.013
cardiomyopathy,chronic kidney disease,0.0198125
cardiomyopathy,chronic obstructive pulmonary disease,0.0312727
cardiomyopathy,chronic pain,0.0215
cardiomyopathy,cirrhosis of the liver,0.0223889
cardiomyopathy,colon cancer,0.0269286
cardiomyopathy,common cold,0.0180556
cardiomyopathy,concussion,0.0279
cardiomyopathy,congestive heart failure,0.0355714
cardiomyopathy,coronary artery disease,0.0237857
cardiomyopathy,crohn's disease,0.01425
cardiomyopathy,deep vein thrombosis,0.033
cardiomyopathy,dementia,0.021125
cardiomyopathy,diverticulosis,0.02375
cardiomyopathy,drug withdrawal,0.039625
cardiomyopathy,ectopic pregnancy,0.016
cardiomyopathy,encephalitis,0.0228333
cardiomyopathy,encephalopathy,0.0226667
cardiomyopathy,endometrial cancer,0.017375
cardiomyopathy,endometriosis,0.01125
cardiomyopathy,epilepsy,0.0184286
cardiomyopathy,esophageal cancer,0.0413125
cardiomyopathy,fibroids,0.02475
cardiomyopathy,fibromyalgia,0.0209167
cardiomyopathy,gastritis,0.01375
cardiomyopathy,gastroparesis,0.0195
cardiomyopathy,glaucoma,0.01525
cardiomyopathy,goiter,0.0339167
cardiomyopathy,heart attack,0.02175
cardiomyopathy,hepatitis a,0.02125
cardiomyopathy,hepatitis b,0.01825
cardiomyopathy,hepatitis c,0.01725
cardiomyopathy,hiatal hernia,0.023
cardiomyopathy,high blood pressure,0.021
cardiomyopathy,high cholesterol,0.0206667
cardiomyopathy,hiv/aids,0.0252222
cardiomyopathy,hives,0.042
cardiomyopathy,hyperthyroidism,0.0323636
cardiomyopathy,hypoglycemia,0.0189286
cardiomyopathy,hyponatremia,0.029625
cardiomyopathy,hypothyroidism,0.016875
cardiomyopathy,iron deficiency anemia,0.0238571
cardiomyopathy,irritable bowel syndrome,0.0325
cardiomyopathy,kidney infection,0.016
cardiomyopathy,liver cancer,0.0373
cardiomyopathy,low back pain,0.0295
cardiomyopathy,lung cancer,0.0391875
cardiomyopathy,lupus,0.01985
cardiomyopathy,lyme disease,0.051875
cardiomyopathy,major depression,0.055
cardiomyopathy,melanoma,0.0327
cardiomyopathy,meningitis,0.02275
cardiomyopathy,middle ear infection,0.0326667
cardiomyopathy,migraine,0.02525
cardiomyopathy,miscarriage,0.0176667
cardiomyopathy,mono,0.0476429
cardiomyopathy,multiple myeloma,0.0281667
cardiomyopathy,multiple sclerosis,0.036125
cardiomyopathy,myasthenia gravis,0.04925
cardiomyopathy,neutropenia,0.046
cardiomyopathy,obesity,0.0223333
cardiomyopathy,osteoarthritis,0.015
cardiomyopathy,osteoporosis,0.017
cardiomyopathy,ovarian cancer,0.027625
cardiomyopathy,ovarian cyst,0.0105
cardiomyopathy,parkinson's disease,0.0203889
cardiomyopathy,pink eye,0.0455
cardiomyopathy,pleural effusion,0.038875
cardiomyopathy,pneumonia,0.05745
cardiomyopathy,pneumothorax,0.0363
cardiomyopathy,polycystic ovary syndrome,0.029
cardiomyopathy,post traumatic stress disorder,0.0805
cardiomyopathy,prostate cancer,0.0235
cardiomyopathy,psoriasis,0.0196667
cardiomyopathy,psychosis,0.03625
cardiomyopathy,pulmonary embolism,0.0576
cardiomyopathy,pulmonary hypertension,0.0371875
cardiomyopathy,retinal detachment,0.026
cardiomyopathy,rhabdomyolysis,0.0203333
cardiomyopathy,rheumatoid arthritis,0.02125
cardiomyopathy,schizophrenia,0.02
cardiomyopathy,sciatica,0.0265
cardiomyopathy,seasonal allergies,0.0295625
cardiomyopathy,sebaceous cyst,0.031
cardiomyopathy,sepsis,0.0430714
cardiomyopathy,shingles,0.0145
cardiomyopathy,sickle cell anemia,0.0385
cardiomyopathy,sinusitis,0.0304375
cardiomyopathy,sleep apnea,0.023625
cardiomyopathy,spondylosis,0.034125
cardiomyopathy,stomach flu,0.0190625
cardiomyopathy,stomach ulcer,0.0218333
cardiomyopathy,strep throat,0.0415
cardiomyopathy,stroke,0.0482
cardiomyopathy,tension headache,0.0329167
cardiomyopathy,thoracic radiculopathy,0.1175
cardiomyopathy,thyroid cancer,0.0309167
cardiomyopathy,thyroid nodules,0.0315
cardiomyopathy,traumatic brain injury,0.0296667
cardiomyopathy,type 1 diabetes,0.0186667
cardiomyopathy,type 2 diabetes,0.0182143
cardiomyopathy,ulcerative colitis,0.020125
cardiomyopathy,upper respiratory infection,0.0788571
cardiomyopathy,urinary tract infection,0.0177
cardiomyopathy,vitamin d deficiency,0.0308333
carpal tunnel syndrome,cataracts,0.032375
carpal tunnel syndrome,celiac disease,0.082
carpal tunnel syndrome,cellulitis,0.1501
carpal tunnel syndrome,cervical cancer,0.0694
carpal tunnel syndrome,cervical radiculopathy,0.0956786
carpal tunnel syndrome,chicken pox,0.0375
carpal tunnel syndrome,chlamydia,0.15775
carpal tunnel syndrome,cholangiocarcinoma,0.0925
carpal tunnel syndrome,cholecystitis,0.204
carpal tunnel syndrome,chronic kidney disease,0.0318333
carpal tunnel syndrome,chronic obstructive pulmonary disease,0.0161
carpal tunnel syndrome,chronic pain,0.0706818
carpal tunnel syndrome,cirrhosis of the liver,0.059875
carpal tunnel syndrome,colon cancer,0.0411667
carpal tunnel syndrome,common cold,0.05675
carpal tunnel syndrome,concussion,0.037
carpal tunnel syndrome,congestive heart failure,0.0605
carpal tunnel syndrome,coronary artery disease,0.01775
carpal tunnel syndrome,crohn's disease,0.187
carpal tunnel syndrome,deep vein thrombosis,0.0833333
carpal tunnel syndrome,dementia,0.018
carpal tunnel syndrome,diverticulitis,0.20975
carpal tunnel syndrome,diverticulosis,0.177
carpal tunnel syndrome,drug withdrawal,0.0613
carpal tunnel syndrome,ectopic pregnancy,0.18225
carpal tunnel syndrome,encephalitis,0.0232
carpal tunnel syndrome,encephalopathy,0.028
carpal tunnel syndrome,endometrial cancer,0.0505
carpal tunnel syndrome,endometriosis,0.101625
carpal tunnel syndrome,epididymitis,0.1292
carpal tunnel syndrome,epilepsy,0.0302
carpal tunnel syndrome,esophageal cancer,0.0415
carpal tunnel syndrome,fibroids,0.295
carpal tunnel syndrome,fibromyalgia,0.0546429
carpal tunnel syndrome,gallstones,0.21175
carpal tunnel syndrome,gastritis,0.083875
carpal tunnel syndrome,gastroparesis,0.096375
carpal tunnel syndrome,glaucoma,0.0247
carpal tunnel syndrome,goiter,0.0495
carpal tunnel syndrome,gout,0.07525
carpal tunnel syndrome,groin hernia,0.19425
carpal tunnel syndrome,heart attack,0.04795
carpal tunnel syndrome,hepatitis a,0.0575
carpal tunnel syndrome,hepatitis b,0.0203333
carpal tunnel syndrome,hepatitis c,0.0383571
carpal tunnel syndrome,hiatal hernia,0.0480833
carpal tunnel syndrome,high blood pressure,0.02875
carpal tunnel syndrome,high cholesterol,0.026875
carpal tunnel syndrome,hiv/aids,0.0318
carpal tunnel syndrome,hives,0.0623333
carpal tunnel syndrome,hyperthyroidism,0.0276429
carpal tunnel syndrome,hypoglycemia,0.0203
carpal tunnel syndrome,hyponatremia,0.054
carpal tunnel syndrome,hypothyroidism,0.03725
carpal tunnel syndrome,insect bites and stings,0.096
carpal tunnel syndrome,iron deficiency anemia,0.0374
carpal tunnel syndrome,irritable bowel syndrome,0.0582143
carpal tunnel syndrome,kidney infection,0.132667
carpal tunnel syndrome,kidney stone,0.109625
carpal tunnel syndrome,liver cancer,0.14625
carpal tunnel syndrome,low back pain,0.111786
carpal tunnel syndrome,lung cancer,0.0411667
carpal tunnel syndrome,lupus,0.07275
carpal tunnel syndrome,lyme disease,0.0769167
carpal tunnel syndrome,major depression,0.139125
carpal tunnel syndrome,melanoma,0.0701667
carpal tunnel syndrome,meningitis,0.0668
carpal tunnel syndrome,middle ear infection,0.0536667
carpal tunnel syndrome,migraine,0.05115
carpal tunnel syndrome,miscarriage,0.08275
carpal tunnel syndrome,mono,0.0698333
carpal tunnel syndrome,multiple myeloma,0.0728333
carpal tunnel syndrome,multiple sclerosis,0.048375
carpal tunnel syndrome,myasthenia gravis,0.071
carpal tunnel syndrome,neutropenia,0.05325
carpal tunnel syndrome,obesity,0.03765
carpal tunnel syndrome,osteoarthritis,0.0480625
carpal tunnel syndrome,osteoporosis,0.0580625
carpal tunnel syndrome,ovarian cancer,0.102667
carpal tunnel syndrome,ovarian cyst,0.244
carpal tunnel syndrome,pancreatitis,0.1165
carpal tunnel syndrome,parkinson's disease,0.045
carpal tunnel syndrome,pink eye,0.0943333
carpal tunnel syndrome,plantar fasciitis,0.106625
carpal tunnel syndrome,pleural effusion,0.0365
carpal tunnel syndrome,pneumonia,0.0435
carpal tunnel syndrome,pneumothorax,0.041625
carpal tunnel syndrome,polycystic ovary syndrome,0.096
carpal tunnel syndrome,post traumatic stress disorder,0.1126
carpal tunnel syndrome,prostate cancer,0.0535
carpal tunnel syndrome,psoriasis,0.040625
carpal tunnel syndrome,psychosis,0.0886667
carpal tunnel syndrome,pulmonary embolism,0.0253333
carpal tunnel syndrome,pulmonary hypertension,0.0140833
carpal tunnel syndrome,retinal detachment,0.019
carpal tunnel syndrome,rhabdomyolysis,0.069875
carpal tunnel syndrome,rheumatoid arthritis,0.0478889
carpal tunnel syndrome,schizophrenia,0.034
carpal tunnel syndrome,sciatica,0.119357
carpal tunnel syndrome,seasonal allergies,0.0246
carpal tunnel syndrome,sebaceous cyst,0.118167
carpal tunnel syndrome,sepsis,0.0345
carpal tunnel syndrome,shingles,0.0534375
carpal tunnel syndrome,sickle cell anemia,0.105583
carpal tunnel syndrome,sinusitis,0.039875
carpal tunnel syndrome,sleep apnea,0.0275
carpal tunnel syndrome,spondylosis,0.0675455
carpal tunnel syndrome,sprained ankle,0.2
carpal tunnel syndrome,sprained knee,0.11175
carpal tunnel syndrome,sprained wrist,0.14925
carpal tunnel syndrome,stomach flu,0.105167
carpal tunnel syndrome,stomach ulcer,0.0759
carpal tunnel syndrome,strep throat,0.0709
carpal tunnel syndrome,stroke,0.0661667
carpal tunnel syndrome,tension headache,0.0745
carpal tunnel syndrome,thoracic radiculopathy,0.164929
carpal tunnel syndrome,thyroid cancer,0.08875
carpal tunnel syndrome,thyroid nodules,0.056875
carpal tunnel syndrome,traumatic brain injury,0.015625
carpal tunnel syndrome,type 1 diabetes,0.0258333
carpal tunnel syndrome,type 2 diabetes,0.0296667
carpal tunnel syndrome,ulcerative colitis,0.15325
carpal tunnel syndrome,upper respiratory infection,0.03125
carpal tunnel syndrome,urinary tract infection,0.0273333
carpal tunnel syndrome,vitamin d deficiency,0.0488
cataracts,celiac disease,0.0236667
cataracts,cervical cancer,0.0375
cataracts,cervical radiculopathy,0.0543333
cataracts,chicken pox,0.024
cataracts,cholangiocarcinoma,0.03525
cataracts,cholecystitis,0.017
cataracts,chronic kidney disease,0.03
cataracts,chronic obstructive pulmonary disease,0.0226667
cataracts,chronic pain,0.040375
cataracts,cirrhosis of the liver,0.02225
cataracts,colon cancer,0.0291
cataracts,common cold,0.017
cataracts,concussion,0.0533
cataracts,congestive heart failure,0.01425
cataracts,coronary artery disease,0.024875
cataracts,crohn's disease,0.015
cataracts,deep vein thrombosis,0.0255
cataracts,dementia,0.0188571
cataracts,diverticulitis,0.037
cataracts,diverticulosis,0.024
cataracts,drug withdrawal,0.11375
cataracts,encephalitis,0.03675
cataracts,encephalopathy,0.0301667
cataracts,endometrial cancer,0.02225
cataracts,endometriosis,0.0301667
cataracts,epilepsy,0.0285714
cataracts,esophageal cancer,0.0411667
cataracts,fibroids,0.02275
cataracts,fibromyalgia,0.032625
cataracts,gallstones,0.016
cataracts,gastritis,0.022875
cataracts,gastroparesis,0.026
cataracts,glaucoma,0.0309375
cataracts,goiter,0.0285
cataracts,groin hernia,0.03
cataracts,heart attack,0.0200833
cataracts,hepatitis a,0.0291667
cataracts,hepatitis b,0.0235
cataracts,hepatitis c,0.05275
cataracts,hiatal hernia,0.0295
cataracts,high blood pressure,0.02925
cataracts,high cholesterol,0.0272
cataracts,hiv/aids,0.0316
cataracts,hives,0.0145
cataracts,hyperthyroidism,0.026625
cataracts,hypoglycemia,0.0230714
cataracts,hyponatremia,0.0383333
cataracts,hypothyroidism,0.0207778
cataracts,iron deficiency anemia,0.0335
cataracts,irritable bowel syndrome,0.0389
cataracts,kidney infection,0.0105
cataracts,kidney stone,0.0125
cataracts,liver cancer,0.0535
cataracts,low back pain,0.02975
cataracts,lung cancer,0.029
cataracts,lupus,0.0201667
cataracts,lyme disease,0.05325
cataracts,major depression,0.121
cataracts,melanoma,0.04275
cataracts,meningitis,0.0936667
cataracts,middle ear infection,0.0205
cataracts,migraine,0.0465556
cataracts,miscarriage,0.0215
cataracts,mono,0.033625
cataracts,multiple myeloma,0.02825
cataracts,multiple sclerosis,0.0236429
cataracts,myasthenia gravis,0.04725
cataracts,neutropenia,0.0485
cataracts,obesity,0.035
cataracts,osteoarthritis,0.037875
cataracts,osteoporosis,0.0298
cataracts,ovarian cancer,0.03625
cataracts,ovarian cyst,0.0175
cataracts,pancreatitis,0.0213333
cataracts,parkinson's disease,0.01875
cataracts,pink eye,0.0491667
cataracts,pleural effusion,0.0275
cataracts,pneumonia,0.037
cataracts,polycystic ovary syndrome,0.040125
cataracts,post traumatic stress disorder,0.111
cataracts,prostate cancer,0.0305
cataracts,psoriasis,0.05325
cataracts,psychosis,0.12425
cataracts,pulmonary hypertension,0.02
cataracts,retinal detachment,0.046875
cataracts,rhabdomyolysis,0.0435
cataracts,rheumatoid arthritis,0.0273333
cataracts,schizophrenia,0.05575
cataracts,sciatica,0.0221667
cataracts,seasonal allergies,0.025875
cataracts,sepsis,0.039
cataracts,shingles,0.022
cataracts,sinusitis,0.0367
cataracts,sleep apnea,0.0465
cataracts,spondylosis,0.0455
cataracts,stomach flu,0.021375
cataracts,stomach ulcer,0.0545
cataracts,strep throat,0.04475
cataracts,stroke,0.042125
cataracts,tension headache,0.071
cataracts,thoracic radiculopathy,0.07375
cataracts,thyroid cancer,0.032625
cataracts,thyroid nodules,0.026375
cataracts,traumatic brain injury,0.0336667
cataracts,type 1 diabetes,0.02
cataracts,type 2 diabetes,0.02125
cataracts,ulcerative colitis,0.015
cataracts,upper respiratory infection,0.0291667
cataracts,urinary tract infection,0.018
cataracts,vitamin d deficiency,0.04925
celiac disease,cellulitis,0.116625
celiac disease,cervical cancer,0.134563
celiac disease,cervical radiculopathy,0.1401
celiac disease,chicken pox,0.0468
celiac disease,chlamydia,0.120944
celiac disease,cholangiocarcinoma,0.0975417
celiac disease,cholecystitis,0.0981
celiac disease,chronic kidney disease,0.0483125
celiac disease,chronic obstructive pulmonary disease,0.019
celiac disease,chronic pain,0.120611
celiac disease,cirrhosis of the liver,0.0678667
celiac disease,colon cancer,0.069
celiac disease,common cold,0.046875
celiac disease,concussion,0.053
celiac disease,congestive heart failure,0.0226667
celiac disease,coronary artery disease,0.015125
celiac disease,crohn's disease,0.0806667
celiac disease,deep vein thrombosis,0.106375
celiac disease,dementia,0.0176
celiac disease,diverticulitis,0.105167
celiac disease,diverticulosis,0.088125
celiac disease,drug withdrawal,0.0669375
celiac disease,ectopic pregnancy,0.1215
celiac disease,encephalitis,0.0326
celiac disease,encephalopathy,0.031
celiac disease,endometrial cancer,0.06195
celiac disease,endometriosis,0.113115
celiac disease,epididymitis,0.132357
celiac disease,epilepsy,0.0209
celiac disease,esophageal cancer,0.0630385
celiac disease,fibroids,0.1052
celiac disease,fibromyalgia,0.0760714
