Source1,Source2,Weight_mean
meningitis,spondylosis,0.122667
meningitis,sprained ankle,0.269
meningitis,sprained knee,0.2295
meningitis,sprained wrist,0.218
meningitis,stomach flu,0.139538
meningitis,stomach ulcer,0.0697857
meningitis,strep throat,0.105278
meningitis,stroke,0.0908571
meningitis,tension headache,0.139
meningitis,thoracic radiculopathy,0.2425
meningitis,thyroid cancer,0.0845455
meningitis,thyroid nodules,0.101
meningitis,traumatic brain injury,0.0791818
meningitis,type 1 diabetes,0.048
meningitis,type 2 diabetes,0.0213333
meningitis,ulcerative colitis,0.115444
meningitis,upper respiratory infection,0.125278
meningitis,urinary tract infection,0.0516667
meningitis,vitamin d deficiency,0.0357
middle ear infection,migraine,0.0895
middle ear infection,miscarriage,0.0458333
middle ear infection,mono,0.113583
middle ear infection,multiple myeloma,0.0492
middle ear infection,multiple sclerosis,0.0239
middle ear infection,myasthenia gravis,0.0525
middle ear infection,neutropenia,0.10175
middle ear infection,obesity,0.04725
middle ear infection,osteoarthritis,0.114
middle ear infection,osteoporosis,0.1195
middle ear infection,ovarian cancer,0.0631
middle ear infection,ovarian cyst,0.132875
middle ear infection,pancreatitis,0.157167
middle ear infection,parkinson's disease,0.02325
middle ear infection,pink eye,0.0604091
middle ear infection,plantar fasciitis,0.14375
middle ear infection,pleural effusion,0.050625
middle ear infection,pneumonia,0.104917
middle ear infection,pneumothorax,0.044125
middle ear infection,polycystic ovary syndrome,0.089
middle ear infection,prostate cancer,0.0336
middle ear infection,psoriasis,0.0388
middle ear infection,pulmonary embolism,0.034875
middle ear infection,pulmonary hypertension,0.0351667
middle ear infection,retinal detachment,0.1375
middle ear infection,rheumatoid arthritis,0.0544
middle ear infection,sciatica,0.34
middle ear infection,seasonal allergies,0.06925
middle ear infection,sebaceous cyst,0.066
middle ear infection,sepsis,0.0742
middle ear infection,shingles,0.1318
middle ear infection,sickle cell anemia,0.1058
middle ear infection,sinusitis,0.0786
middle ear infection,sleep apnea,0.0268
middle ear infection,spondylosis,0.0781667
middle ear infection,sprained ankle,0.14275
middle ear infection,sprained knee,0.1265
middle ear infection,sprained wrist,0.2275
middle ear infection,stomach flu,0.0764167
middle ear infection,stomach ulcer,0.0688333
middle ear infection,strep throat,0.1345
middle ear infection,stroke,0.05225
middle ear infection,tension headache,0.10925
middle ear infection,thoracic radiculopathy,0.337
middle ear infection,thyroid cancer,0.0508
middle ear infection,thyroid nodules,0.04075
middle ear infection,traumatic brain injury,0.0625
middle ear infection,type 1 diabetes,0.0332
middle ear infection,type 2 diabetes,0.026375
middle ear infection,ulcerative colitis,0.0801
middle ear infection,upper respiratory infection,0.13145
middle ear infection,urinary tract infection,0.039
middle ear infection,vitamin d deficiency,0.025
migraine,miscarriage,0.0730833
migraine,mono,0.0987
migraine,multiple myeloma,0.0420833
migraine,multiple sclerosis,0.0342222
migraine,myasthenia gravis,0.0516667
migraine,neutropenia,0.0831
migraine,obesity,0.0668889
migraine,osteoarthritis,0.0673
migraine,osteoporosis,0.056
migraine,ovarian cancer,0.0911875
migraine,ovarian cyst,0.129062
migraine,pancreatitis,0.13325
migraine,parkinson's disease,0.0224286
migraine,pink eye,0.0955
migraine,plantar fasciitis,0.121833
migraine,pleural effusion,0.0305
migraine,pneumonia,0.0257
migraine,pneumothorax,0.0576667
migraine,polycystic ovary syndrome,0.0954167
migraine,post traumatic stress disorder,0.0734444
migraine,prostate cancer,0.0681667
migraine,psoriasis,0.06025
migraine,psychosis,0.03785
migraine,pulmonary embolism,0.0185
migraine,pulmonary hypertension,0.0173333
migraine,retinal detachment,0.06
migraine,rhabdomyolysis,0.0233333
migraine,rheumatoid arthritis,0.052
migraine,schizophrenia,0.0196667
migraine,sciatica,0.0955833
migraine,seasonal allergies,0.0580833
migraine,sebaceous cyst,0.10975
migraine,sepsis,0.0310714
migraine,shingles,0.053
migraine,sickle cell anemia,0.12225
migraine,sinusitis,0.0701071
migraine,sleep apnea,0.0259444
migraine,spondylosis,0.0945
migraine,sprained ankle,0.18275
migraine,sprained knee,0.1125
migraine,sprained wrist,0.1755
migraine,stomach flu,0.155727
migraine,stomach ulcer,0.07895
migraine,strep throat,0.111187
migraine,stroke,0.0536
migraine,tension headache,0.0959687
migraine,thoracic radiculopathy,0.1575
migraine,thyroid cancer,0.0881875
migraine,thyroid nodules,0.11025
migraine,traumatic brain injury,0.0482895
migraine,type 1 diabetes,0.0519286
migraine,type 2 diabetes,0.020375
migraine,ulcerative colitis,0.129
migraine,upper respiratory infection,0.107833
migraine,urinary tract infection,0.0395
migraine,vitamin d deficiency,0.0456667
miscarriage,mono,0.0775
miscarriage,multiple myeloma,0.08
miscarriage,multiple sclerosis,0.0095
miscarriage,neutropenia,0.055
miscarriage,obesity,0.09
miscarriage,osteoarthritis,0.162
miscarriage,osteoporosis,0.1675
miscarriage,ovarian cancer,0.1376
miscarriage,ovarian cyst,0.129833
miscarriage,pancreatitis,0.1415
miscarriage,parkinson's disease,0.018
miscarriage,pink eye,0.0485
miscarriage,plantar fasciitis,0.08525
miscarriage,pneumothorax,0.0481667
miscarriage,polycystic ovary syndrome,0.116917
miscarriage,post traumatic stress disorder,0.053
miscarriage,prostate cancer,0.0904
miscarriage,psoriasis,0.0395
miscarriage,pulmonary embolism,0.019
miscarriage,pulmonary hypertension,0.0105
miscarriage,retinal detachment,0.0165
miscarriage,rhabdomyolysis,0.11825
miscarriage,rheumatoid arthritis,0.18
miscarriage,sciatica,0.134833
miscarriage,seasonal allergies,0.01975
miscarriage,sebaceous cyst,0.113833
miscarriage,sepsis,0.0515
miscarriage,shingles,0.11
miscarriage,sickle cell anemia,0.0849167
miscarriage,sinusitis,0.046
miscarriage,sleep apnea,0.0258333
miscarriage,spondylosis,0.119
miscarriage,sprained ankle,0.1145
miscarriage,sprained knee,0.080625
miscarriage,sprained wrist,0.2755
miscarriage,stomach flu,0.1093
miscarriage,stomach ulcer,0.0982143
miscarriage,strep throat,0.1155
miscarriage,stroke,0.03625
miscarriage,tension headache,0.09925
miscarriage,thoracic radiculopathy,0.140333
miscarriage,thyroid cancer,0.05075
miscarriage,thyroid nodules,0.0621667
miscarriage,traumatic brain injury,0.088375
miscarriage,type 1 diabetes,0.029875
miscarriage,type 2 diabetes,0.021
miscarriage,ulcerative colitis,0.143625
miscarriage,upper respiratory infection,0.02
miscarriage,urinary tract infection,0.0333
miscarriage,vitamin d deficiency,0.029
mono,multiple myeloma,0.0965
mono,multiple sclerosis,0.0494615
mono,myasthenia gravis,0.0855833
mono,neutropenia,0.0999545
mono,obesity,0.05905
mono,osteoarthritis,0.0775
mono,osteoporosis,0.12025
mono,ovarian cancer,0.0856154
mono,ovarian cyst,0.149938
mono,pancreatitis,0.147062
mono,parkinson's disease,0.04255
mono,pink eye,0.101682
mono,plantar fasciitis,0.130625
mono,pleural effusion,0.0750714
mono,pneumonia,0.104708
mono,pneumothorax,0.0623
mono,polycystic ovary syndrome,0.099
mono,post traumatic stress disorder,0.022
mono,prostate cancer,0.0845625
mono,psoriasis,0.07075
mono,psychosis,0.022
mono,pulmonary embolism,0.0568333
mono,pulmonary hypertension,0.0395
mono,retinal detachment,0.036
mono,rhabdomyolysis,0.0715
mono,rheumatoid arthritis,0.075625
mono,schizophrenia,0.02
mono,sciatica,0.161667
mono,seasonal allergies,0.06925
mono,sebaceous cyst,0.096
mono,sepsis,0.0779167
mono,shingles,0.0733636
mono,sickle cell anemia,0.118
mono,sinusitis,0.0793421
mono,sleep apnea,0.0575
mono,spondylosis,0.08325
mono,sprained ankle,0.177625
mono,sprained knee,0.13175
mono,sprained wrist,0.19
mono,stomach flu,0.120875
mono,stomach ulcer,0.0856429
mono,strep throat,0.09746
mono,stroke,0.0831
mono,tension headache,0.12675
mono,thoracic radiculopathy,0.192
mono,thyroid cancer,0.0770417
mono,thyroid nodules,0.0645714
mono,traumatic brain injury,0.0454286
mono,type 1 diabetes,0.0600417
mono,type 2 diabetes,0.0441875
mono,ulcerative colitis,0.108583
mono,upper respiratory infection,0.110769
mono,urinary tract infection,0.0587917
mono,vitamin d deficiency,0.0313
multiple myeloma,multiple sclerosis,0.0300455
multiple myeloma,myasthenia gravis,0.0534
multiple myeloma,neutropenia,0.0742143
multiple myeloma,obesity,0.03925
multiple myeloma,osteoarthritis,0.0497
multiple myeloma,osteoporosis,0.0484286
multiple myeloma,ovarian cancer,0.0581111
multiple myeloma,ovarian cyst,0.113333
multiple myeloma,pancreatitis,0.118583
multiple myeloma,parkinson's disease,0.02555
multiple myeloma,pink eye,0.043875
multiple myeloma,plantar fasciitis,0.14325
multiple myeloma,pleural effusion,0.05325
multiple myeloma,pneumonia,0.0689545
multiple myeloma,pneumothorax,0.0484
multiple myeloma,polycystic ovary syndrome,0.093625
multiple myeloma,post traumatic stress disorder,0.025
multiple myeloma,prostate cancer,0.0338333
multiple myeloma,psoriasis,0.0333333
multiple myeloma,psychosis,0.02325
multiple myeloma,pulmonary embolism,0.0517
multiple myeloma,pulmonary hypertension,0.049125
multiple myeloma,rhabdomyolysis,0.029
multiple myeloma,rheumatoid arthritis,0.0384444
multiple myeloma,schizophrenia,0.0141667
multiple myeloma,sciatica,0.122917
multiple myeloma,seasonal allergies,0.042
multiple myeloma,sebaceous cyst,0.0805
multiple myeloma,sepsis,0.0516364
multiple myeloma,shingles,0.062
multiple myeloma,sickle cell anemia,0.0979286
multiple myeloma,sinusitis,0.0464375
multiple myeloma,sleep apnea,0.023
multiple myeloma,spondylosis,0.091125
multiple myeloma,sprained ankle,0.2795
multiple myeloma,sprained knee,0.13325
multiple myeloma,sprained wrist,0.2285
multiple myeloma,stomach flu,0.0971667
multiple myeloma,stomach ulcer,0.0616
multiple myeloma,strep throat,0.103833
multiple myeloma,stroke,0.0601
multiple myeloma,tension headache,0.071
multiple myeloma,thoracic radiculopathy,0.1807
multiple myeloma,thyroid cancer,0.04375
multiple myeloma,thyroid nodules,0.06875
multiple myeloma,traumatic brain injury,0.02525
multiple myeloma,type 1 diabetes,0.024625
multiple myeloma,type 2 diabetes,0.0178125
multiple myeloma,ulcerative colitis,0.0973571
multiple myeloma,upper respiratory infection,0.112583
multiple myeloma,urinary tract infection,0.0295909
multiple myeloma,vitamin d deficiency,0.0405
multiple sclerosis,myasthenia gravis,0.0477273
multiple sclerosis,neutropenia,0.0770833
multiple sclerosis,obesity,0.0264167
multiple sclerosis,osteoarthritis,0.01825
multiple sclerosis,osteoporosis,0.0362143
multiple sclerosis,ovarian cancer,0.0272727
multiple sclerosis,ovarian cyst,0.0238333
multiple sclerosis,pancreatitis,0.0304167
multiple sclerosis,parkinson's disease,0.0176
multiple sclerosis,pink eye,0.0247857
multiple sclerosis,plantar fasciitis,0.01575
multiple sclerosis,pleural effusion,0.0356
multiple sclerosis,pneumonia,0.0403333
multiple sclerosis,pneumothorax,0.0122857
multiple sclerosis,polycystic ovary syndrome,0.0285
multiple sclerosis,post traumatic stress disorder,0.01415
multiple sclerosis,prostate cancer,0.0271364
multiple sclerosis,psoriasis,0.01625
multiple sclerosis,psychosis,0.0113636
multiple sclerosis,pulmonary embolism,0.0191
multiple sclerosis,pulmonary hypertension,0.0185
multiple sclerosis,retinal detachment,0.0248333
multiple sclerosis,rhabdomyolysis,0.0285833
multiple sclerosis,rheumatoid arthritis,0.0313889
multiple sclerosis,schizophrenia,0.0088125
multiple sclerosis,sciatica,0.0457857
multiple sclerosis,seasonal allergies,0.026625
multiple sclerosis,sebaceous cyst,0.0218333
multiple sclerosis,sepsis,0.0454
multiple sclerosis,shingles,0.0187692
multiple sclerosis,sickle cell anemia,0.0413333
multiple sclerosis,sinusitis,0.027
multiple sclerosis,sleep apnea,0.0183571
multiple sclerosis,spondylosis,0.0492778
multiple sclerosis,sprained ankle,0.0184
multiple sclerosis,sprained knee,0.0153333
multiple sclerosis,sprained wrist,0.03325
multiple sclerosis,stomach flu,0.053375
multiple sclerosis,stomach ulcer,0.0193333
multiple sclerosis,strep throat,0.04
multiple sclerosis,stroke,0.0355278
multiple sclerosis,tension headache,0.0597
multiple sclerosis,thoracic radiculopathy,0.0829091
multiple sclerosis,thyroid cancer,0.0408125
multiple sclerosis,thyroid nodules,0.0268
multiple sclerosis,traumatic brain injury,0.0192353
multiple sclerosis,type 1 diabetes,0.0274167
multiple sclerosis,type 2 diabetes,0.0245
multiple sclerosis,ulcerative colitis,0.0411667
multiple sclerosis,upper respiratory infection,0.0420625
multiple sclerosis,urinary tract infection,0.0197647
multiple sclerosis,vitamin d deficiency,0.0194375
myasthenia gravis,neutropenia,0.0693
myasthenia gravis,obesity,0.0531667
myasthenia gravis,osteoarthritis,0.01825
myasthenia gravis,osteoporosis,0.05675
myasthenia gravis,ovarian cancer,0.0483333
myasthenia gravis,ovarian cyst,0.0185
myasthenia gravis,pancreatitis,0.0475
myasthenia gravis,parkinson's disease,0.0344167
myasthenia gravis,pink eye,0.0515
myasthenia gravis,pleural effusion,0.065
myasthenia gravis,pneumonia,0.0892143
myasthenia gravis,pneumothorax,0.0571667
myasthenia gravis,post traumatic stress disorder,0.013
myasthenia gravis,prostate cancer,0.0439167
myasthenia gravis,psoriasis,0.0285
myasthenia gravis,psychosis,0.012
myasthenia gravis,pulmonary embolism,0.064875
myasthenia gravis,pulmonary hypertension,0.0545
myasthenia gravis,retinal detachment,0.0185
myasthenia gravis,rhabdomyolysis,0.0425
myasthenia gravis,rheumatoid arthritis,0.0498333
myasthenia gravis,schizophrenia,0.0125
myasthenia gravis,sciatica,0.0418
myasthenia gravis,seasonal allergies,0.0593333
myasthenia gravis,sebaceous cyst,0.048
myasthenia gravis,sepsis,0.0507143
myasthenia gravis,shingles,0.046875
myasthenia gravis,sickle cell anemia,0.0455
myasthenia gravis,sinusitis,0.0490833
myasthenia gravis,sleep apnea,0.0424
myasthenia gravis,spondylosis,0.062125
myasthenia gravis,sprained ankle,0.0175
myasthenia gravis,sprained knee,0.0155
myasthenia gravis,stomach flu,0.0468
myasthenia gravis,stomach ulcer,0.046
myasthenia gravis,strep throat,0.0641
myasthenia gravis,stroke,0.0735
myasthenia gravis,tension headache,0.056
myasthenia gravis,thoracic radiculopathy,0.0853333
myasthenia gravis,thyroid cancer,0.0637
myasthenia gravis,thyroid nodules,0.05325
myasthenia gravis,traumatic brain injury,0.032
myasthenia gravis,type 1 diabetes,0.0431667
myasthenia gravis,type 2 diabetes,0.0421667
myasthenia gravis,ulcerative colitis,0.0537
myasthenia gravis,upper respiratory infection,0.1064
myasthenia gravis,urinary tract infection,0.03675
myasthenia gravis,vitamin d deficiency,0.026
neutropenia,obesity,0.0437857
neutropenia,osteoporosis,0.05
neutropenia,ovarian cancer,0.08085
neutropenia,ovarian cyst,0.115
neutropenia,pancreatitis,0.138417
neutropenia,parkinson's disease,0.0416667
neutropenia,pink eye,0.094625
neutropenia,pleural effusion,0.07775
neutropenia,pneumonia,0.101111
neutropenia,pneumothorax,0.04325
neutropenia,polycystic ovary syndrome,0.0718
neutropenia,post traumatic stress disorder,0.03225
neutropenia,prostate cancer,0.0690714
neutropenia,psoriasis,0.0680833
neutropenia,pulmonary embolism,0.0501667
neutropenia,pulmonary hypertension,0.0435
neutropenia,rhabdomyolysis,0.0535
neutropenia,rheumatoid arthritis,0.0687857
neutropenia,sciatica,0.0565
neutropenia,seasonal allergies,0.0686667
neutropenia,sepsis,0.072
neutropenia,shingles,0.045
neutropenia,sickle cell anemia,0.0674
neutropenia,sinusitis,0.0781667
neutropenia,sleep apnea,0.0417143
neutropenia,spondylosis,0.0905
neutropenia,stomach flu,0.1516
neutropenia,stomach ulcer,0.0685
neutropenia,strep throat,0.09365
neutropenia,stroke,0.11325
neutropenia,tension headache,0.0748333
neutropenia,thoracic radiculopathy,0.1475
neutropenia,thyroid cancer,0.0755
neutropenia,traumatic brain injury,0.04
neutropenia,type 1 diabetes,0.051875
neutropenia,type 2 diabetes,0.0370833
neutropenia,ulcerative colitis,0.106944
neutropenia,upper respiratory infection,0.13375
neutropenia,urinary tract infection,0.0589
neutropenia,vitamin d deficiency,0.0443333
obesity,osteoarthritis,0.0474
obesity,osteoporosis,0.053
obesity,ovarian cancer,0.0662
obesity,ovarian cyst,0.125125
obesity,pancreatitis,0.121889
obesity,parkinson's disease,0.020875
obesity,pink eye,0.069375
obesity,plantar fasciitis,0.0889
obesity,pleural effusion,0.0473333
obesity,pneumonia,0.0435
obesity,pneumothorax,0.056375
obesity,polycystic ovary syndrome,0.0736
obesity,post traumatic stress disorder,0.0927857
obesity,prostate cancer,0.03875
obesity,psoriasis,0.0405909
obesity,psychosis,0.101
obesity,pulmonary embolism,0.0389167
obesity,pulmonary hypertension,0.0372
obesity,rhabdomyolysis,0.0275
obesity,rheumatoid arthritis,0.0389091
obesity,schizophrenia,0.0463333
obesity,sciatica,0.107214
obesity,seasonal allergies,0.0264286
obesity,sebaceous cyst,0.107667
obesity,sepsis,0.026
obesity,shingles,0.05225
obesity,sickle cell anemia,0.0880625
obesity,sinusitis,0.0461429
obesity,sleep apnea,0.0345
obesity,spondylosis,0.06375
obesity,sprained ankle,0.205
obesity,sprained knee,0.141
obesity,sprained wrist,0.12925
obesity,stomach flu,0.152889
obesity,stomach ulcer,0.06765
obesity,strep throat,0.0596667
obesity,stroke,0.1515
obesity,tension headache,0.0765
obesity,thoracic radiculopathy,0.135643
obesity,thyroid cancer,0.0415
obesity,thyroid nodules,0.0633333
obesity,traumatic brain injury,0.0348333
obesity,type 1 diabetes,0.024
obesity,type 2 diabetes,0.0134
obesity,ulcerative colitis,0.109563
obesity,upper respiratory infection,0.052125
obesity,urinary tract infection,0.0228125
obesity,vitamin d deficiency,0.0489167
osteoarthritis,osteoporosis,0.0584375
osteoarthritis,ovarian cancer,0.0925
osteoarthritis,ovarian cyst,0.144875
osteoarthritis,pancreatitis,0.1115
osteoarthritis,parkinson's disease,0.0142857
osteoarthritis,pink eye,0.09
osteoarthritis,plantar fasciitis,0.1155
osteoarthritis,pneumothorax,0.0573333
osteoarthritis,polycystic ovary syndrome,0.0956
osteoarthritis,post traumatic stress disorder,0.1303
osteoarthritis,prostate cancer,0.0395
osteoarthritis,psoriasis,0.0639
osteoarthritis,psychosis,0.111167
osteoarthritis,pulmonary embolism,0.0331667
osteoarthritis,pulmonary hypertension,0.033375
osteoarthritis,retinal detachment,0.0215
osteoarthritis,rhabdomyolysis,0.03925
osteoarthritis,rheumatoid arthritis,0.0636429
osteoarthritis,schizophrenia,0.0565
osteoarthritis,sciatica,0.08925
osteoarthritis,seasonal allergies,0.039
osteoarthritis,sebaceous cyst,0.103667
osteoarthritis,shingles,0.07425
osteoarthritis,sickle cell anemia,0.142
osteoarthritis,sinusitis,0.06675
osteoarthritis,sleep apnea,0.051125
osteoarthritis,spondylosis,0.0607222
osteoarthritis,sprained ankle,0.209833
osteoarthritis,sprained knee,0.12925
osteoarthritis,sprained wrist,0.140375
osteoarthritis,stomach flu,0.078875
osteoarthritis,stomach ulcer,0.104875
osteoarthritis,strep throat,0.070875
osteoarthritis,tension headache,0.0861667
osteoarthritis,thoracic radiculopathy,0.113278
osteoarthritis,thyroid nodules,0.064
osteoarthritis,traumatic brain injury,0.0151667
osteoarthritis,type 1 diabetes,0.0395
osteoarthritis,type 2 diabetes,0.0215
osteoarthritis,ulcerative colitis,0.111
osteoarthritis,upper respiratory infection,0.023
osteoarthritis,urinary tract infection,0.0156
osteoarthritis,vitamin d deficiency,0.0607
osteoporosis,ovarian cancer,0.103167
osteoporosis,ovarian cyst,0.173
osteoporosis,pancreatitis,0.127125
osteoporosis,parkinson's disease,0.0336667
osteoporosis,plantar fasciitis,0.17575
osteoporosis,pleural effusion,0.029
osteoporosis,pneumonia,0.0385
osteoporosis,pneumothorax,0.0935
osteoporosis,polycystic ovary syndrome,0.10675
osteoporosis,post traumatic stress disorder,0.15575
osteoporosis,prostate cancer,0.06075
osteoporosis,psoriasis,0.0538
osteoporosis,psychosis,0.0998333
osteoporosis,pulmonary embolism,0.035
osteoporosis,pulmonary hypertension,0.0305
osteoporosis,rhabdomyolysis,0.0286667
osteoporosis,rheumatoid arthritis,0.0613
osteoporosis,schizophrenia,0.0451667
osteoporosis,sciatica,0.124929
osteoporosis,seasonal allergies,0.0256667
osteoporosis,sebaceous cyst,0.10875
osteoporosis,sepsis,0.0405
osteoporosis,shingles,0.086625
osteoporosis,sickle cell anemia,0.165
osteoporosis,sinusitis,0.06475
osteoporosis,sleep apnea,0.0506667
osteoporosis,spondylosis,0.074875
osteoporosis,sprained ankle,0.345
osteoporosis,sprained knee,0.16575
osteoporosis,sprained wrist,0.155
osteoporosis,stomach flu,0.079
osteoporosis,stomach ulcer,0.123
osteoporosis,strep throat,0.2055
osteoporosis,stroke,0.064
osteoporosis,tension headache,0.07275
osteoporosis,thoracic radiculopathy,0.19225
osteoporosis,thyroid cancer,0.03675
osteoporosis,thyroid nodules,0.106
osteoporosis,traumatic brain injury,0.014
osteoporosis,type 1 diabetes,0.0245
osteoporosis,type 2 diabetes,0.02075
osteoporosis,ulcerative colitis,0.15725
osteoporosis,upper respiratory infection,0.0275
osteoporosis,urinary tract infection,0.0308333
osteoporosis,vitamin d deficiency,0.0686667
ovarian cancer,ovarian cyst,0.113
ovarian cancer,pancreatitis,0.148667
ovarian cancer,parkinson's disease,0.0248571
ovarian cancer,pink eye,0.0344
ovarian cancer,plantar fasciitis,0.212
ovarian cancer,pleural effusion,0.0423571
ovarian cancer,pneumonia,0.0579375
ovarian cancer,pneumothorax,0.074
ovarian cancer,polycystic ovary syndrome,0.111187
ovarian cancer,post traumatic stress disorder,0.0468333
ovarian cancer,prostate cancer,0.0501
ovarian cancer,psoriasis,0.0629375
ovarian cancer,psychosis,0.016
ovarian cancer,pulmonary embolism,0.052125
ovarian cancer,pulmonary hypertension,0.05575
ovarian cancer,retinal detachment,0.02275
ovarian cancer,rhabdomyolysis,0.0278
ovarian cancer,rheumatoid arthritis,0.04925
ovarian cancer,schizophrenia,0.0115
ovarian cancer,sciatica,0.113
ovarian cancer,seasonal allergies,0.0252
ovarian cancer,sebaceous cyst,0.12675
ovarian cancer,sepsis,0.049875
ovarian cancer,shingles,0.0893333
ovarian cancer,sickle cell anemia,0.110214
ovarian cancer,sinusitis,0.0515833
ovarian cancer,sleep apnea,0.0314286
ovarian cancer,spondylosis,0.125333
ovarian cancer,sprained ankle,0.151
ovarian cancer,sprained knee,0.1345
ovarian cancer,sprained wrist,0.19475
ovarian cancer,stomach flu,0.126633
ovarian cancer,stomach ulcer,0.0868889
ovarian cancer,strep throat,0.0836818
ovarian cancer,stroke,0.09475
ovarian cancer,tension headache,0.124125
ovarian cancer,thoracic radiculopathy,0.205333
ovarian cancer,thyroid cancer,0.0574375
ovarian cancer,thyroid nodules,0.11425
ovarian cancer,traumatic brain injury,0.0681667
ovarian cancer,type 1 diabetes,0.0421364
ovarian cancer,type 2 diabetes,0.021
ovarian cancer,ulcerative colitis,0.085375
ovarian cancer,upper respiratory infection,0.0598333
ovarian cancer,urinary tract infection,0.0375769
ovarian cancer,vitamin d deficiency,0.040625
ovarian cyst,pancreatitis,0.1655
ovarian cyst,parkinson's disease,0.0395
ovarian cyst,pink eye,0.041
ovarian cyst,plantar fasciitis,0.245833
ovarian cyst,pleural effusion,0.0195
ovarian cyst,pneumonia,0.0756667
ovarian cyst,pneumothorax,0.2295
ovarian cyst,polycystic ovary syndrome,0.116643
ovarian cyst,post traumatic stress disorder,0.079625
ovarian cyst,prostate cancer,0.0942143
ovarian cyst,psoriasis,0.104625
ovarian cyst,psychosis,0.03325
ovarian cyst,pulmonary embolism,0.031
ovarian cyst,retinal detachment,0.0215
ovarian cyst,rhabdomyolysis,0.0365
ovarian cyst,rheumatoid arthritis,0.152125
ovarian cyst,schizophrenia,0.016
ovarian cyst,sciatica,0.137917
ovarian cyst,seasonal allergies,0.0275
ovarian cyst,sebaceous cyst,0.252333
ovarian cyst,sepsis,0.0808
ovarian cyst,shingles,0.190333
ovarian cyst,sickle cell anemia,0.153
ovarian cyst,sinusitis,0.124857
ovarian cyst,sleep apnea,0.0523333
ovarian cyst,spondylosis,0.2025
ovarian cyst,sprained ankle,0.249167
ovarian cyst,sprained knee,0.1785
ovarian cyst,sprained wrist,0.3435
ovarian cyst,stomach flu,0.157857
ovarian cyst,stomach ulcer,0.146875
ovarian cyst,strep throat,0.167429
ovarian cyst,tension headache,0.20175
ovarian cyst,thoracic radiculopathy,0.203625
ovarian cyst,thyroid cancer,0.079
ovarian cyst,thyroid nodules,0.2375
ovarian cyst,traumatic brain injury,0.085125
ovarian cyst,type 1 diabetes,0.0641429
ovarian cyst,ulcerative colitis,0.131577
ovarian cyst,upper respiratory infection,0.072375
ovarian cyst,urinary tract infection,0.0530714
ovarian cyst,vitamin d deficiency,0.0556667
pancreatitis,parkinson's disease,0.0121667
pancreatitis,pink eye,0.032
pancreatitis,plantar fasciitis,0.216167
pancreatitis,pleural effusion,0.0155
pancreatitis,pneumonia,0.0781667
pancreatitis,pneumothorax,0.3975
pancreatitis,polycystic ovary syndrome,0.13905
pancreatitis,post traumatic stress disorder,0.1246
pancreatitis,prostate cancer,0.1234
pancreatitis,psoriasis,0.113
pancreatitis,psychosis,0.0738333
pancreatitis,pulmonary embolism,0.0365
pancreatitis,pulmonary hypertension,0.0095
pancreatitis,rheumatoid arthritis,0.0925
pancreatitis,schizophrenia,0.039
pancreatitis,sciatica,0.12625
pancreatitis,seasonal allergies,0.0205
pancreatitis,sebaceous cyst,0.3005
pancreatitis,sepsis,0.1064
pancreatitis,shingles,0.173
pancreatitis,sickle cell anemia,0.1535
pancreatitis,sinusitis,0.132167
pancreatitis,sleep apnea,0.0606
pancreatitis,spondylosis,0.145
pancreatitis,sprained ankle,0.219167
pancreatitis,sprained knee,0.2015
pancreatitis,sprained wrist,0.30275
pancreatitis,stomach flu,0.151333
pancreatitis,stomach ulcer,0.122417
pancreatitis,strep throat,0.166286
pancreatitis,tension headache,0.250833
pancreatitis,thoracic radiculopathy,0.181
pancreatitis,thyroid cancer,0.0937
pancreatitis,thyroid nodules,0.397
pancreatitis,traumatic brain injury,0.109667
pancreatitis,type 1 diabetes,0.0826429
pancreatitis,ulcerative colitis,0.160409
pancreatitis,upper respiratory infection,0.0554
pancreatitis,urinary tract infection,0.0601667
pancreatitis,vitamin d deficiency,0.0674
parkinson's disease,pink eye,0.028
parkinson's disease,plantar fasciitis,0.0305
parkinson's disease,pleural effusion,0.0409286
parkinson's disease,pneumonia,0.050375
parkinson's disease,pneumothorax,0.023
parkinson's disease,polycystic ovary syndrome,0.024
parkinson's disease,post traumatic stress disorder,0.0152857
parkinson's disease,prostate cancer,0.0242222
parkinson's disease,psoriasis,0.018
parkinson's disease,psychosis,0.0229444
parkinson's disease,pulmonary embolism,0.0535
parkinson's disease,pulmonary hypertension,0.0281
parkinson's disease,retinal detachment,0.0145
parkinson's disease,rhabdomyolysis,0.027
parkinson's disease,rheumatoid arthritis,0.0199286
parkinson's disease,schizophrenia,0.02
parkinson's disease,sciatica,0.0242143
parkinson's disease,seasonal allergies,0.0223333
parkinson's disease,sepsis,0.0338636
parkinson's disease,shingles,0.0178333
parkinson's disease,sickle cell anemia,0.021375
parkinson's disease,sinusitis,0.0235556
parkinson's disease,sleep apnea,0.0162917
parkinson's disease,spondylosis,0.0359
parkinson's disease,sprained ankle,0.02
parkinson's disease,sprained knee,0.012
parkinson's disease,sprained wrist,0.03625
parkinson's disease,stomach flu,0.022375
parkinson's disease,stomach ulcer,0.0115
parkinson's disease,strep throat,0.0268889
parkinson's disease,stroke,0.0419091
parkinson's disease,tension headache,0.036875
parkinson's disease,thoracic radiculopathy,0.0474167
parkinson's disease,thyroid cancer,0.0315
parkinson's disease,thyroid nodules,0.0246667
